person_id,institution_name,major,degree,start_date,end_date,education_state,final_gpa,scd_active_from,scd_active_to,scd_currently_active_flag,scd_changed_by_user
297,كليّة لومينوس الجامعيّة التقنيّة,فنون الطهي,دبلوم,,,graduated,,2025-01-31 11:18:44,,True,admin
299,جامعة العلوم والتكنولوجيا الأردنيّة,الهندسة الصناعيّة,بكالوريوس,,,current,,2025-01-31 11:18:00,,True,admin
300,الجامعة الهاشميّة,سجلات طبيّة,بكالوريوس,,,current,,2025-01-31 11:19:01,,True,admin
301,الجامعة الهاشميّة,معلم صف,بكالوريوس,,,current,,2025-01-31 11:19:04,,True,admin
303,جامعة الحسين التقنيّة,هندسة العمارة,بكالوريوس,,,current,,2025-01-31 11:19:11,,True,admin
304,كلية الخوارزمي الجامعيّة التقنيّة,إدارة مستشفيات,بكالوريوس,,,current,,2025-01-31 11:19:17,,True,admin
305,جامعة العلوم التطبيقيّة الخاصة,العلوم الماليّة والمصرفيّة,بكالوريوس,,,graduated,,2025-01-31 11:19:18,,True,admin
306,جامعة عمان الأهليّة,تكنولوجيا تحليل الأعمال,بكالوريوس,,,current,,2025-01-31 11:19:40,,True,admin
307,جامعة بغداد - العراق,الفنون الجميلة,بكالوريوس,,,graduated,,2025-01-31 11:19:43,,True,admin
308,جامعة العلوم والتكنولوجيا الأردنيّة,تصميم وتطوير ألعاب الحاسوب,بكالوريوس,,,current,,2025-01-31 11:20:06,,True,admin
309,الجامعة الأمريكيّة في مادبا,الصيدلة,بكالوريوس,,,current,,2025-01-31 11:20:08,,True,admin
311,كليّة لومينوس الجامعيّة التقنيّة,التصميم الداخلي والديكور,بكالوريوس,,,graduated,,2025-01-31 11:20:10,,True,admin
314,الجامعة الهاشميّة,إدارة المخاطر والتأمين,بكالوريوس,,,current,,2025-01-31 11:21:51,,True,admin
316,الجامعة الهاشميّة,هندسة العمارة,بكالوريوس,,,current,,2025-01-31 11:22:46,,True,admin
317,الجامعة الهاشميّة,المحاسبة,بكالوريوس,,,graduated,,2025-01-31 11:23:09,,True,admin
319,كليّة المجتمع العربي,إدارة مكاتب,بكالوريوس,,,graduated,,2025-01-31 11:24:08,,True,admin
320,الجامعة الهاشميّة,التسويق الرقمي,بكالوريوس,,,current,,2025-01-31 11:24:54,,True,admin
321,Young Women`s Christian Association (YWCA),إدارة مكاتب وسكرتاريا,بكالوريوس,,,graduated,,2025-01-31 11:25:23,,True,admin
322,جامعة الأميرة سميّة للتكنولوجيا,التصميم الداخلي,بكالوريوس,,,graduated,,2025-01-31 11:26:59,,True,admin
324,جامعة الأميرة سميّة للتكنولوجيا,المحاسبة,بكالوريوس,,,graduated,,2025-01-31 11:33:32,,True,admin
325,جامعة الإسراء,العلوم الماليّة والمصرفيّة,بكالوريوس,,,graduated,,2025-01-31 11:37:13,,True,admin
326,جامعة آل البيت,اقتصاد المال والأعمال,بكالوريوس,,,graduated,,2025-01-31 11:38:46,,True,admin
327,كلّية العلوم التربويّة والآداب,معلم صف,بكالوريوس,,,current,,2025-01-31 11:42:11,,True,admin
329,الجامعة الهاشميّة,الأمن السيبراني,بكالوريوس,,,current,,2025-01-31 11:58:47,,True,admin
330,جامعة الشّرق الأوسط,الهندسة المعماريّة والتصميم الداخلي,بكالوريوس,,,current,,2025-01-31 12:24:41,,True,admin
331,الجامعة الأردنيّة,الفنون المسرحيّة,بكالوريوس,,,current,,2025-01-31 12:32:23,,True,admin
332,جامعة الأميرة سميّة للتكنولوجيا,المحاسبة,بكالوريوس,,,current,,2025-01-31 13:30:38,,True,admin
333,جامعة اليرموك,اقتصاد المال والأعمال,بكالوريوس,,,graduated,,2025-01-31 13:33:50,,True,admin
334,الجامعة الهاشميّة,الطب البشري,بكالوريوس,,,current,,2025-01-31 13:43:41,,True,admin
335,جامعة الزرقاء,المحاسبة,بكالوريوس,,,graduated,,2025-01-31 13:51:54,,True,admin
336,جامعة اليرموك,هندسة الحاسوب وإنترنت الأشياء,بكالوريوس,,,current,,2025-01-31 14:53:31,,True,admin
337,جامعة الزرقاء,التكنولوجيا الماليّة,بكالوريوس,,,current,,2025-01-31 15:08:17,,True,admin
338,الجامعة الهاشميّة,العلاقات الدوليّة والدراسات الاستراتيجيّة,بكالوريوس,,,graduated,,2025-01-31 16:01:13,,True,admin
339,جامعة العلوم والتكنولوجيا الأردنيّة,التصميم والتواصل البصري,بكالوريوس,,,current,,2025-01-31 16:17:26,,True,admin
340,جامعة اليرموك,فنون دراما,بكالوريوس,,,current,,2025-01-31 16:37:22,,True,admin
345,جامعة العلوم والتكنولوجيا الأردنيّة,هندسة وأمن شبكات الحاسوب,بكالوريوس,,,current,,2025-01-31 17:30:15,,True,admin
346,الجامعة الهاشميّة,الهندسة الصناعيّة,بكالوريوس,,,current,,2025-01-31 17:41:04,,True,admin
352,جامعة الإسراء,نظم المعلومات الحاسوبيّة,بكالوريوس,,,current,,2025-01-31 19:17:34,,True,admin
355,كلّية الأمير فيصل الفنيّة,هندسة رحلات جويّة,بكالوريوس,,,graduated,,2025-01-31 19:39:59,,True,admin
356,جامعة مؤتة,الآثار والسياحة,بكالوريوس,,,graduated,,2025-01-31 19:40:14,,True,admin
357,جامعة مؤتة,المحاسبة,بكالوريوس,,,graduated,,2025-01-31 19:40:50,,True,admin
363,جامعة مؤتة,الهندسة المدنيّة,بكالوريوس,,,current,,2025-01-31 19:53:05,,True,admin
369,الجامعة الهاشميّة,التصوير الطبي والإشعاعي,بكالوريوس,,,graduated,,2025-01-31 20:22:58,,True,admin
373,كلية عمون الجامعيّة التطبيقيّة,إدارة فنادق وفعاليات,بكالوريوس,,,graduated,,2025-01-31 20:53:11,,True,admin
374,الجامعة الألمانيّة الأردنيّة,هندسة الحاسوب,بكالوريوس,,,current,,2025-01-31 20:55:47,,True,admin
376,جامعة إربد الأهليّة,اللغة الإنجليزيّة وآدابها,بكالوريوس,,,current,,2025-01-31 22:08:49,,True,admin
377,الجامعة الهاشميّة,علم البيانات والذكاء الاصطناعي,بكالوريوس,,,graduated,,2025-01-31 22:08:55,,True,admin
378,الجامعة الهاشميّة,الهندسة المدنيّة,بكالوريوس,,,graduated,,2025-01-31 22:12:10,,True,admin
379,جامعة آل البيت,التمريض,بكالوريوس,,,graduated,,2025-01-31 22:13:50,,True,admin
380,جامعة الشّرق الأوسط,التسويق الإلكتروني والتواصل الاجتماعي,بكالوريوس,,,graduated,,2025-01-31 22:15:40,,True,admin
381,جامعة آل البيت,الحقوق / القانون,بكالوريوس,,,current,,2025-01-31 22:19:07,,True,admin
382,جامعة آل البيت,اللغات (فرنسي - إنجليزي),بكالوريوس,,,current,,2025-01-31 22:31:32,,True,admin
383,جامعة العلوم والتكنولوجيا الأردنيّة,طب وجراحة الأسنان,بكالوريوس,,,graduated,,2025-01-31 22:37:46,,True,admin
384,جامعة آل البيت,الأمن السيبراني,بكالوريوس,,,current,,2025-01-31 22:41:24,,True,admin
386,جامعة آل البيت,علم الحاسوب,بكالوريوس,,,graduated,,2025-01-31 22:46:40,,True,admin
387,جامعة اليرموك,العلوم الماليّة والمصرفيّة,بكالوريوس,,,current,,2025-01-31 22:49:13,,True,admin
388,جامعة العلوم والتكنولوجيا الأردنيّة,الهندسة الصناعيّة,بكالوريوس,,,current,,2025-01-31 22:56:59,,True,admin
389,جامعة العلوم والتكنولوجيا الأردنيّة,الهندسة الكيميائيّة,بكالوريوس,,,current,,2025-01-31 23:15:38,,True,admin
390,جامعة الزرقاء,الصيدلة,بكالوريوس,,,current,,2025-02-01 01:42:53,,True,admin
394,جامعة الزيتونة الأردنيّة,الأمن السيبراني,بكالوريوس,,,current,,2025-02-01 10:06:30,,True,admin
397,جامعة الحسين التقنيّة,علم الحاسوب,بكالوريوس,,,current,,2025-02-01 11:35:37,,True,admin
398,الجامعة الأمريكيّة في مادبا,إدارة المخاطر,بكالوريوس,,,current,,2025-02-01 11:50:03,,True,admin
402,جامعة العلوم والتكنولوجيا الأردنيّة,هندسة الطيران,بكالوريوس,,,current,,2025-02-01 12:20:45,,True,admin
408,جامعة اليرموك,الإرشاد النفسي والتربوي,بكالوريوس,,,current,,2025-02-01 12:45:12,,True,admin
409,جامعة العلوم والتكنولوجيا الأردنيّة,علم الحاسوب,بكالوريوس,,,current,,2025-02-01 12:57:29,,True,admin
410,جامعة الحسين التقنيّة,علم البيانات والذكاء الاصطناعي,بكالوريوس,,,current,,2025-02-01 13:07:19,,True,admin
411,الجامعة الأردنيّة,تربية الطفل,بكالوريوس,,,graduated,,2025-02-01 13:14:36,,True,admin
413,جامعة الشّرق الأوسط,الترجمة التطبيقيّة,بكالوريوس,,,graduated,,2025-02-01 13:23:12,,True,admin
414,جامعة العلوم والتكنولوجيا الأردنيّة,هايبرد,بكالوريوس,,,current,,2025-02-01 13:27:37,,True,admin
415,كليّة لومينوس الجامعيّة التقنيّة,الهندسة الكهربائيّة والإلكترونيّة,بكالوريوس,,,graduated,,2025-02-01 13:32:37,,True,admin
416,جامعة العلوم والتكنولوجيا الأردنيّة,الصيدلة,بكالوريوس,,,graduated,,2025-02-01 13:38:13,,True,admin
420,Coventry University,إدارة الأعمال,بكالوريوس,,,graduated,,2025-02-01 13:54:41,,True,admin
435,جامعة اليرموك,الصيدلة,بكالوريوس,,,current,,2025-02-01 14:18:44,,True,admin
449,كليّة لومينوس الجامعيّة التقنيّة,المحاسبة,بكالوريوس,,,graduated,,2025-02-01 14:41:58,,True,admin
466,جامعة البترا,تكييف وتبريد وكهرباء,بكالوريوس,,,graduated,,2025-02-01 15:04:02,,True,admin
481,جامعة العلوم والتكنولوجيا الأردنيّة,الهندسة الكيميائيّة,بكالوريوس,,,graduated,,2025-02-01 15:26:13,,True,admin
503,جامعة الإسراء - العراق,تقنيات الأجهزة الطبيّة,بكالوريوس,,,graduated,,2025-02-01 16:22:56,,True,admin
512,جامعة الموصل - العراق,السياحة,بكالوريوس,,,graduated,,2025-02-01 17:06:02,,True,admin
514,جامعة اليرموك,إدارة فنادق,بكالوريوس,,,current,,2025-02-01 17:33:50,,True,admin
557,University of Debrecen,إدارة هندسيّة,ماجستير,,,graduated,,2025-02-01 21:13:52,,True,admin
569,الجامعة الهاشميّة,الهندسة الصناعيّة,بكالوريوس,,,current,,2025-02-01 21:44:07,,True,admin
574,الجامعة الهاشميّة,هندسة الحاسوب,بكالوريوس,,,graduated,,2025-02-01 21:49:58,,True,admin
582,جامعة البلقاء التطبيقيّة,الهندسة الكهربائيّة والحاسوب,بكالوريوس,,,current,,2025-02-01 22:28:44,,True,admin
583,جامعة عمان الأهليّة,المحاسبة,بكالوريوس,,,current,,2025-02-01 22:38:12,,True,admin
584,الجامعة الهاشميّة,إدارة الأعمال,بكالوريوس,,,graduated,,2025-02-01 22:39:57,,True,admin
586,الجامعة الهاشميّة,هندسة الحاسوب,بكالوريوس,,,current,,2025-02-01 22:40:12,,True,admin
588,جامعة آل البيت,اقتصاد المال والأعمال,بكالوريوس,,,graduated,,2025-02-01 22:40:31,,True,admin
591,الجامعة الهاشميّة,اللغة العربيّة,بكالوريوس,,,graduated,,2025-02-01 22:48:27,,True,admin
600,الجامعة الهاشميّة,علم البيانات والذكاء الاصطناعي,بكالوريوس,,,current,,2025-02-01 23:23:27,,True,admin
601,جامعة الزرقاء,العلوم الماليّة والمصرفيّة,بكالوريوس,,,graduated,,2025-02-01 23:26:20,,True,admin
603,جامعة الأميرة سميّة للتكنولوجيا,نظم المعلومات الإداريّة,بكالوريوس,,,graduated,,2025-02-01 23:45:03,,True,admin
609,الجامعة الهاشميّة,هندسة الميكاترونيكس,بكالوريوس,,,graduated,,2025-02-02 08:35:34,,True,admin
610,,إدارة,دبلوم,,,graduated,,2025-02-02 10:15:37,,True,admin
610,,منتسوري,دبلوم,,,graduated,,2025-02-02 10:15:37,,True,admin
613,الجامعة الهاشميّة,الإدارة السياحيّة,بكالوريوس,,,graduated,,2025-02-02 10:24:42,,True,admin
617,جامعة آل البيت,إدارة الأعمال,بكالوريوس,,,graduated,,2025-02-02 10:30:54,,True,admin
618,جامعة مؤتة,التغذية والصناعات الغذائيّة,بكالوريوس,,,graduated,,2025-02-02 10:32:34,,True,admin
647,جامعة العلوم والتكنولوجيا الأردنيّة,الهندسة الصناعيّة,بكالوريوس,,,graduated,,2025-02-02 12:05:00,,True,admin
650,جامعة الزيتونة الأردنيّة,إدارة,بكالوريوس,,,graduated,,2025-02-02 12:59:35,,True,admin
656,جامعة الأميرة سميّة للتكنولوجيا,علم الحاسوب,بكالوريوس,,,graduated,,2025-02-02 13:39:29,,True,admin
663,جامعة مؤتة,المحاسبة,بكالوريوس,,,graduated,,2025-02-02 15:45:21,,True,admin
671,الجامعة الأردنيّة,الحقوق / القانون,بكالوريوس,,,current,,2025-02-02 18:10:25,,True,admin
679,جامعة البلقاء التطبيقيّة,هندسة العمارة,بكالوريوس,,,current,,2025-02-03 01:37:51,,True,admin
681,الجامعة الألمانيّة الأردنيّة,اللغات (ألماني - إنجليزي) للأعمال والتواصل,بكالوريوس,,,current,,2025-02-03 12:05:27,,True,admin
701,الجامعة الهاشميّة,الهندسة الطبيّة الحيويّة,بكالوريوس,,,graduated,,2025-02-03 14:01:23,,True,admin
706,جامعة البلقاء التطبيقيّة,إدارة الأعمال,بكالوريوس,,,current,,2025-02-03 14:35:24,,True,admin
729,جامعة الزيتونة الأردنيّة,إدارة الأعمال,بكالوريوس,,,graduated,,2025-02-03 17:08:31,,True,admin
736,جامعة البلقاء التطبيقيّة,هندسة الإلكترونيات,بكالوريوس,,,graduated,,2025-02-03 18:37:02,,True,admin
737,جامعة الإسراء,هندسة البرمجيات,بكالوريوس,,,current,,2025-02-03 18:44:48,,True,admin
738,جامعة مؤتة,الهندسة الميكانيكيّة,بكالوريوس,,,current,,2025-02-03 18:46:17,,True,admin
739,جامعة مؤتة,هندسة الحاسوب وأمن الشبكات,بكالوريوس,,,current,,2025-02-03 18:48:56,,True,admin
740,جامعة مؤتة,التحاليل الطبيّة,بكالوريوس,,,current,,2025-02-03 18:52:29,,True,admin
741,جامعة مؤتة,العلوم الحياتيّة,بكالوريوس,,,current,,2025-02-03 19:32:41,,True,admin
742,جامعة مؤتة,نظم المعلومات الحاسوبيّة,بكالوريوس,,,graduated,,2025-02-03 20:15:43,,True,admin
744,جامعة مؤتة,التغذية والصناعات الغذائيّة,بكالوريوس,,,current,,2025-02-03 21:57:15,,True,admin
745,جامعة مؤتة,التغذية والصناعات الغذائيّة,بكالوريوس,,,current,,2025-02-03 21:57:27,,True,admin
747,الجامعة الهاشميّة,تكنولوجيا حيويّة,بكالوريوس,,,current,,2025-02-03 23:01:11,,True,admin
749,جامعة البترا,إدارة الأعمال,بكالوريوس,,,graduated,,2025-02-04 02:39:21,,True,admin
750,الجامعة الهاشميّة,علم البيانات والذكاء الاصطناعي,بكالوريوس,,,current,,2025-02-04 06:00:27,,True,admin
761,جامعة اليرموك,هندسة النظم الطبيّة الحيويّة,بكالوريوس,,,current,,2025-02-04 13:46:24,,True,admin
763,جامعة العلوم والتكنولوجيا الأردنيّة,علم البيانات,بكالوريوس,,,current,,2025-02-04 14:04:10,,True,admin
764,جامعة العلوم والتكنولوجيا الأردنيّة,هندسة وأمن شبكات الحاسوب,بكالوريوس,,,current,,2025-02-04 14:18:42,,True,admin
769,الجامعة الهاشميّة,المحاسبة,بكالوريوس,,,graduated,,2025-02-04 15:30:45,,True,admin
771,المعهد الإكليريكي - بيت جالا,الفلسفة واللاهوت,بكالوريوس,,,current,,2025-02-04 16:45:47,,True,admin
772,جامعة مؤتة,طب وجراحة الأسنان,بكالوريوس,,,current,,2025-02-04 17:39:38,,True,admin
773,الجامعة الأمريكيّة في مادبا,الأمن السيبراني,بكالوريوس,,,current,,2025-02-04 17:41:36,,True,admin
786,جامعة مؤتة,طب وجراحة الأسنان,بكالوريوس,,,current,,2025-02-04 23:07:49,,True,admin
787,جامعة اليرموك,اللغات (فرنسي - إنجليزي),بكالوريوس,,,current,,2025-02-05 04:51:45,,True,admin
794,جامعة العلوم والتكنولوجيا الأردنيّة,الهندسة الصناعيّة,بكالوريوس,,,current,,2025-02-05 22:00:22,,True,admin
795,جامعة العلوم والتكنولوجيا الأردنيّة,العلاج التنفسي,بكالوريوس,,,current,,2025-02-05 22:10:00,,True,admin
796,جامعة اليرموك,المحاسبة,بكالوريوس,,,graduated,,2025-02-05 22:11:19,,True,admin
797,جامعة آل البيت,التحاليل الطبيّة,بكالوريوس,,,graduated,,2025-02-05 22:34:48,,True,admin
798,جامعة العلوم والتكنولوجيا الأردنيّة,المختبرات الطبيّة,بكالوريوس,,,current,,2025-02-05 22:48:37,,True,admin
799,جامعة اليرموك,الهندسة الصناعيّة,بكالوريوس,,,graduated,,2025-02-05 23:04:01,,True,admin
800,الجامعة الهاشميّة,العلاقات الدوليّة والدراسات الاستراتيجيّة,بكالوريوس,,,graduated,,2025-02-05 23:22:43,,True,admin
801,جامعة البلقاء التطبيقيّة,الهندسة الميكانيكيّة,بكالوريوس,,,graduated,,2025-02-06 01:42:19,,True,admin
806,جامعة اليرموك,العلوم السياسيّة,بكالوريوس,,,current,,2025-02-06 14:56:04,,True,admin
809,جامعة العلوم والتكنولوجيا الأردنيّة,الطب البشري,بكالوريوس,,,current,,2025-02-06 18:41:19,,True,admin
812,جامعة العلوم والتكنولوجيا الأردنيّة,هندسة وأمن شبكات الحاسوب,بكالوريوس,,,graduated,,2025-02-07 13:24:51,,True,admin
815,الجامعة الهاشميّة,الإدارة السياحيّة,بكالوريوس,,,current,,2025-02-07 14:23:28,,True,admin
822,جامعة الحسين التقنيّة,الهندسة الكهربائيّة,بكالوريوس,,,current,,2025-02-08 21:30:49,,True,admin
823,جامعة عمان الأهليّة,التربية البدنيّة والصحيّة,بكالوريوس,,,current,,2025-02-08 21:34:59,,True,admin
824,جامعة الزرقاء,التمريض,بكالوريوس,,,graduated,,2025-02-08 21:35:45,,True,admin
825,جامعة الطفيلة التقنيّة,هندسة الاتصالات والإلكترونيات,بكالوريوس,,,current,,2025-02-08 21:43:51,,True,admin
826,جامعة البلقاء التطبيقيّة,علم الحاسوب,بكالوريوس,,,current,,2025-02-08 22:06:15,,True,admin
827,جامعة عمان الأهليّة,الشبكات والأمن السيبراني,بكالوريوس,,,current,,2025-02-09 01:47:45,,True,admin
828,جامعة عمان الأهليّة,علم البيانات والذكاء الاصطناعي,بكالوريوس,,,current,,2025-02-09 02:25:44,,True,admin
829,جامعة عمان الأهليّة,الهندسة الطبيّة الحيويّة,ماجستير,,,graduated,,2025-02-09 10:07:08,,True,admin
830,جامعة البلقاء التطبيقيّة,المحاسبة,بكالوريوس,,,current,,2025-02-09 12:23:52,,True,admin
831,جامعة اليرموك,العلوم الماليّة والمصرفيّة,بكالوريوس,,,graduated,,2025-02-09 17:35:20,,True,admin
833,الجامعة الأمريكيّة في مادبا,إدارة المخاطر,بكالوريوس,,,current,,2025-02-10 00:32:12,,True,admin
834,الجامعة الأردنيّة,اللغات (إسباني - إنجليزي),بكالوريوس,,,graduated,,2025-02-10 08:57:48,,True,admin
835,,تربية الطفل,بكالوريوس,,,graduated,,2025-02-10 11:27:30,,True,admin
836,الجامعة الأردنيّة,اللغة الإنجليزيّة التطبيقيّة,بكالوريوس,,,current,,2025-02-10 13:44:22,,True,admin
847,جامعة عمان الأهليّة,إدارة ماليّة ومصرفيّة، إدارة الأعمال,بكالوريوس,,,graduated,,2025-02-10 14:45:01,,True,admin
847,جامعة النيلين - السودان,إدارة ماليّة ومصرفيّة، إدارة الأعمال,بكالوريوس,,,graduated,,2025-02-10 14:45:01,,True,admin
852,جامعة جدارا,ذكاء الأعمال,بكالوريوس,,,current,,2025-02-10 18:09:33,,True,admin
853,جامعة العلوم والتكنولوجيا الأردنيّة,هندسة البرمجيات,بكالوريوس,,,current,,2025-02-10 18:57:32,,True,admin
859,الجامعة الهاشميّة,نظم المعلومات الحاسوبيّة,بكالوريوس,,,graduated,,2025-02-11 11:31:05,,True,admin
860,جامعة الأميرة سميّة للتكنولوجيا,برمجة الكمبيوتر,بكالوريوس,,,graduated,,2025-02-11 11:32:59,,True,admin
863,الجامعة الأردنيّة,علم النفس,بكالوريوس,,,graduated,,2025-02-12 09:20:17,,True,admin
867,كلّية الأمير فيصل الفنيّة,هندسة الطيران (إلكترونيات دقيقة),بكالوريوس,,,graduated,,2025-02-12 22:57:23,,True,admin
874,جامعة اليرموك,الصيدلة,بكالوريوس,,,current,,2025-02-13 15:59:30,,True,admin
875,جامعة العلوم والتكنولوجيا الأردنيّة,الأمن السيبراني,بكالوريوس,,,current,,2025-02-13 16:02:45,,True,admin
876,جامعة البلقاء التطبيقيّة,هندسة البرمجيات,بكالوريوس,,,current,,2025-02-13 16:03:29,,True,admin
877,جامعة العلوم والتكنولوجيا الأردنيّة,الطب البشري,بكالوريوس,,,current,,2025-02-13 16:03:40,,True,admin
878,جامعة اليرموك,الأمن السيبراني,بكالوريوس,,,current,,2025-02-13 18:20:11,,True,admin
879,جامعة فيلادلفيا,التمريض,بكالوريوس,,,current,,2025-02-13 18:31:07,,True,admin
967,الجامعة الهاشميّة,إدارة المخاطر والتأمين,بكالوريوس,,,current,,2025-02-18 13:32:13,,True,admin
968,الجامعة الهاشميّة,العلاج الطبيعي,بكالوريوس,,,graduated,,2025-02-18 13:33:25,,True,admin
969,الجامعة الأمريكيّة في مادبا,هندسة العمارة,بكالوريوس,,,current,,2025-02-18 13:33:48,,True,admin
970,الجامعة الهاشميّة,إدارة المخاطر والتأمين,بكالوريوس,,,current,,2025-02-18 13:33:58,,True,admin
971,جامعة الشّرق الأوسط,الحقوق / القانون,بكالوريوس,,,current,,2025-02-18 13:35:20,,True,admin
973,كليّة لومينوس الجامعيّة التقنيّة,تصميم أزياء وموضة,بكالوريوس,,,graduated,,2025-02-18 13:36:21,,True,admin
975,جامعة البلقاء التطبيقيّة,هندسة مواد ومعادن,بكالوريوس,,,graduated,,2025-02-18 13:46:02,,True,admin
976,الجامعة الأمريكيّة في مادبا,هندسة العمارة,بكالوريوس,,,current,,2025-02-18 13:50:10,,True,admin
977,الجامعة الهاشميّة,إدارة الأعمال,بكالوريوس,,,current,,2025-02-18 13:57:23,,True,admin
978,الجامعة الأمريكيّة في مادبا,إدارة الموارد البشريّة,بكالوريوس,,,current,,2025-02-18 14:04:17,,True,admin
979,الجامعة الهاشميّة,الإدارة السياحيّة,بكالوريوس,,,current,,2025-02-18 14:06:50,,True,admin
980,جامعة الشّرق الأوسط,الصيدلة,بكالوريوس,,,current,,2025-02-18 14:26:08,,True,admin
981,الجامعة الهاشميّة,إدارة المخاطر والتأمين,بكالوريوس,,,current,,2025-02-18 14:56:45,,True,admin
982,جامعة الشّرق الأوسط,التمريض,بكالوريوس,,,current,,2025-02-18 15:02:57,,True,admin
983,الجامعة الأمريكيّة في مادبا,التصميم الداخلي,بكالوريوس,,,current,,2025-02-18 15:07:07,,True,admin
984,الجامعة الألمانيّة الأردنيّة,إدارة الأعمال الذكيّة وتحليل البيانات,بكالوريوس,,,current,,2025-02-18 15:07:25,,True,admin
985,جامعة مؤتة,اللغة الإنجليزيّة وآدابها,بكالوريوس,,,graduated,,2025-02-18 15:08:05,,True,admin
986,الجامعة الأمريكيّة في مادبا,المختبرات الطبيّة,بكالوريوس,,,current,,2025-02-18 15:09:34,,True,admin
987,جامعة الإسراء,أمن المعلومات والفضاء الإلكتروني,بكالوريوس,,,current,,2025-02-18 15:51:38,,True,admin
988,جامعة الزيتونة الأردنيّة,التمريض,بكالوريوس,,,current,,2025-02-18 18:08:19,,True,admin
989,الجامعة الهاشميّة,العلاقات الدوليّة والدراسات الاستراتيجيّة,بكالوريوس,,,current,,2025-02-18 19:13:12,,True,admin
990,جامعة الشّرق الأوسط,هندسة الطاقة المتجددة,بكالوريوس,,,graduated,,2025-02-18 19:16:15,,True,admin
991,الجامعة الهاشميّة,تكنولوجيا حيويّة,بكالوريوس,,,current,,2025-02-18 19:49:42,,True,admin
992,جامعة البلقاء التطبيقيّة,المحاسبة,بكالوريوس,,,current,,2025-02-18 20:25:53,,True,admin
996,كلية عمون الجامعيّة التطبيقيّة,فنون الطهي,بكالوريوس,,,current,,2025-02-18 20:53:52,,True,admin
999,جامعة البلقاء التطبيقيّة,المحاسبة,بكالوريوس,,,current,,2025-02-19 14:20:19,,True,admin
1052,كليّة لومينوس الجامعيّة التقنيّة,التجميل وتصفيف الشعر,بكالوريوس,,,graduated,,2025-02-20 20:47:40,,True,admin
1053,جامعة الشّرق الأوسط,التصميم الجرافيكي,بكالوريوس,,,current,,2025-02-21 16:40:14,,True,admin
1055,جامعة الأميرة سميّة للتكنولوجيا,هندسة القدرة والطاقة الكهربائيّة,بكالوريوس,,,graduated,,2025-02-21 17:44:07,,True,admin
1057,جامعة البلقاء التطبيقيّة,هندسة الاتصالات,بكالوريوس,,,graduated,,2025-02-21 18:26:27,,True,admin
1059,جامعة العلوم التطبيقيّة الخاصة,التسويق الرقمي,بكالوريوس,,,current,,2025-02-21 21:17:31,,True,admin
1060,جامعة البلقاء التطبيقيّة,العلوم الماليّة والمصرفيّة,بكالوريوس,,,graduated,,2025-02-21 21:18:34,,True,admin
1062,كليّة لومينوس الجامعيّة التقنيّة,التسويق,بكالوريوس,,,current,,2025-02-21 21:58:35,,True,admin
1064,جامعة البترا,إدارة الأعمال,بكالوريوس,,,graduated,,2025-02-21 22:04:16,,True,admin
1065,الجامعة الهاشميّة,اللغة الإنجليزيّة وآدابها,بكالوريوس,,,graduated,,2025-02-21 22:07:23,,True,admin
1066,جامعة الزيتونة الأردنيّة,الصيدلة,بكالوريوس,,,graduated,,2025-02-21 22:38:31,,True,admin
1067,جامعة الأميرة سميّة للتكنولوجيا,هندسة الحاسوب,بكالوريوس,,,graduated,,2025-02-21 22:59:56,,True,admin
1068,جامعة الزيتونة الأردنيّة,العلوم الماليّة والمصرفيّة,بكالوريوس,,,graduated,,2025-02-21 23:16:04,,True,admin
1070,الجامعة الأمريكيّة في مادبا,الصيدلة,بكالوريوس,,,current,,2025-02-22 10:48:20,,True,admin
1072,جامعة اليرموك,إدارة الأعمال,بكالوريوس,,,current,,2025-02-22 15:20:19,,True,admin
1074,الجامعة الأردنيّة,طب الفم والأسنان,بكالوريوس,,,current,,2025-02-22 15:41:13,,True,admin
1105,جامعة مؤتة,الطب والجراحة,بكالوريوس,,,graduated,,2025-02-22 18:02:15,,True,admin
1111,A.N. College,العلوم البحريّة,بكالوريوس,,,graduated,,2025-02-22 18:57:26,,True,admin
1113,الجامعة الأمريكيّة في مادبا,صناعة الأفلام,بكالوريوس,,,current,,2025-02-22 20:44:35,,True,admin
1114,كليّة لومينوس الجامعيّة التقنيّة,إدارة عمليات لوجستيّة,بكالوريوس,,,current,,2025-02-22 21:21:29,,True,admin
1119,جامعة العلوم والتكنولوجيا الأردنيّة,الرياضيات,بكالوريوس,,,current,,2025-02-22 22:57:47,,True,admin
1120,جامعة العلوم والتكنولوجيا الأردنيّة,هندسة وأمن شبكات الحاسوب,بكالوريوس,,,graduated,,2025-02-22 23:45:55,,True,admin
1121,جامعة عمان العربيّة,هندسة العمارة,بكالوريوس,,,current,,2025-02-22 23:57:41,,True,admin
1123,جامعة الشّرق الأوسط,الإدارة السياحيّة,بكالوريوس,,,graduated,,2025-02-23 10:49:17,,True,admin
1124,جامعة العلوم والتكنولوجيا الأردنيّة,هندسة وأمن شبكات الحاسوب,بكالوريوس,,,current,,2025-02-23 11:22:23,,True,admin
1128,جامعة الزرقاء,الصيدلة,بكالوريوس,,,current,,2025-02-23 14:49:10,,True,admin
1129,الجامعة الهاشميّة,إدارة المخاطر والتأمين,بكالوريوس,,,graduated,,2025-02-23 14:49:46,,True,admin
