mobile_number_record_id,is_primary,scd_active_from,scd_active_to,scd_currently_active_flag,scd_changed_by_user
MB000622,True,2025-02-02 11:05:34,,True,admin
MB000623,True,2025-02-02 11:06:08,,True,admin
MB000624,True,2025-02-02 11:06:47,,True,admin
MB000625,True,2025-02-02 11:07:01,,True,admin
MB000626,True,2025-02-02 11:09:31,,True,admin
MB000627,True,2025-02-02 11:10:58,,True,admin
MB000628,True,2025-02-02 11:11:06,,True,admin
MB000629,True,2025-02-02 11:19:03,,True,admin
MB000630,True,2025-02-02 11:27:35,,True,admin
MB000631,True,2025-02-02 11:30:23,,True,admin
MB000632,True,2025-02-02 11:31:22,,True,admin
MB000633,True,2025-02-02 11:34:54,,True,admin
MB000634,True,2025-02-02 11:41:45,,True,admin
MB000635,True,2025-02-02 11:43:19,,True,admin
MB000636,True,2025-02-02 11:47:23,,True,admin
MB000637,True,2025-02-02 11:51:20,,True,admin
MB000638,True,2025-02-02 11:54:49,,True,admin
MB000639,True,2025-02-02 11:56:28,,True,admin
MB000640,True,2025-02-02 12:05:00,,True,admin
MB000641,True,2025-02-02 12:31:02,,True,admin
MB000642,True,2025-02-02 12:56:04,,True,admin
MB000643,True,2025-02-02 12:59:35,,True,admin
MB000644,True,2025-02-02 13:03:43,,True,admin
MB000645,True,2025-02-02 13:05:40,,True,admin
MB000646,True,2025-02-02 13:15:16,,True,admin
MB000648,True,2025-02-02 13:19:23,,True,admin
MB000649,True,2025-02-02 13:39:29,,True,admin
MB000650,True,2025-02-02 13:59:05,,True,admin
MB000651,True,2025-02-02 14:14:12,,True,admin
MB000652,True,2025-02-02 15:14:10,,True,admin
MB000653,True,2025-02-02 15:18:09,,True,admin
MB000654,True,2025-02-02 15:23:11,,True,admin
MB000655,True,2025-02-02 15:35:59,,True,admin
MB000656,True,2025-02-02 15:45:21,,True,admin
MB000657,True,2025-02-02 15:45:22,,True,admin
MB000658,True,2025-02-02 16:00:16,,True,admin
MB000659,True,2025-02-02 16:20:21,,True,admin
MB000660,True,2025-02-02 16:33:48,,True,admin
MB000661,True,2025-02-02 16:57:19,,True,admin
MB000662,True,2025-02-02 17:02:30,,True,admin
MB000663,True,2025-02-02 17:30:55,,True,admin
MB000664,True,2025-02-02 18:10:25,,True,admin
MB000665,True,2025-02-02 19:53:09,,True,admin
MB000666,False,2025-02-02 19:53:09,,True,admin
MB000667,True,2025-02-02 20:25:47,,True,admin
MB000669,True,2025-02-02 21:31:45,,True,admin
MB000670,True,2025-02-02 21:47:44,,True,admin
MB000671,True,2025-02-02 21:50:25,,True,admin
MB000672,True,2025-02-02 22:19:38,,True,admin
MB000673,True,2025-02-03 01:37:51,,True,admin
MB000674,True,2025-02-03 12:05:27,,True,admin
MB000676,True,2025-02-03 12:13:38,,True,admin
MB000680,True,2025-02-03 12:25:06,,True,admin
MB000683,True,2025-02-03 12:43:50,,True,admin
MB000686,True,2025-02-03 12:51:01,,True,admin
MB000687,True,2025-02-03 12:51:13,,True,admin
MB000688,True,2025-02-03 12:54:42,,True,admin
MB000691,True,2025-02-03 13:15:11,,True,admin
MB000692,True,2025-02-03 13:17:48,,True,admin
MB000693,True,2025-02-03 14:01:23,,True,admin
MB000694,True,2025-02-03 14:14:22,,True,admin
MB000696,True,2025-02-03 14:17:22,,True,admin
MB000698,True,2025-02-03 14:35:24,,True,admin
MB000699,True,2025-02-03 14:40:28,,True,admin
MB000701,True,2025-02-03 14:50:08,,True,admin
MB000702,True,2025-02-03 15:03:29,,True,admin
MB000703,True,2025-02-03 15:16:42,,True,admin
MB000704,True,2025-02-03 15:23:59,,True,admin
MB000706,True,2025-02-03 15:29:44,,True,admin
MB000707,True,2025-02-03 15:34:04,,True,admin
MB000709,True,2025-02-03 15:36:43,,True,admin
MB000712,True,2025-02-03 15:49:30,,True,admin
MB000713,True,2025-02-03 15:57:31,,True,admin
MB000715,True,2025-02-03 16:03:26,,True,admin
MB000716,True,2025-02-03 16:11:27,,True,admin
MB000717,False,2025-02-03 16:11:27,,True,admin
MB000718,True,2025-02-03 16:48:48,,True,admin
MB000719,True,2025-02-03 16:53:07,,True,admin
MB000722,True,2025-02-03 17:08:31,,True,admin
MB000723,True,2025-02-03 17:50:47,,True,admin
MB000725,True,2025-02-03 18:07:36,,True,admin
MB000726,True,2025-02-03 18:12:54,,True,admin
MB000727,True,2025-02-03 18:14:43,,True,admin
MB000728,True,2025-02-03 18:19:06,,True,admin
MB000729,True,2025-02-03 18:37:02,,True,admin
MB000730,True,2025-02-03 18:44:48,,True,admin
MB000731,True,2025-02-03 18:46:17,,True,admin
MB000732,True,2025-02-03 18:48:56,,True,admin
MB000733,True,2025-02-03 18:52:29,,True,admin
MB000734,True,2025-02-03 19:32:41,,True,admin
MB000735,True,2025-02-03 20:15:43,,True,admin
MB000737,True,2025-02-03 21:57:15,,True,admin
MB000738,True,2025-02-03 21:57:27,,True,admin
MB000740,True,2025-02-03 23:01:11,,True,admin
MB000742,True,2025-02-04 02:39:21,,True,admin
MB000743,True,2025-02-04 06:00:27,,True,admin
MB000744,True,2025-02-04 09:52:07,,True,admin
MB000745,True,2025-02-04 10:05:56,,True,admin
MB000746,True,2025-02-04 11:15:14,,True,admin
MB000748,True,2025-02-04 11:22:27,,True,admin
MB000750,True,2025-02-04 11:24:44,,True,admin
MB000752,True,2025-02-04 11:25:56,,True,admin
MB000754,True,2025-02-04 13:46:24,,True,admin
MB000756,True,2025-02-04 14:04:10,,True,admin
MB000757,True,2025-02-04 14:18:42,,True,admin
MB000758,True,2025-02-04 14:22:31,,True,admin
MB000759,True,2025-02-04 14:24:49,,True,admin
MB000760,True,2025-02-04 14:31:06,,True,admin
MB000761,True,2025-02-04 14:45:34,,True,admin
MB000762,True,2025-02-04 15:30:45,,True,admin
MB000763,True,2025-02-04 16:39:41,,True,admin
MB000764,True,2025-02-04 16:45:47,,True,admin
MB000765,True,2025-02-04 17:39:38,,True,admin
MB000766,True,2025-02-04 17:41:36,,True,admin
MB000767,True,2025-02-04 18:07:40,,True,admin
MB000768,True,2025-02-04 18:08:17,,True,admin
MB000770,True,2025-02-04 18:25:25,,True,admin
MB000771,True,2025-02-04 18:26:59,,True,admin
MB000773,True,2025-02-04 20:08:04,,True,admin
MB000774,True,2025-02-04 21:03:59,,True,admin
MB000775,True,2025-02-04 21:21:59,,True,admin
MB000776,False,2025-02-04 21:21:59,,True,admin
MB000777,True,2025-02-04 21:25:25,,True,admin
MB000778,True,2025-02-04 21:28:39,,True,admin
MB000779,True,2025-02-04 21:37:51,,True,admin
MB000780,True,2025-02-04 23:07:49,,True,admin
MB000781,True,2025-02-05 04:51:45,,True,admin
MB000782,True,2025-02-05 15:01:33,,True,admin
MB000783,True,2025-02-05 16:51:02,,True,admin
MB000786,True,2025-02-05 18:37:38,,True,admin
MB000787,True,2025-02-05 18:58:56,,True,admin
MB000788,True,2025-02-05 22:00:22,,True,admin
MB000789,True,2025-02-05 22:10:00,,True,admin
MB000790,True,2025-02-05 22:11:19,,True,admin
MB000791,True,2025-02-05 22:34:48,,True,admin
MB000792,True,2025-02-05 22:48:37,,True,admin
MB000793,True,2025-02-05 23:04:01,,True,admin
MB000794,True,2025-02-05 23:22:43,,True,admin
MB000795,True,2025-02-06 01:42:19,,True,admin
MB000796,True,2025-02-06 10:29:22,,True,admin
MB000797,True,2025-02-06 10:42:07,,True,admin
MB000798,True,2025-02-06 10:45:40,,True,admin
MB000799,True,2025-02-06 14:56:04,,True,admin
MB000800,True,2025-02-06 15:04:46,,True,admin
MB000801,True,2025-02-06 18:11:08,,True,admin
MB000802,True,2025-02-06 18:41:19,,True,admin
MB000803,True,2025-02-06 22:36:14,,True,admin
MB000804,True,2025-02-07 12:08:32,,True,admin
MB000805,True,2025-02-07 13:24:51,,True,admin
MB000806,True,2025-02-07 13:33:34,,True,admin
MB000807,True,2025-02-07 13:35:18,,True,admin
MB000808,True,2025-02-07 14:23:28,,True,admin
MB000809,True,2025-02-07 15:10:05,,True,admin
MB000810,True,2025-02-07 17:56:30,,True,admin
MB000811,True,2025-02-07 17:58:05,,True,admin
MB000812,True,2025-02-07 19:36:04,,True,admin
MB000813,True,2025-02-08 19:25:28,,True,admin
MB000814,True,2025-02-08 20:39:02,,True,admin
MB000815,True,2025-02-08 21:30:49,,True,admin
MB000816,True,2025-02-08 21:34:59,,True,admin
MB000817,True,2025-02-08 21:35:45,,True,admin
MB000818,True,2025-02-08 21:43:51,,True,admin
MB000819,True,2025-02-08 22:06:15,,True,admin
MB000820,True,2025-02-09 01:47:45,,True,admin
MB000821,True,2025-02-09 02:25:44,,True,admin
MB000822,True,2025-02-09 10:07:08,,True,admin
MB000823,True,2025-02-09 12:23:52,,True,admin
MB000824,True,2025-02-09 17:35:20,,True,admin
MB000825,True,2025-02-09 20:15:01,,True,admin
MB000826,True,2025-02-10 00:32:12,,True,admin
MB000827,True,2025-02-10 08:57:48,,True,admin
MB000828,True,2025-02-10 11:27:30,,True,admin
MB000829,True,2025-02-10 13:44:22,,True,admin
MB000830,True,2025-02-10 14:00:14,,True,admin
MB000831,True,2025-02-10 14:03:48,,True,admin
MB000832,True,2025-02-10 14:04:33,,True,admin
MB000833,True,2025-02-10 14:08:07,,True,admin
MB000834,True,2025-02-10 14:15:44,,True,admin
MB000835,True,2025-02-10 14:16:01,,True,admin
MB000837,True,2025-02-10 14:28:20,,True,admin
MB000838,True,2025-02-10 14:31:49,,True,admin
MB000839,True,2025-02-10 14:34:32,,True,admin
MB000840,True,2025-02-10 14:45:01,,True,admin
MB000841,True,2025-02-10 15:48:51,,True,admin
MB000842,True,2025-02-10 16:00:00,,True,admin
MB000843,True,2025-02-10 16:24:43,,True,admin
MB000844,True,2025-02-10 16:48:13,,True,admin
MB000845,True,2025-02-10 18:09:33,,True,admin
MB000846,True,2025-02-10 18:57:32,,True,admin
MB000847,True,2025-02-10 19:17:41,,True,admin
MB000848,True,2025-02-10 19:38:31,,True,admin
MB000849,True,2025-02-10 21:29:11,,True,admin
MB000851,True,2025-02-11 11:31:05,,True,admin
MB000852,True,2025-02-11 11:32:59,,True,admin
MB000853,True,2025-02-11 16:46:23,,True,admin
MB000854,True,2025-02-11 18:00:20,,True,admin
MB000855,True,2025-02-12 09:20:17,,True,admin
MB000856,True,2025-02-12 22:46:25,,True,admin
MB000857,True,2025-02-12 22:52:32,,True,admin
MB000858,True,2025-02-12 22:57:23,,True,admin
MB000859,True,2025-02-12 22:57:51,,True,admin
MB000860,True,2025-02-12 23:09:34,,True,admin
MB000863,True,2025-02-12 23:18:26,,True,admin
MB000864,True,2025-02-13 13:27:32,,True,admin
MB000865,True,2025-02-13 15:59:30,,True,admin
MB000866,True,2025-02-13 16:02:45,,True,admin
MB000867,True,2025-02-13 16:03:29,,True,admin
MB000868,True,2025-02-13 16:03:40,,True,admin
MB000869,True,2025-02-13 18:20:11,,True,admin
MB000870,True,2025-02-13 18:31:07,,True,admin
MB000871,True,2025-02-15 12:22:06,,True,admin
MB000872,True,2025-02-15 12:23:31,,True,admin
MB000873,True,2025-02-15 12:26:18,,True,admin
MB000874,True,2025-02-15 12:27:11,,True,admin
MB000875,True,2025-02-15 12:29:18,,True,admin
MB000876,True,2025-02-15 12:31:02,,True,admin
MB000877,True,2025-02-15 12:32:21,,True,admin
MB000878,True,2025-02-15 12:33:14,,True,admin
MB000879,True,2025-02-15 12:33:40,,True,admin
MB000880,True,2025-02-15 12:51:49,,True,admin
MB000881,True,2025-02-15 12:55:26,,True,admin
MB000882,True,2025-02-15 13:05:08,,True,admin
MB000883,True,2025-02-15 13:11:55,,True,admin
MB000884,True,2025-02-15 13:15:50,,True,admin
MB000885,True,2025-02-15 13:19:45,,True,admin
MB000886,True,2025-02-15 13:38:35,,True,admin
MB000887,True,2025-02-15 14:50:54,,True,admin
MB000888,True,2025-02-15 15:26:22,,True,admin
MB000889,True,2025-02-15 15:28:07,,True,admin
MB000890,True,2025-02-15 17:11:32,,True,admin
MB000891,True,2025-02-15 17:19:35,,True,admin
MB000892,True,2025-02-15 17:21:23,,True,admin
MB000893,True,2025-02-15 17:30:51,,True,admin
MB000894,True,2025-02-15 18:38:58,,True,admin
MB000895,True,2025-02-15 18:59:41,,True,admin
MB000896,True,2025-02-15 19:01:05,,True,admin
MB000897,True,2025-02-15 19:05:12,,True,admin
MB000898,True,2025-02-15 19:34:17,,True,admin
MB000899,True,2025-02-15 20:20:24,,True,admin
MB000900,True,2025-02-15 20:28:54,,True,admin
MB000901,True,2025-02-15 20:51:14,,True,admin
MB000902,True,2025-02-15 20:56:17,,True,admin
MB000903,True,2025-02-15 21:01:43,,True,admin
MB000904,True,2025-02-16 08:39:42,,True,admin
MB000905,True,2025-02-16 10:39:38,,True,admin
MB000906,True,2025-02-16 10:42:01,,True,admin
MB000907,True,2025-02-16 15:04:50,,True,admin
MB000909,True,2025-02-16 16:17:48,,True,admin
MB000910,True,2025-02-16 22:19:52,,True,admin
MB000911,True,2025-02-16 22:22:17,,True,admin
MB000912,True,2025-02-16 22:28:04,,True,admin
MB000913,True,2025-02-16 22:31:46,,True,admin
MB000914,True,2025-02-16 22:34:36,,True,admin
MB000915,True,2025-02-16 22:38:01,,True,admin
MB000916,True,2025-02-16 22:41:41,,True,admin
MB000917,True,2025-02-16 23:00:12,,True,admin
MB000918,True,2025-02-16 23:01:54,,True,admin
MB000920,True,2025-02-16 23:05:38,,True,admin
MB000921,True,2025-02-16 23:07:31,,True,admin
MB000922,True,2025-02-16 23:07:35,,True,admin
MB000924,True,2025-02-16 23:11:33,,True,admin
MB000925,True,2025-02-16 23:11:37,,True,admin
MB000926,True,2025-02-16 23:13:36,,True,admin
MB000927,True,2025-02-16 23:14:19,,True,admin
MB000928,True,2025-02-16 23:16:18,,True,admin
MB000929,True,2025-02-16 23:17:02,,True,admin
MB000930,True,2025-02-16 23:17:59,,True,admin
MB000931,True,2025-02-16 23:19:41,,True,admin
MB000932,True,2025-02-16 23:24:53,,True,admin
MB000933,True,2025-02-16 23:28:21,,True,admin
MB000934,True,2025-02-16 23:30:48,,True,admin
MB000935,True,2025-02-16 23:32:38,,True,admin
MB000937,True,2025-02-16 23:36:28,,True,admin
MB000938,True,2025-02-17 15:16:36,,True,admin
MB000939,True,2025-02-17 15:26:05,,True,admin
MB000940,True,2025-02-17 15:28:31,,True,admin
MB000941,True,2025-02-17 15:30:42,,True,admin
MB000942,True,2025-02-17 15:32:25,,True,admin
MB000944,True,2025-02-17 15:36:16,,True,admin
MB000946,True,2025-02-17 15:41:47,,True,admin
MB000947,True,2025-02-17 15:45:46,,True,admin
MB000948,True,2025-02-18 12:54:47,,True,admin
MB000949,True,2025-02-18 12:56:46,,True,admin
MB000950,True,2025-02-18 13:05:30,,True,admin
MB000951,True,2025-02-18 13:15:55,,True,admin
MB000952,True,2025-02-18 13:18:05,,True,admin
MB000953,True,2025-02-18 13:20:23,,True,admin
MB000955,True,2025-02-18 13:32:13,,True,admin
MB000956,True,2025-02-18 13:33:25,,True,admin
MB000957,True,2025-02-18 13:33:48,,True,admin
MB000958,True,2025-02-18 13:33:58,,True,admin
MB000959,True,2025-02-18 13:35:20,,True,admin
MB000960,True,2025-02-18 13:36:11,,True,admin
MB000961,True,2025-02-18 13:36:21,,True,admin
MB000962,True,2025-02-18 13:37:37,,True,admin
MB000963,True,2025-02-18 13:46:02,,True,admin
MB000964,True,2025-02-18 13:50:10,,True,admin
MB000965,True,2025-02-18 13:57:23,,True,admin
MB000966,True,2025-02-18 14:04:17,,True,admin
MB000967,True,2025-02-18 14:06:50,,True,admin
MB000968,True,2025-02-18 14:26:08,,True,admin
MB000969,True,2025-02-18 14:56:45,,True,admin
MB000970,True,2025-02-18 15:02:57,,True,admin
MB000971,True,2025-02-18 15:07:07,,True,admin
MB000972,True,2025-02-18 15:07:25,,True,admin
MB000973,True,2025-02-18 15:08:05,,True,admin
MB000974,True,2025-02-18 15:09:34,,True,admin
MB000975,True,2025-02-18 15:51:38,,True,admin
MB000977,True,2025-02-18 19:13:12,,True,admin
MB000978,True,2025-02-18 19:16:15,,True,admin
MB000979,True,2025-02-18 19:49:42,,True,admin
MB000980,True,2025-02-18 20:25:53,,True,admin
MB000981,True,2025-02-18 20:34:49,,True,admin
MB000982,True,2025-02-18 20:48:07,,True,admin
MB000983,True,2025-02-18 20:50:31,,True,admin
MB000984,True,2025-02-18 20:53:52,,True,admin
MB000985,True,2025-02-18 21:04:53,,True,admin
MB000986,True,2025-02-18 22:37:54,,True,admin
MB000987,True,2025-02-19 14:20:19,,True,admin
MB000988,True,2025-02-19 21:36:11,,True,admin
MB000989,True,2025-02-19 21:50:57,,True,admin
MB000990,True,2025-02-19 21:56:53,,True,admin
MB000991,True,2025-02-19 21:57:54,,True,admin
MB000992,True,2025-02-19 21:59:16,,True,admin
MB000993,True,2025-02-19 21:59:56,,True,admin
MB000994,True,2025-02-19 22:00:04,,True,admin
MB000995,True,2025-02-19 22:02:28,,True,admin
MB000996,True,2025-02-19 22:04:12,,True,admin
MB000997,True,2025-02-19 22:07:07,,True,admin
MB000998,True,2025-02-19 22:08:11,,True,admin
MB000999,True,2025-02-19 22:10:16,,True,admin
MB001000,True,2025-02-19 22:11:08,,True,admin
MB001001,True,2025-02-19 22:11:23,,True,admin
MB001002,True,2025-02-19 22:12:53,,True,admin
MB001003,True,2025-02-19 22:14:04,,True,admin
MB001004,True,2025-02-19 22:14:15,,True,admin
MB001005,True,2025-02-19 22:15:52,,True,admin
MB001006,True,2025-02-19 22:16:32,,True,admin
MB001007,True,2025-02-19 22:16:52,,True,admin
MB001008,True,2025-02-19 22:18:40,,True,admin
MB001009,True,2025-02-19 22:19:09,,True,admin
MB001010,True,2025-02-19 22:19:33,,True,admin
MB001011,True,2025-02-19 22:21:12,,True,admin
MB001012,True,2025-02-19 22:23:46,,True,admin
MB001013,True,2025-02-19 22:25:05,,True,admin
MB001014,True,2025-02-19 22:31:35,,True,admin
MB001015,True,2025-02-19 22:33:39,,True,admin
MB001016,True,2025-02-19 22:33:43,,True,admin
MB001017,True,2025-02-19 22:35:34,,True,admin
MB001018,True,2025-02-19 22:37:26,,True,admin
MB001019,True,2025-02-19 22:41:03,,True,admin
MB001020,True,2025-02-19 22:45:33,,True,admin
MB001021,True,2025-02-19 23:01:19,,True,admin
MB001022,True,2025-02-19 23:03:08,,True,admin
MB001023,True,2025-02-19 23:05:39,,True,admin
MB001024,True,2025-02-19 23:07:03,,True,admin
MB001025,True,2025-02-19 23:08:18,,True,admin
MB001026,True,2025-02-19 23:09:59,,True,admin
MB001027,True,2025-02-20 00:02:24,,True,admin
MB001028,True,2025-02-20 00:04:51,,True,admin
MB001029,True,2025-02-20 00:07:28,,True,admin
MB001030,True,2025-02-20 00:09:17,,True,admin
MB001031,True,2025-02-20 00:11:13,,True,admin
MB001032,True,2025-02-20 00:12:35,,True,admin
MB001033,True,2025-02-20 00:13:57,,True,admin
MB001034,True,2025-02-20 14:52:59,,True,admin
MB001035,False,2025-02-20 14:52:59,,True,admin
MB001036,True,2025-02-20 14:55:11,,True,admin
MB001037,False,2025-02-20 14:55:11,,True,admin
MB001038,True,2025-02-20 15:06:12,,True,admin
MB001039,True,2025-02-20 15:09:37,,True,admin
MB001040,True,2025-02-20 17:55:52,,True,admin
MB001041,True,2025-02-20 20:47:40,,True,admin
MB001042,True,2025-02-21 16:40:14,,True,admin
MB001043,True,2025-02-21 16:43:02,,True,admin
MB001044,True,2025-02-21 17:44:07,,True,admin
MB001046,True,2025-02-21 18:26:27,,True,admin
MB001048,True,2025-02-21 21:17:31,,True,admin
MB001049,True,2025-02-21 21:18:34,,True,admin
MB001051,True,2025-02-21 21:58:35,,True,admin
MB001052,True,2025-02-21 22:03:18,,True,admin
MB001053,True,2025-02-21 22:04:16,,True,admin
MB001054,True,2025-02-21 22:07:23,,True,admin
MB001055,True,2025-02-21 22:38:31,,True,admin
MB001056,True,2025-02-21 22:59:56,,True,admin
MB001057,True,2025-02-21 23:16:04,,True,admin
MB001058,True,2025-02-22 04:10:28,,True,admin
MB001059,True,2025-02-22 10:48:20,,True,admin
MB001060,True,2025-02-22 13:51:34,,True,admin
MB001061,True,2025-02-22 15:20:19,,True,admin
MB001062,True,2025-02-22 15:35:27,,True,admin
MB001063,True,2025-02-22 15:41:13,,True,admin
MB001064,True,2025-02-22 15:42:22,,True,admin
MB001065,True,2025-02-22 15:43:08,,True,admin
MB001066,True,2025-02-22 15:46:24,,True,admin
MB001067,True,2025-02-22 15:48:24,,True,admin
MB001068,True,2025-02-22 15:48:24,,True,admin
MB001069,True,2025-02-22 15:50:05,,True,admin
MB001070,True,2025-02-22 15:52:51,,True,admin
MB001071,True,2025-02-22 15:57:48,,True,admin
MB001072,True,2025-02-22 15:59:19,,True,admin
MB001073,True,2025-02-22 16:03:07,,True,admin
MB001074,True,2025-02-22 16:04:46,,True,admin
MB001075,True,2025-02-22 16:05:54,,True,admin
MB001076,True,2025-02-22 16:06:03,,True,admin
MB001077,True,2025-02-22 16:07:38,,True,admin
MB001078,True,2025-02-22 16:13:12,,True,admin
MB001079,True,2025-02-22 16:31:54,,True,admin
MB001080,True,2025-02-22 16:33:18,,True,admin
MB001081,True,2025-02-22 16:34:28,,True,admin
MB001082,True,2025-02-22 16:42:54,,True,admin
MB001083,True,2025-02-22 17:01:30,,True,admin
MB001084,True,2025-02-22 17:03:50,,True,admin
MB001085,True,2025-02-22 17:09:38,,True,admin
MB001086,True,2025-02-22 17:11:01,,True,admin
MB001087,True,2025-02-22 17:16:12,,True,admin
MB001088,True,2025-02-22 17:18:50,,True,admin
MB001089,True,2025-02-22 17:20:18,,True,admin
MB001090,True,2025-02-22 17:28:46,,True,admin
MB001091,True,2025-02-22 17:31:07,,True,admin
MB001092,True,2025-02-22 17:33:53,,True,admin
MB001093,True,2025-02-22 17:57:51,,True,admin
MB001094,True,2025-02-22 18:02:15,,True,admin
MB001095,True,2025-02-22 18:04:24,,True,admin
MB001096,True,2025-02-22 18:12:15,,True,admin
MB001097,True,2025-02-22 18:35:37,,True,admin
MB001098,True,2025-02-22 18:37:17,,True,admin
MB001099,True,2025-02-22 18:39:51,,True,admin
MB001100,True,2025-02-22 18:57:26,,True,admin
MB001101,True,2025-02-22 20:17:24,,True,admin
MB001102,True,2025-02-22 20:44:35,,True,admin
MB001103,True,2025-02-22 21:21:29,,True,admin
MB001104,True,2025-02-22 22:02:30,,True,admin
MB001105,True,2025-02-22 22:09:13,,True,admin
MB001106,True,2025-02-22 22:10:51,,True,admin
MB001107,True,2025-02-22 22:15:09,,True,admin
MB001108,True,2025-02-22 22:57:47,,True,admin
MB001109,True,2025-02-22 23:45:55,,True,admin
MB001110,True,2025-02-22 23:57:41,,True,admin
MB001111,True,2025-02-23 09:41:48,,True,admin
MB001112,True,2025-02-23 10:49:17,,True,admin
MB001113,True,2025-02-23 11:22:23,,True,admin
MB001114,True,2025-02-23 13:00:39,,True,admin
MB001115,True,2025-02-23 14:43:51,,True,admin
MB001116,True,2025-02-23 14:49:10,,True,admin
MB001117,True,2025-02-23 14:49:46,,True,admin
MB001118,True,2025-02-23 14:51:06,,True,admin
MB001120,True,2025-02-23 14:55:49,,True,admin
MB001121,True,2025-02-23 14:58:17,,True,admin
MB001122,True,2025-02-23 15:06:49,,True,admin
MB001123,True,2025-02-23 15:12:18,,True,admin
MB001124,True,2025-02-23 15:17:00,,True,admin
MB001125,True,2025-02-23 15:19:50,,True,admin
MB001126,True,2025-02-23 15:23:37,,True,admin
MB001127,True,2025-02-23 15:25:04,,True,admin
MB001128,True,2025-02-23 16:08:48,,True,admin
MB001129,True,2025-02-23 16:47:25,,True,admin
MB001130,True,2025-02-23 16:48:07,,True,admin
MB001133,True,2025-02-23 16:50:44,,True,admin
MB001134,True,2025-02-23 16:51:55,,True,admin
MB001135,True,2025-02-23 16:52:11,,True,admin
MB001136,True,2025-02-23 16:54:06,,True,admin
MB001137,True,2025-02-23 16:54:10,,True,admin
MB001138,True,2025-02-23 17:01:28,,True,admin
MB001139,True,2025-02-23 17:07:15,,True,admin
MB001140,True,2025-02-23 17:08:27,,True,admin
MB001141,True,2025-02-23 17:12:12,,True,admin
MB001143,True,2025-02-23 19:23:16,,True,admin
MB001144,True,2025-02-23 19:25:01,,True,admin
MB001145,True,2025-02-23 19:27:20,,True,admin
MB001146,True,2025-02-23 19:27:22,,True,admin
MB001147,True,2025-02-23 19:27:46,,True,admin
MB001148,True,2025-02-23 19:27:54,,True,admin
MB001149,True,2025-02-23 19:29:26,,True,admin
MB001150,True,2025-02-23 19:29:31,,True,admin
MB001151,False,2025-02-23 19:29:31,,True,admin
MB001152,True,2025-02-23 19:30:23,,True,admin
MB001153,True,2025-02-23 19:30:44,,True,admin
MB001155,True,2025-02-23 19:37:14,,True,admin
MB001156,True,2025-02-23 19:42:54,,True,admin
MB001157,True,2025-02-23 19:44:22,,True,admin
MB001158,True,2025-02-23 19:48:35,,True,admin
MB001159,True,2025-02-23 20:07:22,,True,admin
MB001160,True,2025-02-23 20:08:59,,True,admin
MB001161,True,2025-02-23 20:10:50,,True,admin
MB001162,True,2025-02-23 20:21:29,,True,admin
MB001163,True,2025-02-23 20:23:57,,True,admin
MB001164,True,2025-02-23 20:31:32,,True,admin
MB001165,True,2025-02-23 20:37:15,,True,admin
MB001166,True,2025-02-23 20:38:52,,True,admin
MB001167,True,2025-02-23 21:25:41,,True,admin
MB001168,True,2025-02-23 21:33:02,,True,admin
MB001169,True,2025-02-23 21:39:02,,True,admin
MB001170,True,2025-02-23 22:46:56,,True,admin
MB001171,True,2025-02-23 22:47:43,,True,admin
MB001172,True,2025-02-23 23:17:52,,True,admin
MB001173,True,2025-02-23 23:21:10,,True,admin
MB001174,True,2025-02-23 23:23:27,,True,admin
MB001175,True,2025-02-24 06:35:03,,True,admin
MB001176,True,2025-02-24 07:13:32,,True,admin
MB001177,True,2025-02-24 10:19:23,,True,admin
MB001178,True,2025-02-24 11:15:23,,True,admin
MB001179,True,2025-02-24 14:22:58,,True,admin
MB001180,True,2025-02-24 14:53:59,,True,admin
MB001181,True,2025-02-24 15:10:53,,True,admin
MB001182,True,2025-02-24 15:22:28,,True,admin
MB001183,True,2025-02-24 15:35:46,,True,admin
MB001184,True,2025-02-24 15:51:36,,True,admin
MB001185,True,2025-02-24 17:58:10,,True,admin
MB001186,True,2025-02-24 18:57:34,,True,admin
MB001187,True,2025-02-24 19:28:12,,True,admin
MB001188,True,2025-02-24 20:50:30,,True,admin
MB001189,True,2025-02-24 21:06:24,,True,admin
MB001191,True,2025-02-24 21:13:28,,True,admin
MB001192,True,2025-02-24 21:14:37,,True,admin
MB001193,True,2025-02-24 21:15:22,,True,admin
MB001194,True,2025-02-24 21:36:34,,True,admin
MB001195,True,2025-02-24 23:51:46,,True,admin
MB001196,True,2025-02-25 00:56:23,,True,admin
MB001197,True,2025-02-25 10:20:48,,True,admin
MB001198,True,2025-02-25 16:37:19,,True,admin
MB001199,True,2025-02-25 16:38:45,,True,admin
MB001200,True,2025-02-25 16:40:35,,True,admin
MB001201,True,2025-02-25 17:25:36,,True,admin
MB001202,True,2025-02-25 17:28:01,,True,admin
MB001204,True,2025-02-25 21:24:17,,True,admin
MB001205,True,2025-02-25 21:27:02,,True,admin
MB001206,True,2025-02-25 21:29:01,,True,admin
MB001207,True,2025-02-25 22:51:43,,True,admin
MB001208,True,2025-02-26 14:00:52,,True,admin
MB001209,True,2025-02-26 14:45:08,,True,admin
MB001210,True,2025-02-26 22:27:22,,True,admin
MB001211,True,2025-02-27 00:16:10,,True,admin
MB001212,True,2025-02-27 01:09:45,,True,admin
MB001213,True,2025-02-27 12:33:59,,True,admin
MB001214,True,2025-02-27 14:19:35,,True,admin
