person_id,timestamp,youth_group_id,scd_active_from,scd_active_to,scd_currently_active_flag,scd_changed_by_user
782,2025-02-04 21:21:59,YG012,2025-02-04 21:21:59,,True,admin
783,2025-02-04 21:25:25,YG012,2025-02-04 21:25:25,,True,admin
784,2025-02-04 21:28:39,YG012,2025-02-04 21:28:39,,True,admin
785,2025-02-04 21:37:51,YG012,2025-02-04 21:37:51,,True,admin
786,2025-02-04 23:07:49,YG027,2025-02-04 23:07:49,,True,admin
787,2025-02-05 04:51:45,YG002,2025-02-05 04:51:45,,True,admin
788,2025-02-05 15:01:33,YG006,2025-02-05 15:01:33,,True,admin
789,2025-02-05 16:51:02,YG009,2025-02-05 16:51:02,,True,admin
790,2025-02-05 16:55:37,YG009,2025-02-05 16:55:37,,True,admin
791,2025-02-05 17:12:40,YG006,2025-02-05 17:12:40,,True,admin
792,2025-02-05 18:37:38,YG012,2025-02-05 18:37:38,,True,admin
793,2025-02-05 18:58:56,YG011,2025-02-05 18:58:56,,True,admin
794,2025-02-05 22:00:22,YG002,2025-02-05 22:00:22,,True,admin
795,2025-02-05 22:10:00,YG002,2025-02-05 22:10:00,,True,admin
796,2025-02-05 22:11:19,YG002,2025-02-05 22:11:19,,True,admin
797,2025-02-05 22:34:48,YG012,2025-02-05 22:34:48,,True,admin
798,2025-02-05 22:48:37,YG002,2025-02-05 22:48:37,,True,admin
799,2025-02-05 23:04:01,YG012,2025-02-05 23:04:01,,True,admin
800,2025-02-05 23:22:43,YG012,2025-02-05 23:22:43,,True,admin
801,2025-02-06 01:42:19,YG002,2025-02-06 01:42:19,,True,admin
802,2025-02-06 10:29:22,YG005,2025-02-06 10:29:22,,True,admin
803,2025-02-06 10:42:07,YG005,2025-02-06 10:42:07,,True,admin
804,2025-02-06 10:45:40,YG005,2025-02-06 10:45:40,,True,admin
805,2025-02-06 13:23:06,YG002,2025-02-06 13:23:06,,True,admin
806,2025-02-06 14:56:04,YG002,2025-02-06 14:56:04,,True,admin
807,2025-02-06 15:04:46,YG006,2025-02-06 15:04:46,,True,admin
808,2025-02-06 18:11:08,YG022,2025-02-06 18:11:08,,True,admin
809,2025-02-06 18:41:19,YG002,2025-02-06 18:41:19,,True,admin
810,2025-02-06 22:36:14,YG012,2025-02-06 22:36:14,,True,admin
811,2025-02-07 12:08:32,YG012,2025-02-07 12:08:32,,True,admin
812,2025-02-07 13:24:51,YG002,2025-02-07 13:24:51,,True,admin
813,2025-02-07 13:33:34,YG024,2025-02-07 13:33:34,,True,admin
814,2025-02-07 13:35:18,YG024,2025-02-07 13:35:18,,True,admin
815,2025-02-07 14:23:28,YG006,2025-02-07 14:23:28,,True,admin
816,2025-02-07 15:10:05,YG012,2025-02-07 15:10:05,,True,admin
817,2025-02-07 17:56:30,YG012,2025-02-07 17:56:30,,True,admin
818,2025-02-07 17:58:05,YG012,2025-02-07 17:58:05,,True,admin
819,2025-02-07 19:36:04,YG023,2025-02-07 19:36:04,,True,admin
820,2025-02-08 19:25:28,YG006,2025-02-08 19:25:28,,True,admin
821,2025-02-08 20:39:02,YG011,2025-02-08 20:39:02,,True,admin
822,2025-02-08 21:30:49,YG015,2025-02-08 21:30:49,,True,admin
823,2025-02-08 21:34:59,YG015,2025-02-08 21:34:59,,True,admin
824,2025-02-08 21:35:45,YG015,2025-02-08 21:35:45,,True,admin
825,2025-02-08 21:43:51,YG015,2025-02-08 21:43:51,,True,admin
826,2025-02-08 22:06:15,YG015,2025-02-08 22:06:15,,True,admin
827,2025-02-09 01:47:45,YG015,2025-02-09 01:47:45,,True,admin
828,2025-02-09 02:25:44,YG015,2025-02-09 02:25:44,,True,admin
829,2025-02-09 10:07:08,YG015,2025-02-09 10:07:08,,True,admin
830,2025-02-09 12:23:52,YG015,2025-02-09 12:23:52,,True,admin
831,2025-02-09 17:35:20,YG006,2025-02-09 17:35:20,,True,admin
832,2025-02-09 20:15:01,YG002,2025-02-09 20:15:01,,True,admin
833,2025-02-10 00:32:12,YG024,2025-02-10 00:32:12,,True,admin
834,2025-02-10 08:57:48,YG011,2025-02-10 08:57:48,,True,admin
835,2025-02-10 11:27:30,YG011,2025-02-10 11:27:30,,True,admin
836,2025-02-10 13:44:22,YG010,2025-02-10 13:44:22,,True,admin
837,2025-02-10 14:00:14,YG010,2025-02-10 14:00:14,,True,admin
838,2025-02-10 14:03:48,YG010,2025-02-10 14:03:48,,True,admin
839,2025-02-10 14:04:33,YG010,2025-02-10 14:04:33,,True,admin
840,2025-02-10 14:08:07,YG010,2025-02-10 14:08:07,,True,admin
841,2025-02-10 14:15:44,YG010,2025-02-10 14:15:44,,True,admin
842,2025-02-10 14:16:01,YG010,2025-02-10 14:16:01,,True,admin
843,2025-02-10 14:23:55,YG010,2025-02-10 14:23:55,,True,admin
844,2025-02-10 14:28:20,YG010,2025-02-10 14:28:20,,True,admin
845,2025-02-10 14:31:49,YG010,2025-02-10 14:31:49,,True,admin
846,2025-02-10 14:34:32,YG010,2025-02-10 14:34:32,,True,admin
847,2025-02-10 14:45:01,YG011,2025-02-10 14:45:01,,True,admin
848,2025-02-10 15:48:51,YG010,2025-02-10 15:48:51,,True,admin
849,2025-02-10 16:00:00,YG010,2025-02-10 16:00:00,,True,admin
850,2025-02-10 16:24:43,YG002,2025-02-10 16:24:43,,True,admin
851,2025-02-10 16:48:13,YG010,2025-02-10 16:48:13,,True,admin
852,2025-02-10 18:09:33,YG007,2025-02-10 18:09:33,,True,admin
853,2025-02-10 18:57:32,YG002,2025-02-10 18:57:32,,True,admin
854,2025-02-10 19:17:41,YG010,2025-02-10 19:17:41,,True,admin
855,2025-02-10 19:38:31,YG010,2025-02-10 19:38:31,,True,admin
856,2025-02-10 21:29:11,YG010,2025-02-10 21:29:11,,True,admin
857,2025-02-10 23:06:04,YG022,2025-02-10 23:06:04,,True,admin
858,2025-02-10 23:08:26,YG022,2025-02-10 23:08:26,,True,admin
859,2025-02-11 11:31:05,YG016,2025-02-11 11:31:05,,True,admin
859,2025-11-08 10:25:54,YG011,2025-11-08 10:25:54,,True,admin
860,2025-02-11 11:32:59,YG011,2025-02-11 11:32:59,,True,admin
861,2025-02-11 16:46:23,YG010,2025-02-11 16:46:23,,True,admin
862,2025-02-11 18:00:20,YG010,2025-02-11 18:00:20,,True,admin
863,2025-02-12 09:20:17,YG006,2025-02-12 09:20:17,,True,admin
864,2025-02-12 22:46:25,YG002,2025-02-12 22:46:25,,True,admin
865,2025-02-12 22:52:32,YG002,2025-02-12 22:52:32,,True,admin
866,2025-02-12 22:55:43,YG002,2025-02-12 22:55:43,,True,admin
867,2025-02-12 22:57:23,YG011,2025-02-12 22:57:23,,True,admin
868,2025-02-12 22:57:51,YG002,2025-02-12 22:57:51,,True,admin
869,2025-02-12 23:09:34,YG002,2025-02-12 23:09:34,,True,admin
870,2025-02-12 23:15:02,YG002,2025-02-12 23:15:02,,True,admin
871,2025-02-12 23:16:47,YG002,2025-02-12 23:16:47,,True,admin
872,2025-02-12 23:18:26,YG002,2025-02-12 23:18:26,,True,admin
873,2025-02-13 13:27:32,YG009,2025-02-13 13:27:32,,True,admin
874,2025-02-13 15:59:30,YG009,2025-02-13 15:59:30,,True,admin
875,2025-02-13 16:02:45,YG009,2025-02-13 16:02:45,,True,admin
876,2025-02-13 16:03:29,YG009,2025-02-13 16:03:29,,True,admin
877,2025-02-13 16:03:40,YG009,2025-02-13 16:03:40,,True,admin
878,2025-02-13 18:20:11,YG009,2025-02-13 18:20:11,,True,admin
879,2025-02-13 18:31:07,YG009,2025-02-13 18:31:07,,True,admin
880,2025-02-15 12:22:06,YG010,2025-02-15 12:22:06,,True,admin
881,2025-02-15 12:23:31,YG010,2025-02-15 12:23:31,,True,admin
882,2025-02-15 12:26:18,YG010,2025-02-15 12:26:18,,True,admin
883,2025-02-15 12:27:11,YG010,2025-02-15 12:27:11,,True,admin
884,2025-02-15 12:29:18,YG010,2025-02-15 12:29:18,,True,admin
885,2025-02-15 12:31:02,YG010,2025-02-15 12:31:02,,True,admin
886,2025-02-15 12:32:21,YG010,2025-02-15 12:32:21,,True,admin
887,2025-02-15 12:33:14,YG010,2025-02-15 12:33:14,,True,admin
888,2025-02-15 12:33:40,YG010,2025-02-15 12:33:40,,True,admin
889,2025-02-15 12:51:49,YG010,2025-02-15 12:51:49,,True,admin
890,2025-02-15 12:55:26,YG010,2025-02-15 12:55:26,,True,admin
891,2025-02-15 13:05:08,YG010,2025-02-15 13:05:08,,True,admin
892,2025-02-15 13:11:55,YG010,2025-02-15 13:11:55,,True,admin
893,2025-02-15 13:15:50,YG010,2025-02-15 13:15:50,,True,admin
894,2025-02-15 13:19:45,YG010,2025-02-15 13:19:45,,True,admin
895,2025-02-15 13:38:35,YG010,2025-02-15 13:38:35,,True,admin
896,2025-02-15 14:50:54,YG010,2025-02-15 14:50:54,,True,admin
897,2025-02-15 15:26:22,YG010,2025-02-15 15:26:22,,True,admin
898,2025-02-15 15:28:07,YG010,2025-02-15 15:28:07,,True,admin
899,2025-02-15 17:11:32,YG010,2025-02-15 17:11:32,,True,admin
900,2025-02-15 17:19:35,YG010,2025-02-15 17:19:35,,True,admin
901,2025-02-15 17:21:23,YG010,2025-02-15 17:21:23,,True,admin
902,2025-02-15 17:30:51,YG010,2025-02-15 17:30:51,,True,admin
903,2025-02-15 18:38:58,YG010,2025-02-15 18:38:58,,True,admin
904,2025-02-15 18:59:41,YG010,2025-02-15 18:59:41,,True,admin
905,2025-02-15 19:01:05,YG010,2025-02-15 19:01:05,,True,admin
906,2025-02-15 19:05:12,YG010,2025-02-15 19:05:12,,True,admin
907,2025-02-15 19:34:17,YG010,2025-02-15 19:34:17,,True,admin
908,2025-02-15 20:20:24,YG010,2025-02-15 20:20:24,,True,admin
909,2025-02-15 20:28:54,YG010,2025-02-15 20:28:54,,True,admin
910,2025-02-15 20:49:32,YG002,2025-02-15 20:49:32,,True,admin
911,2025-02-15 20:51:14,YG002,2025-02-15 20:51:14,,True,admin
912,2025-02-15 20:56:17,YG002,2025-02-15 20:56:17,,True,admin
913,2025-02-15 21:01:43,YG002,2025-02-15 21:01:43,,True,admin
914,2025-02-16 08:39:42,YG010,2025-02-16 08:39:42,,True,admin
915,2025-02-16 10:39:38,YG010,2025-02-16 10:39:38,,True,admin
916,2025-02-16 10:42:01,YG010,2025-02-16 10:42:01,,True,admin
917,2025-02-16 15:04:50,YG010,2025-02-16 15:04:50,,True,admin
918,2025-02-16 15:32:27,YG008,2025-02-16 15:32:27,,True,admin
919,2025-02-16 16:17:48,YG010,2025-02-16 16:17:48,,True,admin
920,2025-02-16 22:19:52,YG002,2025-02-16 22:19:52,,True,admin
921,2025-02-16 22:22:17,YG002,2025-02-16 22:22:17,,True,admin
922,2025-02-16 22:28:04,YG002,2025-02-16 22:28:04,,True,admin
923,2025-02-16 22:31:46,YG002,2025-02-16 22:31:46,,True,admin
924,2025-02-16 22:34:36,YG002,2025-02-16 22:34:36,,True,admin
925,2025-02-16 22:38:01,YG002,2025-02-16 22:38:01,,True,admin
926,2025-02-16 22:41:41,YG002,2025-02-16 22:41:41,,True,admin
927,2025-02-16 23:00:12,YG002,2025-02-16 23:00:12,,True,admin
928,2025-02-16 23:01:54,YG002,2025-02-16 23:01:54,,True,admin
929,2025-02-16 23:03:25,YG002,2025-02-16 23:03:25,,True,admin
930,2025-02-16 23:05:38,YG002,2025-02-16 23:05:38,,True,admin
931,2025-02-16 23:07:31,YG002,2025-02-16 23:07:31,,True,admin
932,2025-02-16 23:07:35,YG002,2025-02-16 23:07:35,,True,admin
933,2025-02-16 23:09:17,YG002,2025-02-16 23:09:17,,True,admin
934,2025-02-16 23:11:33,YG002,2025-02-16 23:11:33,,True,admin
935,2025-02-16 23:11:37,YG002,2025-02-16 23:11:37,,True,admin
936,2025-02-16 23:13:36,YG002,2025-02-16 23:13:36,,True,admin
937,2025-02-16 23:14:19,YG002,2025-02-16 23:14:19,,True,admin
938,2025-02-16 23:16:18,YG002,2025-02-16 23:16:18,,True,admin
939,2025-02-16 23:17:02,YG002,2025-02-16 23:17:02,,True,admin
940,2025-02-16 23:17:59,YG002,2025-02-16 23:17:59,,True,admin
941,2025-02-16 23:19:41,YG002,2025-02-16 23:19:41,,True,admin
942,2025-02-16 23:24:53,YG002,2025-02-16 23:24:53,,True,admin
943,2025-02-16 23:28:21,YG002,2025-02-16 23:28:21,,True,admin
944,2025-02-16 23:30:48,YG002,2025-02-16 23:30:48,,True,admin
945,2025-02-16 23:32:38,YG002,2025-02-16 23:32:38,,True,admin
946,2025-02-16 23:34:41,YG002,2025-02-16 23:34:41,,True,admin
947,2025-02-16 23:36:28,YG002,2025-02-16 23:36:28,,True,admin
948,2025-02-17 13:17:50,YG022,2025-02-17 13:17:50,,True,admin
949,2025-02-17 15:16:36,YG002,2025-02-17 15:16:36,,True,admin
950,2025-02-17 15:26:05,YG002,2025-02-17 15:26:05,,True,admin
951,2025-02-17 15:28:31,YG002,2025-02-17 15:28:31,,True,admin
952,2025-02-17 15:30:42,YG002,2025-02-17 15:30:42,,True,admin
953,2025-02-17 15:32:25,YG002,2025-02-17 15:32:25,,True,admin
954,2025-02-17 15:34:07,YG002,2025-02-17 15:34:07,,True,admin
955,2025-02-17 15:36:16,YG002,2025-02-17 15:36:16,,True,admin
956,2025-02-17 15:39:54,YG002,2025-02-17 15:39:54,,True,admin
957,2025-02-17 15:41:47,YG002,2025-02-17 15:41:47,,True,admin
958,2025-02-17 15:45:46,YG002,2025-02-17 15:45:46,,True,admin
959,2025-02-18 12:54:47,YG010,2025-02-18 12:54:47,,True,admin
960,2025-02-18 12:56:46,YG010,2025-02-18 12:56:46,,True,admin
961,2025-02-18 13:05:30,YG010,2025-02-18 13:05:30,,True,admin
962,2025-02-18 13:15:55,YG010,2025-02-18 13:15:55,,True,admin
963,2025-02-18 13:18:05,YG010,2025-02-18 13:18:05,,True,admin
964,2025-02-18 13:20:23,YG010,2025-02-18 13:20:23,,True,admin
965,2025-02-18 13:29:59,YG011,2025-02-18 13:29:59,,True,admin
966,2025-02-18 13:31:59,YG010,2025-02-18 13:31:59,,True,admin
967,2025-02-18 13:32:13,YG010,2025-02-18 13:32:13,,True,admin
968,2025-02-18 13:33:25,YG010,2025-02-18 13:33:25,,True,admin
969,2025-02-18 13:33:48,YG010,2025-02-18 13:33:48,,True,admin
970,2025-02-18 13:33:58,YG010,2025-02-18 13:33:58,,True,admin
971,2025-02-18 13:35:20,YG010,2025-02-18 13:35:20,,True,admin
972,2025-02-18 13:36:11,YG010,2025-02-18 13:36:11,,True,admin
973,2025-02-18 13:36:21,YG010,2025-02-18 13:36:21,,True,admin
974,2025-02-18 13:37:37,YG010,2025-02-18 13:37:37,,True,admin
975,2025-02-18 13:46:02,YG010,2025-02-18 13:46:02,,True,admin
976,2025-02-18 13:50:10,YG010,2025-02-18 13:50:10,,True,admin
977,2025-02-18 13:57:23,YG010,2025-02-18 13:57:23,,True,admin
978,2025-02-18 14:04:17,YG010,2025-02-18 14:04:17,,True,admin
979,2025-02-18 14:06:50,YG010,2025-02-18 14:06:50,,True,admin
980,2025-02-18 14:26:08,YG010,2025-02-18 14:26:08,,True,admin
981,2025-02-18 14:56:45,YG010,2025-02-18 14:56:45,,True,admin
982,2025-02-18 15:02:57,YG010,2025-02-18 15:02:57,,True,admin
983,2025-02-18 15:07:07,YG010,2025-02-18 15:07:07,,True,admin
984,2025-02-18 15:07:25,YG010,2025-02-18 15:07:25,,True,admin
985,2025-02-18 15:08:05,YG010,2025-02-18 15:08:05,,True,admin
986,2025-02-18 15:09:34,YG010,2025-02-18 15:09:34,,True,admin
987,2025-02-18 15:51:38,YG010,2025-02-18 15:51:38,,True,admin
988,2025-02-18 18:08:19,YG010,2025-02-18 18:08:19,,True,admin
989,2025-02-18 19:13:12,YG010,2025-02-18 19:13:12,,True,admin
990,2025-02-18 19:16:15,YG010,2025-02-18 19:16:15,,True,admin
991,2025-02-18 19:49:42,YG010,2025-02-18 19:49:42,,True,admin
992,2025-02-18 20:25:53,YG010,2025-02-18 20:25:53,,True,admin
993,2025-02-18 20:34:49,YG002,2025-02-18 20:34:49,,True,admin
994,2025-02-18 20:48:07,YG010,2025-02-18 20:48:07,,True,admin
995,2025-02-18 20:50:31,YG010,2025-02-18 20:50:31,,True,admin
996,2025-02-18 20:53:52,YG010,2025-02-18 20:53:52,,True,admin
997,2025-02-18 21:04:53,YG002,2025-02-18 21:04:53,,True,admin
998,2025-02-18 22:37:54,YG010,2025-02-18 22:37:54,,True,admin
999,2025-02-19 14:20:19,YG003,2025-02-19 14:20:19,,True,admin
1000,2025-02-19 21:36:11,YG002,2025-02-19 21:36:11,,True,admin
1001,2025-02-19 21:50:57,YG002,2025-02-19 21:50:57,,True,admin
1002,2025-02-19 21:56:53,YG002,2025-02-19 21:56:53,,True,admin
1003,2025-02-19 21:57:54,YG002,2025-02-19 21:57:54,,True,admin
1004,2025-02-19 21:59:16,YG002,2025-02-19 21:59:16,,True,admin
1005,2025-02-19 21:59:56,YG002,2025-02-19 21:59:56,,True,admin
1006,2025-02-19 22:00:04,YG002,2025-02-19 22:00:04,,True,admin
1007,2025-02-19 22:02:28,YG002,2025-02-19 22:02:28,,True,admin
1008,2025-02-19 22:04:12,YG002,2025-02-19 22:04:12,,True,admin
1009,2025-02-19 22:07:07,YG002,2025-02-19 22:07:07,,True,admin
1010,2025-02-19 22:08:11,YG002,2025-02-19 22:08:11,,True,admin
1011,2025-02-19 22:10:16,YG002,2025-02-19 22:10:16,,True,admin
1012,2025-02-19 22:11:08,YG002,2025-02-19 22:11:08,,True,admin
1013,2025-02-19 22:11:23,YG002,2025-02-19 22:11:23,,True,admin
1014,2025-02-19 22:12:53,YG002,2025-02-19 22:12:53,,True,admin
1015,2025-02-19 22:14:04,YG002,2025-02-19 22:14:04,,True,admin
1016,2025-02-19 22:14:15,YG002,2025-02-19 22:14:15,,True,admin
1017,2025-02-19 22:15:52,YG002,2025-02-19 22:15:52,,True,admin
1018,2025-02-19 22:16:32,YG002,2025-02-19 22:16:32,,True,admin
1019,2025-02-19 22:16:52,YG002,2025-02-19 22:16:52,,True,admin
1020,2025-02-19 22:18:40,YG002,2025-02-19 22:18:40,,True,admin
1021,2025-02-19 22:19:09,YG002,2025-02-19 22:19:09,,True,admin
1022,2025-02-19 22:19:33,YG002,2025-02-19 22:19:33,,True,admin
1023,2025-02-19 22:21:12,YG002,2025-02-19 22:21:12,,True,admin
1024,2025-02-19 22:23:46,YG002,2025-02-19 22:23:46,,True,admin
1025,2025-02-19 22:25:05,YG002,2025-02-19 22:25:05,,True,admin
1026,2025-02-19 22:31:35,YG002,2025-02-19 22:31:35,,True,admin
1027,2025-02-19 22:33:39,YG002,2025-02-19 22:33:39,,True,admin
1028,2025-02-19 22:33:43,YG002,2025-02-19 22:33:43,,True,admin
1029,2025-02-19 22:35:34,YG002,2025-02-19 22:35:34,,True,admin
1030,2025-02-19 22:37:26,YG002,2025-02-19 22:37:26,,True,admin
1031,2025-02-19 22:41:03,YG002,2025-02-19 22:41:03,,True,admin
1032,2025-02-19 22:45:33,YG002,2025-02-19 22:45:33,,True,admin
1033,2025-02-19 23:01:19,YG002,2025-02-19 23:01:19,,True,admin
1034,2025-02-19 23:03:08,YG002,2025-02-19 23:03:08,,True,admin
1035,2025-02-19 23:05:39,YG002,2025-02-19 23:05:39,,True,admin
1036,2025-02-19 23:07:03,YG002,2025-02-19 23:07:03,,True,admin
1037,2025-02-19 23:08:18,YG002,2025-02-19 23:08:18,,True,admin
1038,2025-02-19 23:09:59,YG002,2025-02-19 23:09:59,,True,admin
1039,2025-02-20 00:02:24,YG002,2025-02-20 00:02:24,,True,admin
1040,2025-02-20 00:04:51,YG002,2025-02-20 00:04:51,,True,admin
1041,2025-02-20 00:07:28,YG002,2025-02-20 00:07:28,,True,admin
1042,2025-02-20 00:09:17,YG002,2025-02-20 00:09:17,,True,admin
1043,2025-02-20 00:11:13,YG002,2025-02-20 00:11:13,,True,admin
1044,2025-02-20 00:12:35,YG002,2025-02-20 00:12:35,,True,admin
1045,2025-02-20 00:13:57,YG002,2025-02-20 00:13:57,,True,admin
1046,2025-02-20 14:52:59,YG010,2025-02-20 14:52:59,,True,admin
1047,2025-02-20 14:55:11,YG010,2025-02-20 14:55:11,,True,admin
1048,2025-02-20 15:06:12,YG010,2025-02-20 15:06:12,,True,admin
1049,2025-02-20 15:09:37,YG010,2025-02-20 15:09:37,,True,admin
1050,2025-02-20 16:54:29,YG023,2025-02-20 16:54:29,,True,admin
1051,2025-02-20 17:55:52,YG010,2025-02-20 17:55:52,,True,admin
1052,2025-02-20 20:47:40,YG028,2025-02-20 20:47:40,,True,admin
1053,2025-02-21 16:40:14,YG011,2025-02-21 16:40:14,,True,admin
1054,2025-02-21 16:43:02,YG005,2025-02-21 16:43:02,,True,admin
1055,2025-02-21 17:44:07,YG011,2025-02-21 17:44:07,,True,admin
1056,2025-02-21 17:47:04,YG005,2025-02-21 17:47:04,,True,admin
1057,2025-02-21 18:26:27,YG011,2025-02-21 18:26:27,,True,admin
1058,2025-02-21 20:59:58,YG005,2025-02-21 20:59:58,,True,admin
1059,2025-02-21 21:17:31,YG005,2025-02-21 21:17:31,,True,admin
1060,2025-02-21 21:18:34,YG005,2025-02-21 21:18:34,,True,admin
1061,2025-02-21 21:32:01,YG005,2025-02-21 21:32:01,,True,admin
1062,2025-02-21 21:58:35,YG011,2025-02-21 21:58:35,,True,admin
1063,2025-02-21 22:03:18,YG011,2025-02-21 22:03:18,,True,admin
1064,2025-02-21 22:04:16,YG005,2025-02-21 22:04:16,,True,admin
1065,2025-02-21 22:07:23,YG005,2025-02-21 22:07:23,,True,admin
1066,2025-02-21 22:38:31,YG011,2025-02-21 22:38:31,,True,admin
1067,2025-02-21 22:59:56,YG005,2025-02-21 22:59:56,,True,admin
1068,2025-02-21 23:16:04,YG011,2025-02-21 23:16:04,,True,admin
1069,2025-02-22 04:10:28,YG011,2025-02-22 04:10:28,,True,admin
1070,2025-02-22 10:48:20,YG005,2025-02-22 10:48:20,,True,admin
1071,2025-02-22 13:51:34,YG011,2025-02-22 13:51:34,,True,admin
1072,2025-02-22 15:20:19,YG011,2025-02-22 15:20:19,,True,admin
1073,2025-02-22 15:35:27,YG027,2025-02-22 15:35:27,,True,admin
1074,2025-02-22 15:41:13,YG005,2025-02-22 15:41:13,,True,admin
1075,2025-02-22 15:42:22,YG027,2025-02-22 15:42:22,,True,admin
1076,2025-02-22 15:43:08,YG027,2025-02-22 15:43:08,,True,admin
1077,2025-02-22 15:46:24,YG027,2025-02-22 15:46:24,,True,admin
1078,2025-02-22 15:48:24,YG027,2025-02-22 15:48:24,,True,admin
1079,2025-02-22 15:48:24,YG027,2025-02-22 15:48:24,,True,admin
1080,2025-02-22 15:50:05,YG027,2025-02-22 15:50:05,,True,admin
1081,2025-02-22 15:52:51,YG027,2025-02-22 15:52:51,,True,admin
1082,2025-02-22 15:57:48,YG027,2025-02-22 15:57:48,,True,admin
1083,2025-02-22 15:59:19,YG027,2025-02-22 15:59:19,,True,admin
1084,2025-02-22 16:03:07,YG027,2025-02-22 16:03:07,,True,admin
1084,2025-03-30 12:49:24,YG020,2025-03-30 12:49:24,,True,admin
1085,2025-02-22 16:04:46,YG027,2025-02-22 16:04:46,,True,admin
1085,2025-03-30 12:51:31,YG020,2025-03-30 12:51:31,,True,admin
1086,2025-02-22 16:05:54,YG027,2025-02-22 16:05:54,,True,admin
1087,2025-02-22 16:06:03,YG027,2025-02-22 16:06:03,,True,admin
1088,2025-02-22 16:07:38,YG027,2025-02-22 16:07:38,,True,admin
1089,2025-02-22 16:13:12,YG027,2025-02-22 16:13:12,,True,admin
1090,2025-02-22 16:31:54,YG027,2025-02-22 16:31:54,,True,admin
1091,2025-02-22 16:33:18,YG027,2025-02-22 16:33:18,,True,admin
1092,2025-02-22 16:34:28,YG027,2025-02-22 16:34:28,,True,admin
1093,2025-02-22 16:42:54,YG027,2025-02-22 16:42:54,,True,admin
1094,2025-02-22 17:01:30,YG027,2025-02-22 17:01:30,,True,admin
1095,2025-02-22 17:03:50,YG027,2025-02-22 17:03:50,,True,admin
1096,2025-02-22 17:09:38,YG027,2025-02-22 17:09:38,,True,admin
1097,2025-02-22 17:11:01,YG027,2025-02-22 17:11:01,,True,admin
1098,2025-02-22 17:16:12,YG027,2025-02-22 17:16:12,,True,admin
1099,2025-02-22 17:18:50,YG027,2025-02-22 17:18:50,,True,admin
1100,2025-02-22 17:20:18,YG027,2025-02-22 17:20:18,,True,admin
1101,2025-02-22 17:28:46,YG027,2025-02-22 17:28:46,,True,admin
1102,2025-02-22 17:31:07,YG027,2025-02-22 17:31:07,,True,admin
1103,2025-02-22 17:33:53,YG027,2025-02-22 17:33:53,,True,admin
1104,2025-02-22 17:57:51,YG027,2025-02-22 17:57:51,,True,admin
1105,2025-02-22 18:02:15,YG005,2025-02-22 18:02:15,,True,admin
1106,2025-02-22 18:04:24,YG027,2025-02-22 18:04:24,,True,admin
1107,2025-02-22 18:12:15,YG027,2025-02-22 18:12:15,,True,admin
1108,2025-02-22 18:35:37,YG027,2025-02-22 18:35:37,,True,admin
1109,2025-02-22 18:37:17,YG027,2025-02-22 18:37:17,,True,admin
1110,2025-02-22 18:39:51,YG027,2025-02-22 18:39:51,,True,admin
1111,2025-02-22 18:57:26,YG011,2025-02-22 18:57:26,,True,admin
1112,2025-02-22 20:17:24,YG027,2025-02-22 20:17:24,,True,admin
1113,2025-02-22 20:44:35,YG005,2025-02-22 20:44:35,,True,admin
1114,2025-02-22 21:21:29,YG005,2025-02-22 21:21:29,,True,admin
1115,2025-02-22 22:02:30,YG002,2025-02-22 22:02:30,,True,admin
1116,2025-02-22 22:09:13,YG002,2025-02-22 22:09:13,,True,admin
1117,2025-02-22 22:10:51,YG002,2025-02-22 22:10:51,,True,admin
1118,2025-02-22 22:15:09,YG002,2025-02-22 22:15:09,,True,admin
1119,2025-02-22 22:57:47,YG002,2025-02-22 22:57:47,,True,admin
1120,2025-02-22 23:45:55,YG002,2025-02-22 23:45:55,,True,admin
1121,2025-02-22 23:57:41,YG005,2025-02-22 23:57:41,,True,admin
1122,2025-02-23 09:41:48,YG027,2025-02-23 09:41:48,,True,admin
1123,2025-02-23 10:49:17,YG005,2025-02-23 10:49:17,,True,admin
1124,2025-02-23 11:22:23,YG002,2025-02-23 11:22:23,,True,admin
1125,2025-02-23 13:00:39,YG010,2025-02-23 13:00:39,,True,admin
1126,2025-02-23 14:17:18,YG006,2025-02-23 14:17:18,,True,admin
1127,2025-02-23 14:43:51,YG005,2025-02-23 14:43:51,,True,admin
1128,2025-02-23 14:49:10,YG012,2025-02-23 14:49:10,,True,admin
1129,2025-02-23 14:49:46,YG012,2025-02-23 14:49:46,,True,admin
1130,2025-02-23 14:51:06,YG005,2025-02-23 14:51:06,,True,admin
1131,2025-02-23 14:51:16,YG005,2025-02-23 14:51:16,,True,admin
1132,2025-02-23 14:55:49,YG012,2025-02-23 14:55:49,,True,admin
1133,2025-02-23 14:58:17,YG012,2025-02-23 14:58:17,,True,admin
1134,2025-02-23 15:06:49,YG012,2025-02-23 15:06:49,,True,admin
1135,2025-02-23 15:12:18,YG012,2025-02-23 15:12:18,,True,admin
1136,2025-02-23 15:17:00,YG005,2025-02-23 15:17:00,,True,admin
1137,2025-02-23 15:19:50,YG006,2025-02-23 15:19:50,,True,admin
1138,2025-02-23 15:23:37,YG006,2025-02-23 15:23:37,,True,admin
1139,2025-02-23 15:25:04,YG012,2025-02-23 15:25:04,,True,admin
1140,2025-02-23 16:08:48,YG005,2025-02-23 16:08:48,,True,admin
1141,2025-02-23 16:47:25,YG016,2025-02-23 16:47:25,,True,admin
