node_id,hull,scd_active_from,scd_active_to,scd_currently_active_flag,scd_changed_by_user
OTND00000223,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000224,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000224,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000225,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000225,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000226,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000226,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000227,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000227,لجنة الخدمة,2026-05-26 19:41:04,,True,admin
OTND00000228,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000228,لجنة العلاقات العامة,2026-05-26 19:41:04,,True,admin
OTND00000229,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000230,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000231,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000232,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000233,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000234,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000235,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000236,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000237,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000238,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000239,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000240,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000241,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000242,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000243,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000244,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000245,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000246,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000247,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000248,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000249,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000250,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000251,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000431,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000431,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000432,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000432,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000433,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000433,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000434,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000434,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000435,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000435,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000436,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000437,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000438,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000439,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000439,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000440,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000441,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000442,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000443,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000444,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000445,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000446,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000447,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000448,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000449,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000450,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000451,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000452,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000453,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000454,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000455,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000456,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000457,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000458,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000373,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000373,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000374,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000374,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000375,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000375,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000376,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000376,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000377,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000377,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000378,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000379,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000380,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000381,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000381,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000382,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000383,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000384,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000385,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000386,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000387,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000388,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000389,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000390,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000391,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000392,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000393,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000394,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000395,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000396,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000397,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000398,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000399,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000400,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000344,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000345,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000345,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000346,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000346,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000347,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000347,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000348,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000348,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000349,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000349,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000350,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000350,لجنة الخدمة,2026-05-26 19:41:04,,True,admin
OTND00000351,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000351,لجنة العلاقات العامة,2026-05-26 19:41:04,,True,admin
OTND00000352,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000353,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000354,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000355,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000356,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000357,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000358,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000359,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000360,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000361,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000362,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000363,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000364,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000365,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000366,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000367,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000368,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000369,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000370,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000371,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000372,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000313,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000314,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000314,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000315,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000315,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000316,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000316,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000317,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000317,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000318,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000318,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000319,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000319,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000320,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000320,لجنة الخدمة,2026-05-26 19:41:04,,True,admin
OTND00000321,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000321,لجنة العلاقات العامة,2026-05-26 19:41:04,,True,admin
OTND00000322,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000323,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000324,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000325,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000326,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000327,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000328,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000329,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000330,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000331,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000332,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000333,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000334,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000335,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000336,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000337,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000338,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000339,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000340,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000341,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000342,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000343,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000283,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000284,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000284,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000285,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000285,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000286,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000286,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000287,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000288,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000288,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000289,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000289,لجنة الخدمة,2026-05-26 19:41:04,,True,admin
OTND00000290,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000291,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000292,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000293,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000294,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000295,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000296,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000297,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000298,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000299,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000300,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000301,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000302,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000303,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000304,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000305,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000306,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000307,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000308,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000309,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000309,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000310,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000311,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000312,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000252,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000253,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000253,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000254,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000254,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000255,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000255,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000256,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000256,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000257,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000257,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000258,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000258,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000259,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000259,لجنة الخدمة,2026-05-26 19:41:04,,True,admin
OTND00000260,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000260,لجنة العلاقات العامة,2026-05-26 19:41:04,,True,admin
OTND00000261,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000262,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000263,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000264,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000265,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000266,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000267,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000268,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000269,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000270,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000271,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000272,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000273,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000274,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000275,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000276,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000277,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000278,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000279,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000280,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000281,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000282,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000459,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000460,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000461,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000462,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000462,مجلس فئة العاملة,2026-05-26 19:41:04,,True,admin
OTND00000463,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000463,مجلس فئة العاملة,2026-05-26 19:41:04,,True,admin
OTND00000464,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000465,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000465,مجلس فئة الجامعيّة,2026-05-26 19:41:04,,True,admin
OTND00000466,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000466,مجلس فئة الجامعيّة,2026-05-26 19:41:04,,True,admin
OTND00000467,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000467,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000468,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000468,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000469,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000469,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000470,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000470,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000471,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000471,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000472,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000472,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000473,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000473,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000474,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000474,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000475,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000475,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000476,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000476,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000477,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000477,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000478,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000478,لجنة الخدمة,2026-05-26 19:41:04,,True,admin
OTND00000479,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000479,لجنة الخدمة,2026-05-26 19:41:04,,True,admin
OTND00000480,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000480,لجنة الخدمة,2026-05-26 19:41:04,,True,admin
OTND00000481,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000482,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000483,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000483,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000484,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000484,مجلس فئة الثانوي,2026-05-26 19:41:04,,True,admin
OTND00000485,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000485,مجلس فئة الإعدادي,2026-05-26 19:41:04,,True,admin
OTND00000486,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000486,مجلس فئة البراعم,2026-05-26 19:41:04,,True,admin
OTND00000487,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000487,لجنة العلاقات العامة,2026-05-26 19:41:04,,True,admin
OTND00000488,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000488,اللجنة الإعلاميّة,2026-05-26 19:41:04,,True,admin
OTND00000489,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000490,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000491,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000492,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000492,لجنة العلاقات العامة,2026-05-26 19:41:04,,True,admin
OTND00000493,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000494,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000494,مجلس فئتيّ الجامعيّة والعاملة,2026-05-26 19:41:04,,True,admin
OTND00000495,مجلس الشبيبة,2026-05-26 19:41:04,,True,admin
OTND00000496,الأمانة العامة,2026-05-26 19:41:04,,True,admin
OTND00000497,الأمانة العامة,2026-05-26 19:41:04,,True,admin
OTND00000498,الأمانة العامة,2026-05-26 19:41:04,,True,admin
OTND00000498,لجنة تطوير شبيبات الشمال,2026-05-26 19:41:04,,True,admin
OTND00000499,الأمانة العامة,2026-05-26 19:41:04,,True,admin
OTND00000499,لجنة تطوير شبيبات الوسط,2026-05-26 19:41:04,,True,admin
OTND00000500,الأمانة العامة,2026-05-26 19:41:04,,True,admin
OTND00000500,لجنة تطوير شبيبات الوسط,2026-05-26 19:41:04,,True,admin
OTND00000501,الأمانة العامة,2026-05-26 19:41:04,,True,admin
OTND00000501,لجنة تطوير شبيبات الجنوب,2026-05-26 19:41:04,,True,admin
OTND00000502,الأمانة العامة,2026-05-26 19:41:04,,True,admin
OTND00000502,لجنة النشاطات,2026-05-26 19:41:04,,True,admin
OTND00000503,الأمانة العامة,2026-05-26 19:41:04,,True,admin
OTND00000503,لجنة العلاقات العامة,2026-05-26 19:41:04,,True,admin
OTND00000504,الأمانة العامة,2026-05-26 19:41:04,,True,admin
OTND00000504,لجنة التدريب والتطوير,2026-05-26 19:41:04,,True,admin
OTND00000505,الأمانة العامة,2026-05-26 19:41:04,,True,admin
OTND00000505,لجنة الإعلام,2026-05-26 19:41:04,,True,admin
OTND00000506,الأمانة العامة,2026-05-26 19:41:04,,True,admin
OTND00000506,لجنة الخدمة,2026-05-26 19:41:04,,True,admin
OTND00000507,لجنة تطوير شبيبات الوسط,2026-05-26 19:41:04,,True,admin
OTND00000508,لجنة تطوير شبيبات الوسط,2026-05-26 19:41:04,,True,admin
OTND00000509,لجنة تطوير شبيبات الوسط,2026-05-26 19:41:04,,True,admin
OTND00000510,لجنة تطوير شبيبات الوسط,2026-05-26 19:41:04,,True,admin
OTND00000511,لجنة تطوير شبيبات الوسط,2026-05-26 19:41:04,,True,admin
OTND00000512,لجنة تطوير شبيبات الوسط,2026-05-26 19:41:04,,True,admin
OTND00000513,لجنة تطوير شبيبات الوسط,2026-05-26 19:41:04,,True,admin
OTND00000514,لجنة تطوير شبيبات الوسط,2026-05-26 19:41:04,,True,admin
OTND00000515,لجنة تطوير شبيبات الوسط,2026-05-26 19:41:04,,True,admin
OTND00000516,لجنة تطوير شبيبات الوسط,2026-05-26 19:41:04,,True,admin
OTND00000517,لجنة تطوير شبيبات الجنوب,2026-05-26 19:41:04,,True,admin
OTND00000518,لجنة تطوير شبيبات الجنوب,2026-05-26 19:41:04,,True,admin
OTND00000519,لجنة تطوير شبيبات الجنوب,2026-05-26 19:41:04,,True,admin
OTND00000520,لجنة النشاطات,2026-05-26 19:41:04,,True,admin
OTND00000521,لجنة النشاطات,2026-05-26 19:41:04,,True,admin
OTND00000522,لجنة النشاطات,2026-05-26 19:41:04,,True,admin
OTND00000523,لجنة النشاطات,2026-05-26 19:41:04,,True,admin
OTND00000524,لجنة تطوير شبيبات الشمال,2026-05-26 19:41:04,,True,admin
OTND00000525,لجنة تطوير شبيبات الشمال,2026-05-26 19:41:04,,True,admin
