period_id,from_node_id,to_node_id,edge_type
OTPD000023,OTND00000490,OTND00000494,hierarchy
OTPD000024,OTND00000497,OTND00000496,peer
OTPD000024,OTND00000497,OTND00000498,hierarchy
OTPD000024,OTND00000497,OTND00000499,hierarchy
OTPD000024,OTND00000497,OTND00000500,hierarchy
OTPD000024,OTND00000497,OTND00000501,hierarchy
OTPD000024,OTND00000497,OTND00000502,hierarchy
OTPD000024,OTND00000497,OTND00000503,hierarchy
OTPD000024,OTND00000497,OTND00000504,hierarchy
OTPD000024,OTND00000497,OTND00000505,hierarchy
OTPD000024,OTND00000497,OTND00000506,hierarchy
OTPD000024,OTND00000497,OTND00000550,hierarchy
OTPD000024,OTND00000497,OTND00000547,hierarchy
OTPD000024,OTND00000497,OTND00000551,hierarchy
OTPD000024,OTND00000497,OTND00000548,hierarchy
OTPD000024,OTND00000499,OTND00000507,hierarchy
OTPD000024,OTND00000499,OTND00000508,hierarchy
OTPD000024,OTND00000499,OTND00000509,hierarchy
OTPD000024,OTND00000499,OTND00000510,hierarchy
OTPD000024,OTND00000499,OTND00000511,hierarchy
OTPD000024,OTND00000500,OTND00000512,hierarchy
OTPD000024,OTND00000500,OTND00000513,hierarchy
OTPD000024,OTND00000500,OTND00000514,hierarchy
OTPD000024,OTND00000500,OTND00000515,hierarchy
OTPD000024,OTND00000500,OTND00000516,hierarchy
OTPD000024,OTND00000501,OTND00000517,hierarchy
OTPD000024,OTND00000501,OTND00000518,hierarchy
OTPD000024,OTND00000501,OTND00000519,hierarchy
OTPD000024,OTND00000502,OTND00000520,hierarchy
OTPD000024,OTND00000502,OTND00000521,hierarchy
OTPD000024,OTND00000502,OTND00000522,hierarchy
OTPD000024,OTND00000502,OTND00000523,hierarchy
OTPD000024,OTND00000498,OTND00000524,hierarchy
OTPD000024,OTND00000498,OTND00000525,hierarchy
OTPD000024,OTND00000498,OTND00000526,hierarchy
OTPD000024,OTND00000498,OTND00000527,hierarchy
OTPD000024,OTND00000504,OTND00000528,hierarchy
OTPD000024,OTND00000504,OTND00000529,hierarchy
OTPD000024,OTND00000504,OTND00000530,hierarchy
OTPD000024,OTND00000503,OTND00000531,hierarchy
OTPD000024,OTND00000503,OTND00000532,hierarchy
OTPD000024,OTND00000503,OTND00000533,hierarchy
OTPD000024,OTND00000505,OTND00000534,hierarchy
OTPD000024,OTND00000505,OTND00000535,hierarchy
OTPD000024,OTND00000505,OTND00000536,hierarchy
OTPD000024,OTND00000505,OTND00000537,hierarchy
OTPD000024,OTND00000505,OTND00000538,hierarchy
OTPD000024,OTND00000505,OTND00000539,hierarchy
OTPD000024,OTND00000505,OTND00000540,hierarchy
OTPD000024,OTND00000506,OTND00000541,hierarchy
OTPD000024,OTND00000506,OTND00000542,hierarchy
OTPD000024,OTND00000506,OTND00000543,hierarchy
OTPD000024,OTND00000506,OTND00000544,hierarchy
OTPD000024,OTND00000506,OTND00000545,hierarchy
OTPD000024,OTND00000506,OTND00000546,hierarchy
OTPD000024,OTND00000548,OTND00000549,hierarchy
OTPD000024,OTND00000507,OTND00000499,reports_to
OTPD000024,OTND00000508,OTND00000499,reports_to
OTPD000024,OTND00000509,OTND00000499,reports_to
OTPD000024,OTND00000510,OTND00000499,reports_to
OTPD000024,OTND00000511,OTND00000499,reports_to
OTPD000024,OTND00000512,OTND00000500,reports_to
OTPD000024,OTND00000513,OTND00000500,reports_to
OTPD000024,OTND00000514,OTND00000500,reports_to
OTPD000024,OTND00000515,OTND00000500,reports_to
OTPD000024,OTND00000516,OTND00000500,reports_to
OTPD000025,OTND00000553,OTND00000552,peer
OTPD000025,OTND00000553,OTND00000554,hierarchy
OTPD000025,OTND00000553,OTND00000555,hierarchy
OTPD000025,OTND00000553,OTND00000556,hierarchy
OTPD000025,OTND00000553,OTND00000557,hierarchy
OTPD000025,OTND00000553,OTND00000558,hierarchy
OTPD000025,OTND00000553,OTND00000559,hierarchy
OTPD000025,OTND00000553,OTND00000560,hierarchy
OTPD000025,OTND00000553,OTND00000561,hierarchy
OTPD000025,OTND00000553,OTND00000562,hierarchy
OTPD000025,OTND00000553,OTND00000563,hierarchy
OTPD000025,OTND00000553,OTND00000566,hierarchy
OTPD000025,OTND00000553,OTND00000564,hierarchy
OTPD000025,OTND00000564,OTND00000565,hierarchy
OTPD000026,OTND00000568,OTND00000567,peer
OTPD000026,OTND00000568,OTND00000569,hierarchy
OTPD000026,OTND00000568,OTND00000570,hierarchy
