mobile_number_record_id,family_relation,scd_active_from,scd_active_to,scd_currently_active_flag,scd_changed_by_user
MB004233,الأب,2026-07-12 20:56:17,,True,admin
MB004204,الأب,2026-07-12 21:18:24,,True,admin
MB004235,الأم,2026-07-12 21:18:24,,True,admin
MB004186,الأب,2026-07-12 21:32:33,,True,admin
MB004237,الأم,2026-07-12 21:32:33,,True,admin
MB004207,الأب,2026-07-12 21:36:08,,True,admin
MB004238,الأم,2026-07-12 21:36:08,,True,admin
MB004167,الأب,2026-07-12 21:38:35,,True,admin
MB004239,الأم,2026-07-12 21:38:35,,True,admin
MB004182,الأم,2026-07-12 21:42:15,,True,admin
MB004240,الأب,2026-07-12 21:42:15,,True,admin
MB003773,الأم,2026-07-12 22:53:01,,True,admin
MB004249,الأم,2026-07-13 00:24:24,,True,admin
MB004261,الأب,2026-07-13 00:24:24,,True,admin
MB004250,الأم,2026-07-13 00:27:00,,True,admin
MB004262,الأب,2026-07-13 00:27:00,,True,admin
MB004264,الأم,2026-07-13 12:54:28,,True,admin
MB004265,الأم,2026-07-13 12:56:00,,True,admin
MB004206,الأم,2026-07-13 12:57:57,,True,admin
MB004266,الأب,2026-07-13 12:57:57,,True,admin
MB004192,الأم,2026-07-13 12:59:47,,True,admin
MB004267,الأب,2026-07-13 12:59:47,,True,admin
MB004268,الأب,2026-07-13 13:03:59,,True,admin
MB004269,الأم,2026-07-13 13:03:59,,True,admin
MB004270,الأم,2026-07-13 13:06:22,,True,admin
MB004271,الأب,2026-07-13 13:06:22,,True,admin
MB002919,الأم,2026-07-20 16:27:29,,True,admin
MB003350,الأب,2026-07-20 16:27:29,,True,admin
MB004196,الأم,2026-07-20 16:42:44,,True,admin
MB004288,الأب,2026-07-20 16:42:44,,True,admin
MB002919,الأم,2025-11-07 22:52:58,2026-07-20 16:27:29,False,admin
MB003350,الأب,2025-11-07 22:52:58,2026-07-20 16:27:29,False,admin
MB003731,الأب,2025-11-19 14:31:23,2026-07-12 22:53:01,False,admin
MB003773,الأم,2025-11-19 14:31:23,2026-07-12 22:53:01,False,admin
MB003759,الأب,2025-11-28 21:19:57,2026-07-12 14:59:19,False,admin
MB003800,الأم,2025-11-28 21:19:57,2026-07-12 14:59:19,False,admin
MB003113,الأم,2025-08-09 09:47:19,2026-07-12 14:28:02,False,admin
MB003114,الأب,2025-08-09 09:47:19,2026-07-12 14:28:02,False,admin
MB003120,الأم,2025-08-09 09:49:00,2026-07-12 14:24:31,False,admin
MB003121,الأب,2025-08-09 09:49:00,2026-07-12 14:24:31,False,admin
MB003136,الأم,2025-08-09 10:14:02,2026-07-12 13:08:11,False,admin
MB003137,الأب,2025-08-09 10:14:02,2026-07-12 13:08:11,False,admin
MB002598,الأم,2025-08-09 22:27:02,2026-07-05 14:12:51,False,admin
MB003175,الأب,2025-08-09 22:27:02,2026-07-05 14:12:51,False,admin
MB002697,الأم,2026-06-22 16:11:11,2026-06-22 16:11:52,False,admin
MB004189,الأم,2026-07-12 17:48:27,2026-07-12 17:48:47,False,admin
MB004220,الأب,2026-07-12 17:48:27,2026-07-12 17:48:47,False,admin
MB004204,الأب,2026-07-12 21:17:33,2026-07-12 21:18:24,False,admin
MB004234,الأم,2026-07-12 21:17:33,2026-07-12 21:18:24,False,admin
MB004186,الأب,2026-07-12 21:32:12,2026-07-12 21:32:33,False,admin
MB004236,الأم,2026-07-12 21:32:12,2026-07-12 21:32:33,False,admin
MB004249,الأم,2026-07-12 22:57:18,2026-07-13 00:24:24,False,admin
MB004250,الأم,2026-07-12 22:56:39,2026-07-13 00:27:00,False,admin
