person_id,nationality,scd_active_from,scd_active_to,scd_currently_active_flag,scd_changed_by_user
582,أردنيّة,2025-01-31 11:12:25,,True,admin
583,أردنيّة,2025-01-31 11:12:25,,True,admin
584,أردنيّة,2025-01-31 11:12:25,,True,admin
585,أردنيّة,2025-01-31 11:12:25,,True,admin
586,أردنيّة,2025-01-31 11:12:25,,True,admin
588,أردنيّة,2025-01-31 11:12:25,,True,admin
589,أردنيّة,2025-01-31 11:12:25,,True,admin
591,أردنيّة,2025-01-31 11:12:25,,True,admin
593,أردنيّة,2025-01-31 11:12:25,,True,admin
595,أردنيّة,2025-01-31 11:12:25,,True,admin
596,أردنيّة,2025-01-31 11:12:25,,True,admin
599,أردنيّة,2025-01-31 11:12:25,,True,admin
600,أردنيّة,2025-01-31 11:12:25,,True,admin
601,أردنيّة,2025-01-31 11:12:25,,True,admin
603,أردنيّة,2025-01-31 11:12:25,,True,admin
605,أردنيّة,2025-01-31 11:12:25,,True,admin
606,أردنيّة,2025-01-31 11:12:25,,True,admin
607,أردنيّة,2025-01-31 11:12:25,,True,admin
608,أردنيّة,2025-01-31 11:12:25,,True,admin
609,أردنيّة,2025-01-31 11:12:25,,True,admin
610,أردنيّة,2025-01-31 11:12:25,,True,admin
613,أردنيّة,2025-01-31 11:12:25,,True,admin
614,أردنيّة,2025-01-31 11:12:25,,True,admin
615,أردنيّة,2025-01-31 11:12:25,,True,admin
616,أردنيّة,2025-01-31 11:12:25,,True,admin
617,أردنيّة,2025-01-31 11:12:25,,True,admin
618,أردنيّة,2025-01-31 11:12:25,,True,admin
619,أردنيّة,2025-01-31 11:12:25,,True,admin
620,أردنيّة,2025-01-31 11:12:25,,True,admin
621,أردنيّة,2025-01-31 11:12:25,,True,admin
622,أردنيّة,2025-01-31 11:12:25,,True,admin
623,أردنيّة,2025-01-31 11:12:25,,True,admin
624,أردنيّة,2025-01-31 11:12:25,,True,admin
625,أردنيّة,2025-01-31 11:12:25,,True,admin
626,أردنيّة,2025-01-31 11:12:25,,True,admin
627,أردنيّة,2025-01-31 11:12:25,,True,admin
628,أردنيّة,2025-01-31 11:12:25,,True,admin
629,أردنيّة,2025-01-31 11:12:25,,True,admin
630,أردنيّة,2025-01-31 11:12:25,,True,admin
631,أردنيّة,2025-01-31 11:12:25,,True,admin
632,أردنيّة,2025-01-31 11:12:25,,True,admin
633,أردنيّة,2025-01-31 11:12:25,,True,admin
634,أردنيّة,2025-01-31 11:12:25,,True,admin
636,أردنيّة,2025-01-31 11:12:25,,True,admin
637,أردنيّة,2025-01-31 11:12:25,,True,admin
638,أردنيّة,2025-01-31 11:12:25,,True,admin
639,أردنيّة,2025-01-31 11:12:25,,True,admin
640,أردنيّة,2025-01-31 11:12:25,,True,admin
641,أردنيّة,2025-01-31 11:12:25,,True,admin
642,أردنيّة,2025-01-31 11:12:25,,True,admin
643,أردنيّة,2025-01-31 11:12:25,,True,admin
644,أردنيّة,2025-01-31 11:12:25,,True,admin
645,أردنيّة,2025-01-31 11:12:25,,True,admin
646,أردنيّة,2025-01-31 11:12:25,,True,admin
647,أردنيّة,2025-01-31 11:12:25,,True,admin
648,أردنيّة,2025-01-31 11:12:25,,True,admin
649,أردنيّة,2025-01-31 11:12:25,,True,admin
650,أردنيّة,2025-01-31 11:12:25,,True,admin
651,أردنيّة,2025-01-31 11:12:25,,True,admin
652,أردنيّة,2025-01-31 11:12:25,,True,admin
653,أردنيّة,2025-01-31 11:12:25,,True,admin
654,أردنيّة,2025-01-31 11:12:25,,True,admin
655,أردنيّة,2025-01-31 11:12:25,,True,admin
656,أردنيّة,2025-01-31 11:12:25,,True,admin
657,أردنيّة,2025-01-31 11:12:25,,True,admin
658,أردنيّة,2025-01-31 11:12:25,,True,admin
659,أردنيّة,2025-01-31 11:12:25,,True,admin
660,أردنيّة,2025-01-31 11:12:25,,True,admin
661,أردنيّة,2025-01-31 11:12:25,,True,admin
662,أردنيّة,2025-01-31 11:12:25,,True,admin
663,أردنيّة,2025-01-31 11:12:25,,True,admin
664,أردنيّة,2025-01-31 11:12:25,,True,admin
665,أردنيّة,2025-01-31 11:12:25,,True,admin
666,أردنيّة,2025-01-31 11:12:25,,True,admin
667,أردنيّة,2025-01-31 11:12:25,,True,admin
668,أردنيّة,2025-01-31 11:12:25,,True,admin
669,أردنيّة,2025-01-31 11:12:25,,True,admin
670,أردنيّة,2025-01-31 11:12:25,,True,admin
671,أردنيّة,2025-01-31 11:12:25,,True,admin
672,أردنيّة,2025-01-31 11:12:25,,True,admin
673,أردنيّة,2025-01-31 11:12:25,,True,admin
675,أردنيّة,2025-01-31 11:12:25,,True,admin
676,أردنيّة,2025-01-31 11:12:25,,True,admin
677,أردنيّة,2025-01-31 11:12:25,,True,admin
678,أردنيّة,2025-01-31 11:12:25,,True,admin
679,أردنيّة,2025-01-31 11:12:25,,True,admin
681,أردنيّة,2025-01-31 11:12:25,,True,admin
684,أردنيّة,2025-01-31 11:12:25,,True,admin
688,أردنيّة,2025-01-31 11:12:25,,True,admin
691,أردنيّة,2025-01-31 11:12:25,,True,admin
694,أردنيّة,2025-01-31 11:12:25,,True,admin
695,مصريّة,2025-01-31 11:13:45,,True,admin
696,مصريّة,2025-01-31 11:13:45,,True,admin
697,أردنيّة,2025-01-31 11:12:25,,True,admin
699,أردنيّة,2025-01-31 11:12:25,,True,admin
700,أردنيّة,2025-01-31 11:12:25,,True,admin
701,أردنيّة,2025-01-31 11:12:25,,True,admin
702,أردنيّة,2025-01-31 11:12:25,,True,admin
704,أردنيّة,2025-01-31 11:12:25,,True,admin
706,أردنيّة,2025-01-31 11:12:25,,True,admin
707,أردنيّة,2025-01-31 11:12:25,,True,admin
709,أردنيّة,2025-01-31 11:12:25,,True,admin
710,أردنيّة,2025-01-31 11:12:25,,True,admin
711,أردنيّة,2025-01-31 11:12:25,,True,admin
712,أردنيّة,2025-01-31 11:12:25,,True,admin
714,أردنيّة,2025-01-31 11:12:25,,True,admin
715,أردنيّة,2025-01-31 11:12:25,,True,admin
717,أردنيّة,2025-01-31 11:12:25,,True,admin
719,أردنيّة,2025-01-31 11:12:25,,True,admin
720,أردنيّة,2025-01-31 11:12:25,,True,admin
722,أردنيّة,2025-01-31 11:12:25,,True,admin
723,أردنيّة,2025-01-31 11:12:25,,True,admin
725,سوريّة,2025-02-03 16:48:48,,True,admin
726,أردنيّة,2025-01-31 11:12:25,,True,admin
729,أردنيّة,2025-01-31 11:12:25,,True,admin
730,أردنيّة,2025-01-31 11:12:25,,True,admin
732,أردنيّة,2025-01-31 11:12:25,,True,admin
733,أردنيّة,2025-01-31 11:12:25,,True,admin
734,أردنيّة,2025-01-31 11:12:25,,True,admin
735,أردنيّة,2025-01-31 11:12:25,,True,admin
736,أردنيّة,2025-01-31 11:12:25,,True,admin
737,أردنيّة,2025-01-31 11:12:25,,True,admin
738,أردنيّة,2025-01-31 11:12:25,,True,admin
739,أردنيّة,2025-01-31 11:12:25,,True,admin
740,أردنيّة,2025-01-31 11:12:25,,True,admin
741,أردنيّة,2025-01-31 11:12:25,,True,admin
742,مصريّة,2025-01-31 11:13:45,,True,admin
744,أردنيّة,2025-01-31 11:12:25,,True,admin
745,أردنيّة,2025-01-31 11:12:25,,True,admin
747,أردنيّة,2025-01-31 11:12:25,,True,admin
749,أردنيّة,2025-01-31 11:12:25,,True,admin
750,أردنيّة,2025-01-31 11:12:25,,True,admin
751,أردنيّة,2025-01-31 11:12:25,,True,admin
752,أردنيّة,2025-01-31 11:12:25,,True,admin
753,أردنيّة,2025-01-31 11:12:25,,True,admin
755,أردنيّة,2025-01-31 11:12:25,,True,admin
757,أردنيّة,2025-01-31 11:12:25,,True,admin
759,أردنيّة,2025-01-31 11:12:25,,True,admin
761,أردنيّة,2025-01-31 11:12:25,,True,admin
763,أردنيّة,2025-01-31 11:12:25,,True,admin
764,أردنيّة,2025-01-31 11:12:25,,True,admin
765,أردنيّة,2025-01-31 11:12:25,,True,admin
766,أردنيّة,2025-01-31 11:12:25,,True,admin
767,أردنيّة,2025-01-31 11:12:25,,True,admin
768,أردنيّة,2025-01-31 11:12:25,,True,admin
769,أردنيّة,2025-01-31 11:12:25,,True,admin
770,أردنيّة,2025-01-31 11:12:25,,True,admin
771,أردنيّة,2025-01-31 11:12:25,,True,admin
772,أردنيّة,2025-01-31 11:12:25,,True,admin
773,أردنيّة,2025-01-31 11:12:25,,True,admin
774,أردنيّة,2025-01-31 11:12:25,,True,admin
775,أردنيّة,2025-01-31 11:12:25,,True,admin
777,أردنيّة,2025-01-31 11:12:25,,True,admin
778,أردنيّة,2025-01-31 11:12:25,,True,admin
780,أردنيّة,2025-01-31 11:12:25,,True,admin
781,أردنيّة,2025-01-31 11:12:25,,True,admin
782,أردنيّة,2025-01-31 11:12:25,,True,admin
783,أردنيّة,2025-01-31 11:12:25,,True,admin
784,أردنيّة,2025-01-31 11:12:25,,True,admin
785,أردنيّة,2025-01-31 11:12:25,,True,admin
786,أردنيّة,2025-01-31 11:12:25,,True,admin
787,أردنيّة,2025-01-31 11:12:25,,True,admin
788,أردنيّة,2025-01-31 11:12:25,,True,admin
789,أردنيّة,2025-01-31 11:12:25,,True,admin
792,أردنيّة,2025-01-31 11:12:25,,True,admin
793,أردنيّة,2025-01-31 11:12:25,,True,admin
794,أردنيّة,2025-01-31 11:12:25,,True,admin
795,أردنيّة,2025-01-31 11:12:25,,True,admin
796,أردنيّة,2025-01-31 11:12:25,,True,admin
797,أردنيّة,2025-01-31 11:12:25,,True,admin
798,أردنيّة,2025-01-31 11:12:25,,True,admin
799,أردنيّة,2025-01-31 11:12:25,,True,admin
800,أردنيّة,2025-01-31 11:12:25,,True,admin
801,أردنيّة,2025-01-31 11:12:25,,True,admin
802,أردنيّة,2025-01-31 11:12:25,,True,admin
803,أردنيّة,2025-01-31 11:12:25,,True,admin
804,أردنيّة,2025-01-31 11:12:25,,True,admin
806,أردنيّة,2025-01-31 11:12:25,,True,admin
807,أردنيّة,2025-01-31 11:12:25,,True,admin
808,أردنيّة,2025-01-31 11:12:25,,True,admin
809,أردنيّة,2025-01-31 11:12:25,,True,admin
810,أردنيّة,2025-01-31 11:12:25,,True,admin
811,أردنيّة,2025-01-31 11:12:25,,True,admin
812,أردنيّة,2025-01-31 11:12:25,,True,admin
813,أردنيّة,2025-01-31 11:12:25,,True,admin
814,أردنيّة,2025-01-31 11:12:25,,True,admin
815,أردنيّة,2025-01-31 11:12:25,,True,admin
816,أردنيّة,2025-01-31 11:12:25,,True,admin
817,أردنيّة,2025-01-31 11:12:25,,True,admin
818,أردنيّة,2025-01-31 11:12:25,,True,admin
819,أردنيّة,2025-01-31 11:12:25,,True,admin
820,أردنيّة,2025-01-31 11:12:25,,True,admin
821,أردنيّة,2025-01-31 11:12:25,,True,admin
822,أردنيّة,2025-01-31 11:12:25,,True,admin
823,أردنيّة,2025-01-31 11:12:25,,True,admin
824,أردنيّة,2025-01-31 11:12:25,,True,admin
825,أردنيّة,2025-01-31 11:12:25,,True,admin
826,أردنيّة,2025-01-31 11:12:25,,True,admin
827,أردنيّة,2025-01-31 11:12:25,,True,admin
828,أردنيّة,2025-01-31 11:12:25,,True,admin
829,أردنيّة,2025-01-31 11:12:25,,True,admin
830,أردنيّة,2025-01-31 11:12:25,,True,admin
831,أردنيّة,2025-01-31 11:12:25,,True,admin
832,أردنيّة,2025-01-31 11:12:25,,True,admin
833,أردنيّة,2025-01-31 11:12:25,,True,admin
834,أردنيّة,2025-01-31 11:12:25,,True,admin
835,أردنيّة,2025-01-31 11:12:25,,True,admin
836,أردنيّة,2025-01-31 11:12:25,,True,admin
837,أردنيّة,2025-01-31 11:12:25,,True,admin
838,أردنيّة,2025-01-31 11:12:25,,True,admin
839,أردنيّة,2025-01-31 11:12:25,,True,admin
840,أردنيّة,2025-01-31 11:12:25,,True,admin
841,أردنيّة,2025-01-31 11:12:25,,True,admin
842,أردنيّة,2025-01-31 11:12:25,,True,admin
844,أردنيّة,2025-01-31 11:12:25,,True,admin
845,أردنيّة,2025-01-31 11:12:25,,True,admin
846,أردنيّة,2025-01-31 11:12:25,,True,admin
847,أردنيّة,2025-01-31 11:12:25,,True,admin
848,أردنيّة,2025-01-31 11:12:25,,True,admin
849,أردنيّة,2025-01-31 11:12:25,,True,admin
850,أردنيّة,2025-01-31 11:12:25,,True,admin
851,عراقيّة,2025-01-31 11:13:20,,True,admin
852,أردنيّة,2025-01-31 11:12:25,,True,admin
853,أردنيّة,2025-01-31 11:12:25,,True,admin
854,أردنيّة,2025-01-31 11:12:25,,True,admin
855,أردنيّة,2025-01-31 11:12:25,,True,admin
856,أردنيّة,2025-01-31 11:12:25,,True,admin
858,أردنيّة,2025-01-31 11:12:25,,True,admin
859,أردنيّة,2025-01-31 11:12:25,,True,admin
860,أردنيّة,2025-01-31 11:12:25,,True,admin
861,أردنيّة,2025-01-31 11:12:25,,True,admin
862,أردنيّة,2025-01-31 11:12:25,,True,admin
863,أردنيّة,2025-01-31 11:12:25,,True,admin
864,أردنيّة,2025-01-31 11:12:25,,True,admin
865,أردنيّة,2025-01-31 11:12:25,,True,admin
866,أردنيّة,2025-01-31 11:12:25,,True,admin
867,أردنيّة,2025-01-31 11:12:25,,True,admin
868,أردنيّة,2025-01-31 11:12:25,,True,admin
869,أردنيّة,2025-01-31 11:12:25,,True,admin
872,أردنيّة,2025-01-31 11:12:25,,True,admin
873,أردنيّة,2025-01-31 11:12:25,,True,admin
874,أردنيّة,2025-01-31 11:12:25,,True,admin
875,أردنيّة,2025-01-31 11:12:25,,True,admin
876,أردنيّة,2025-01-31 11:12:25,,True,admin
877,أردنيّة,2025-01-31 11:12:25,,True,admin
878,أردنيّة,2025-01-31 11:12:25,,True,admin
879,أردنيّة,2025-01-31 11:12:25,,True,admin
880,أردنيّة,2025-01-31 11:12:25,,True,admin
881,أردنيّة,2025-01-31 11:12:25,,True,admin
882,أردنيّة,2025-01-31 11:12:25,,True,admin
883,أردنيّة,2025-01-31 11:12:25,,True,admin
884,أردنيّة,2025-01-31 11:12:25,,True,admin
885,أردنيّة,2025-01-31 11:12:25,,True,admin
886,أردنيّة,2025-01-31 11:12:25,,True,admin
887,أردنيّة,2025-01-31 11:12:25,,True,admin
888,أردنيّة,2025-01-31 11:12:25,,True,admin
889,أردنيّة,2025-01-31 11:12:25,,True,admin
890,أردنيّة,2025-01-31 11:12:25,,True,admin
891,أردنيّة,2025-01-31 11:12:25,,True,admin
892,أردنيّة,2025-01-31 11:12:25,,True,admin
893,أردنيّة,2025-01-31 11:12:25,,True,admin
894,أردنيّة,2025-01-31 11:12:25,,True,admin
895,أردنيّة,2025-01-31 11:12:25,,True,admin
896,أردنيّة,2025-01-31 11:12:25,,True,admin
897,أردنيّة,2025-01-31 11:12:25,,True,admin
898,أردنيّة,2025-01-31 11:12:25,,True,admin
899,أردنيّة,2025-01-31 11:12:25,,True,admin
900,أردنيّة,2025-01-31 11:12:25,,True,admin
901,أردنيّة,2025-01-31 11:12:25,,True,admin
902,أردنيّة,2025-01-31 11:12:25,,True,admin
903,أردنيّة,2025-01-31 11:12:25,,True,admin
904,أردنيّة,2025-01-31 11:12:25,,True,admin
905,أردنيّة,2025-01-31 11:12:25,,True,admin
906,أردنيّة,2025-01-31 11:12:25,,True,admin
907,أردنيّة,2025-01-31 11:12:25,,True,admin
908,أردنيّة,2025-01-31 11:12:25,,True,admin
909,أردنيّة,2025-01-31 11:12:25,,True,admin
910,أردنيّة,2025-01-31 11:12:25,,True,admin
911,أردنيّة,2025-01-31 11:12:25,,True,admin
912,أردنيّة,2025-01-31 11:12:25,,True,admin
913,أردنيّة,2025-01-31 11:12:25,,True,admin
914,أردنيّة,2025-01-31 11:12:25,,True,admin
915,أردنيّة,2025-01-31 11:12:25,,True,admin
916,سوريّة,2025-02-03 16:48:48,,True,admin
917,أردنيّة,2025-01-31 11:12:25,,True,admin
919,أردنيّة,2025-01-31 11:12:25,,True,admin
920,أردنيّة,2025-01-31 11:12:25,,True,admin
921,أردنيّة,2025-01-31 11:12:25,,True,admin
922,أردنيّة,2025-01-31 11:12:25,,True,admin
923,أردنيّة,2025-01-31 11:12:25,,True,admin
924,أردنيّة,2025-01-31 11:12:25,,True,admin
925,أردنيّة,2025-01-31 11:12:25,,True,admin
926,أردنيّة,2025-01-31 11:12:25,,True,admin
927,أردنيّة,2025-01-31 11:12:25,,True,admin
928,أردنيّة,2025-01-31 11:12:25,,True,admin
930,أردنيّة,2025-01-31 11:12:25,,True,admin
931,أردنيّة,2025-01-31 11:12:25,,True,admin
932,أردنيّة,2025-01-31 11:12:25,,True,admin
934,أردنيّة,2025-01-31 11:12:25,,True,admin
935,أردنيّة,2025-01-31 11:12:25,,True,admin
936,أردنيّة,2025-01-31 11:12:25,,True,admin
937,أردنيّة,2025-01-31 11:12:25,,True,admin
938,أردنيّة,2025-01-31 11:12:25,,True,admin
939,أردنيّة,2025-01-31 11:12:25,,True,admin
940,أردنيّة,2025-01-31 11:12:25,,True,admin
941,أردنيّة,2025-01-31 11:12:25,,True,admin
942,أردنيّة,2025-01-31 11:12:25,,True,admin
943,أردنيّة,2025-01-31 11:12:25,,True,admin
944,أردنيّة,2025-01-31 11:12:25,,True,admin
945,أردنيّة,2025-01-31 11:12:25,,True,admin
947,أردنيّة,2025-01-31 11:12:25,,True,admin
949,أردنيّة,2025-01-31 11:12:25,,True,admin
950,أردنيّة,2025-01-31 11:12:25,,True,admin
951,أردنيّة,2025-01-31 11:12:25,,True,admin
952,أردنيّة,2025-01-31 11:12:25,,True,admin
953,أردنيّة,2025-01-31 11:12:25,,True,admin
955,أردنيّة,2025-01-31 11:12:25,,True,admin
957,أردنيّة,2025-01-31 11:12:25,,True,admin
958,أردنيّة,2025-01-31 11:12:25,,True,admin
959,أردنيّة,2025-01-31 11:12:25,,True,admin
960,أردنيّة,2025-01-31 11:12:25,,True,admin
961,أردنيّة,2025-01-31 11:12:25,,True,admin
962,أردنيّة,2025-01-31 11:12:25,,True,admin
963,أردنيّة,2025-01-31 11:12:25,,True,admin
964,أردنيّة,2025-01-31 11:12:25,,True,admin
967,أردنيّة,2025-01-31 11:12:25,,True,admin
968,أردنيّة,2025-01-31 11:12:25,,True,admin
969,أردنيّة,2025-01-31 11:12:25,,True,admin
970,أردنيّة,2025-01-31 11:12:25,,True,admin
971,أردنيّة,2025-01-31 11:12:25,,True,admin
972,أردنيّة,2025-01-31 11:12:25,,True,admin
973,أردنيّة,2025-01-31 11:12:25,,True,admin
974,أردنيّة,2025-01-31 11:12:25,,True,admin
975,أردنيّة,2025-01-31 11:12:25,,True,admin
976,فلسطينيّة,2025-01-31 11:18:03,,True,admin
977,أردنيّة,2025-01-31 11:12:25,,True,admin
978,لبنانيّة,2025-02-18 14:04:17,,True,admin
979,أردنيّة,2025-01-31 11:12:25,,True,admin
980,أردنيّة,2025-01-31 11:12:25,,True,admin
981,أردنيّة,2025-01-31 11:12:25,,True,admin
982,أردنيّة,2025-01-31 11:12:25,,True,admin
983,فلسطينيّة,2025-01-31 11:18:03,,True,admin
984,أردنيّة,2025-01-31 11:12:25,,True,admin
985,أردنيّة,2025-01-31 11:12:25,,True,admin
986,أردنيّة,2025-01-31 11:12:25,,True,admin
987,أردنيّة,2025-01-31 11:12:25,,True,admin
988,أردنيّة,2025-01-31 11:12:25,,True,admin
989,أردنيّة,2025-01-31 11:12:25,,True,admin
990,أردنيّة,2025-01-31 11:12:25,,True,admin
991,أردنيّة,2025-01-31 11:12:25,,True,admin
992,أردنيّة,2025-01-31 11:12:25,,True,admin
993,أردنيّة,2025-01-31 11:12:25,,True,admin
994,أردنيّة,2025-01-31 11:12:25,,True,admin
995,أردنيّة,2025-01-31 11:12:25,,True,admin
996,أردنيّة,2025-01-31 11:12:25,,True,admin
997,أردنيّة,2025-01-31 11:12:25,,True,admin
998,أردنيّة,2025-01-31 11:12:25,,True,admin
999,أردنيّة,2025-01-31 11:12:25,,True,admin
1000,أردنيّة,2025-01-31 11:12:25,,True,admin
1001,أردنيّة,2025-01-31 11:12:25,,True,admin
1002,أردنيّة,2025-01-31 11:12:25,,True,admin
1003,أردنيّة,2025-01-31 11:12:25,,True,admin
1004,أردنيّة,2025-01-31 11:12:25,,True,admin
1005,أردنيّة,2025-01-31 11:12:25,,True,admin
1006,أردنيّة,2025-01-31 11:12:25,,True,admin
1007,أردنيّة,2025-01-31 11:12:25,,True,admin
1008,أردنيّة,2025-01-31 11:12:25,,True,admin
1009,أردنيّة,2025-01-31 11:12:25,,True,admin
1010,أردنيّة,2025-01-31 11:12:25,,True,admin
1011,أردنيّة,2025-01-31 11:12:25,,True,admin
1012,أردنيّة,2025-01-31 11:12:25,,True,admin
1013,مصريّة,2025-01-31 11:13:45,,True,admin
1014,أردنيّة,2025-01-31 11:12:25,,True,admin
1015,أردنيّة,2025-01-31 11:12:25,,True,admin
1016,أردنيّة,2025-01-31 11:12:25,,True,admin
1017,أردنيّة,2025-01-31 11:12:25,,True,admin
1018,أردنيّة,2025-01-31 11:12:25,,True,admin
1019,أردنيّة,2025-01-31 11:12:25,,True,admin
1020,أردنيّة,2025-01-31 11:12:25,,True,admin
1021,أردنيّة,2025-01-31 11:12:25,,True,admin
1022,أردنيّة,2025-01-31 11:12:25,,True,admin
1023,أردنيّة,2025-01-31 11:12:25,,True,admin
1024,أردنيّة,2025-01-31 11:12:25,,True,admin
1025,أردنيّة,2025-01-31 11:12:25,,True,admin
1026,أردنيّة,2025-01-31 11:12:25,,True,admin
1027,أردنيّة,2025-01-31 11:12:25,,True,admin
1028,أردنيّة,2025-01-31 11:12:25,,True,admin
1029,أردنيّة,2025-01-31 11:12:25,,True,admin
1030,أردنيّة,2025-01-31 11:12:25,,True,admin
1031,أردنيّة,2025-01-31 11:12:25,,True,admin
1032,أردنيّة,2025-01-31 11:12:25,,True,admin
1033,أردنيّة,2025-01-31 11:12:25,,True,admin
1034,أردنيّة,2025-01-31 11:12:25,,True,admin
1035,أردنيّة,2025-01-31 11:12:25,,True,admin
1036,أردنيّة,2025-01-31 11:12:25,,True,admin
1037,أردنيّة,2025-01-31 11:12:25,,True,admin
1038,أردنيّة,2025-01-31 11:12:25,,True,admin
1039,أردنيّة,2025-01-31 11:12:25,,True,admin
1040,أردنيّة,2025-01-31 11:12:25,,True,admin
1041,أردنيّة,2025-01-31 11:12:25,,True,admin
1042,أردنيّة,2025-01-31 11:12:25,,True,admin
1043,أردنيّة,2025-01-31 11:12:25,,True,admin
1044,أردنيّة,2025-01-31 11:12:25,,True,admin
1045,أردنيّة,2025-01-31 11:12:25,,True,admin
1046,أردنيّة,2025-01-31 11:12:25,,True,admin
1047,أردنيّة,2025-01-31 11:12:25,,True,admin
1048,أردنيّة,2025-01-31 11:12:25,,True,admin
1049,أردنيّة,2025-01-31 11:12:25,,True,admin
1051,أردنيّة,2025-01-31 11:12:25,,True,admin
1052,أردنيّة,2025-01-31 11:12:25,,True,admin
1053,أردنيّة,2025-01-31 11:12:25,,True,admin
1054,أردنيّة,2025-01-31 11:12:25,,True,admin
1055,مصريّة,2025-01-31 11:13:45,,True,admin
1057,أردنيّة,2025-01-31 11:12:25,,True,admin
1059,أردنيّة,2025-01-31 11:12:25,,True,admin
1060,أردنيّة,2025-01-31 11:12:25,,True,admin
1062,أردنيّة,2025-01-31 11:12:25,,True,admin
1063,أردنيّة,2025-01-31 11:12:25,,True,admin
1064,أردنيّة,2025-01-31 11:12:25,,True,admin
1065,أردنيّة,2025-01-31 11:12:25,,True,admin
1066,أردنيّة,2025-01-31 11:12:25,,True,admin
1067,أردنيّة,2025-01-31 11:12:25,,True,admin
1068,أردنيّة,2025-01-31 11:12:25,,True,admin
1069,أردنيّة,2025-01-31 11:12:25,,True,admin
1070,عراقيّة,2025-01-31 11:13:20,,True,admin
1071,أردنيّة,2025-01-31 11:12:25,,True,admin
1072,أردنيّة,2025-01-31 11:12:25,,True,admin
1073,أردنيّة,2025-01-31 11:12:25,,True,admin
1074,أردنيّة,2025-01-31 11:12:25,,True,admin
1075,أردنيّة,2025-01-31 11:12:25,,True,admin
1076,أردنيّة,2025-01-31 11:12:25,,True,admin
1077,أردنيّة,2025-01-31 11:12:25,,True,admin
1078,أردنيّة,2025-01-31 11:12:25,,True,admin
1079,أردنيّة,2025-01-31 11:12:25,,True,admin
1080,أردنيّة,2025-01-31 11:12:25,,True,admin
1081,أردنيّة,2025-01-31 11:12:25,,True,admin
1082,أردنيّة,2025-01-31 11:12:25,,True,admin
1083,أردنيّة,2025-01-31 11:12:25,,True,admin
1084,أردنيّة,2025-01-31 11:12:25,,True,admin
1085,أردنيّة,2025-01-31 11:12:25,,True,admin
1086,أردنيّة,2025-01-31 11:12:25,,True,admin
1087,أردنيّة,2025-01-31 11:12:25,,True,admin
1088,أردنيّة,2025-01-31 11:12:25,,True,admin
1089,أردنيّة,2025-01-31 11:12:25,,True,admin
1090,أردنيّة,2025-01-31 11:12:25,,True,admin
1091,أردنيّة,2025-01-31 11:12:25,,True,admin
1092,أردنيّة,2025-01-31 11:12:25,,True,admin
1093,أردنيّة,2025-01-31 11:12:25,,True,admin
1094,أردنيّة,2025-01-31 11:12:25,,True,admin
1095,أردنيّة,2025-01-31 11:12:25,,True,admin
1096,أردنيّة,2025-01-31 11:12:25,,True,admin
1097,أردنيّة,2025-01-31 11:12:25,,True,admin
1098,أردنيّة,2025-01-31 11:12:25,,True,admin
1099,أردنيّة,2025-01-31 11:12:25,,True,admin
1100,مصريّة,2025-01-31 11:13:45,,True,admin
1101,أردنيّة,2025-01-31 11:12:25,,True,admin
1102,أردنيّة,2025-01-31 11:12:25,,True,admin
1103,أمريكيّة,2025-01-31 11:16:50,,True,admin
1104,أردنيّة,2025-01-31 11:12:25,,True,admin
1105,أردنيّة,2025-01-31 11:12:25,,True,admin
1106,أردنيّة,2025-01-31 11:12:25,,True,admin
1107,أردنيّة,2025-01-31 11:12:25,,True,admin
1108,أردنيّة,2025-01-31 11:12:25,,True,admin
1109,أردنيّة,2025-01-31 11:12:25,,True,admin
1110,أردنيّة,2025-01-31 11:12:25,,True,admin
1111,أردنيّة,2025-01-31 11:12:25,,True,admin
1112,أردنيّة,2025-01-31 11:12:25,,True,admin
1113,أردنيّة,2025-01-31 11:12:25,,True,admin
1114,عراقيّة,2025-01-31 11:13:20,,True,admin
1115,أردنيّة,2025-01-31 11:12:25,,True,admin
1116,أردنيّة,2025-01-31 11:12:25,,True,admin
1117,أردنيّة,2025-01-31 11:12:25,,True,admin
1118,أردنيّة,2025-01-31 11:12:25,,True,admin
1119,أردنيّة,2025-01-31 11:12:25,,True,admin
1120,أردنيّة,2025-01-31 11:12:25,,True,admin
1121,أردنيّة,2025-01-31 11:12:25,,True,admin
1122,أردنيّة,2025-01-31 11:12:25,,True,admin
1123,أردنيّة,2025-01-31 11:12:25,,True,admin
1124,أردنيّة,2025-01-31 11:12:25,,True,admin
1125,أردنيّة,2025-01-31 11:12:25,,True,admin
1127,أردنيّة,2025-01-31 11:12:25,,True,admin
1128,أردنيّة,2025-01-31 11:12:25,,True,admin
1129,أردنيّة,2025-01-31 11:12:25,,True,admin
1130,أردنيّة,2025-01-31 11:12:25,,True,admin
1131,أردنيّة,2025-01-31 11:12:25,,True,admin
1132,أردنيّة,2025-01-31 11:12:25,,True,admin
1133,أردنيّة,2025-01-31 11:12:25,,True,admin
1134,أردنيّة,2025-01-31 11:12:25,,True,admin
1135,أردنيّة,2025-01-31 11:12:25,,True,admin
1136,أردنيّة,2025-01-31 11:12:25,,True,admin
1137,مصريّة,2025-01-31 11:13:45,,True,admin
1138,مصريّة,2025-01-31 11:13:45,,True,admin
1139,أردنيّة,2025-01-31 11:12:25,,True,admin
