person_id,job_id,job_title,employer_name,start_date,end_date,employment_state,scd_active_from,scd_active_to,scd_currently_active_flag,scd_changed_by_user
3067,JB00337,Medical Intern,مستشفيات الخدمات الطبيّة الملكيّة - مدينة الحسين الطبيّة,,,current,2026-01-25 22:47:05,,True,admin
3068,JB00338,Accountant,مجموعة ازاديا للاتصالات والتكنولوجيا,,,current,2026-01-25 22:51:28,,True,admin
3069,JB00339,University Professor,جامعة البلقاء التطبيقيّة,,,current,2026-01-25 22:59:13,,True,admin
3071,JB00340,Lawyer,,,,current,2026-01-26 14:16:17,,True,admin
3073,JB00341,Medical Intern,,,,current,2026-01-26 14:47:06,,True,admin
3076,JB00342,Teacher,مدارس البطريركيّة اللاتينيّة - الزرقاء الجنوبي,,,current,2026-01-26 16:26:28,,True,admin
3079,JB00344,Data Entry,شركة الشرق الأوسط,,,current,2026-01-26 18:05:39,,True,admin
3080,JB00345,Reception,شركة المال للتمويل,,,current,2026-01-26 19:00:27,,True,admin
3082,JB00346,Accountant,شركة عجلون,,,current,2026-01-26 19:07:22,,True,admin
3090,JB00347,Chef,النادي الأرثوذكسي,,,current,2026-01-30 08:18:05,,True,admin
805,JB00348,Senior Pharmacist,Caritas,,,current,2025-02-06 13:23:06,,True,admin
1255,JB00349,,JAP,,,current,2025-03-01 14:25:20,,True,admin
245,JB00350,Electric Power Engineer,IVY,,,current,2025-01-31 11:16:48,,True,admin
1253,JB00352,Bank Employee,بنك الإتحاد,,,current,2025-03-01 12:50:05,,True,admin
1272,JB00354,Senior Account Executive,GlobeMed Jordan,,,current,2025-03-04 12:51:54,,True,admin
1391,JB00356,Designer,Freelance,,,current,2025-03-11 10:52:37,,True,admin
1405,JB00357,Secretary,مجموعة حداد للتسويق - شركة نانت للتجارة,,,current,2025-03-11 11:43:48,,True,admin
594,JB00359,Sales Secretary,Centro Mada Amman by Rotana Hotels,,,current,2025-02-01 22:59:31,,True,admin
1050,JB00362,Manager,شبيبة ستور,0025-07-01,,current,2025-02-20 16:54:29,,True,admin
1833,JB00265,Bank Employee,بنك الأردن,,,current,2025-03-19 15:15:48,,True,admin
19,JB00006,Procurement Operations Officer,الحكمة للأدوية,,,current,2025-01-31 11:13:04,,True,admin
483,JB00139,,عيادة أسنان,,,current,2025-02-01 15:39:32,,True,admin
71,JB00358,,Mateen-UNICEF,,,current,2025-01-31 11:13:56,,True,admin
197,JB00068,Quality Control Supervisor & Laboratory Technician,شركة الاستثمارات العامة,,,current,2025-01-31 11:15:50,,True,admin
412,JB00132,Quality Assurance Officer,البنك الاستثماري,,,current,2025-02-01 13:19:33,,True,admin
43,JB00016,Data Assistant,Amazon,,,current,2025-01-31 11:13:28,,True,admin
258,JB00088,Customer Service Officer,Money for Finance,,,current,2025-01-31 11:17:10,,True,admin
1058,JB00190,Group’s Coordinator - Reservations,Movenpick Cluster,,,current,2025-02-21 20:59:58,,True,admin
1274,JB00219,Secretary,دير الآباء اليسوعيين,,,current,2025-03-04 13:01:58,,True,admin
169,JB00062,Nursery Teacher,المدرسة الوطنيّة الارثوذكسيّة,,,current,2025-01-31 11:15:32,,True,admin
1621,JB00258,Cyber Security Engineer,ScanWave,,,current,2025-03-15 20:14:08,,True,admin
1061,JB00191,"Marketing Representative, History Teacher","Logistaas, Asamiah International School",,,current,2025-02-21 21:32:01,,True,admin
66,JB00023,Supply Chain & Procurement Officer,Al-Behar Group,,,current,2025-01-31 11:13:50,,True,admin
498,JB00140,Insurance Coordinator,شركة برزان لحلول التكنولوجيا,,,current,2025-02-01 16:05:19,,True,admin
1851,JB00272,Accountant,فندق الليوان,,,current,2025-03-20 12:51:00,,True,admin
590,JB00146,Electronics Engineer,Besomi Electronics,,,current,2025-02-01 22:43:40,,True,admin
105,JB00036,Math Teacher,مدرسة الأهليّة والمطران,,,current,2025-01-31 11:14:35,,True,admin
112,JB00039,Dental Assistant,,,,current,2025-01-31 11:14:40,,True,admin
187,JB00064,,Manaseer Oil & Gas,,,current,2025-01-31 11:15:44,,True,admin
2217,JB00281,Sales Engineer,Thunder Supply,,,current,2025-04-02 20:56:43,,True,admin
98,JB00033,Quality Assurance,مجموعة الخليج للتأمين,,,current,2025-01-31 11:14:28,,True,admin
128,JB00046,Software Developer,Aramex,,,current,2025-01-31 11:14:50,,True,admin
1310,JB00233,Biomedical Engineer,AJi Group,,,current,2025-03-09 22:09:10,,True,admin
110,JB00037,,Caritas,,,current,2025-01-31 11:14:39,,True,admin
15,JB00004,External Auditor,مكتب مدماك لتدقيق الحسابات,,,current,2025-01-31 11:13:01,,True,admin
167,JB00060,Engineer,وزارة المياه,,,current,2025-01-31 11:15:27,,True,admin
195,JB00066,,Amazon,,,current,2025-01-31 11:15:47,,True,admin
298,JB00105,Sales Engineer,شركة توفيق غرغور وأولاده,,,current,2025-01-31 11:18:44,,True,admin
221,JB00075,Engineer,مؤسسة هبة الهندسيّة,,,current,2025-01-31 11:16:14,,True,admin
91,JB00029,Factory Worker,شركه لصناعة الشوكولاتة,,,current,2025-01-31 11:14:25,,True,admin
2303,JB00290,Account Officer,Windsor Brokers Ltd.,,,current,2025-04-28 00:04:55,,True,admin
264,JB00092,IT Support Officer,شركة معامل النسر للتقطير,,,current,2025-01-31 11:17:17,,True,admin
1264,JB00216,Project Manager,ركين للمقاولات,,,current,2025-03-01 19:37:37,,True,admin
145,JB00054,Bank Employee,بنك الإتحاد,,,current,2025-01-31 11:15:01,,True,admin
315,JB00108,Employee,شركة معامل النسر للتقطير,,,current,2025-01-31 11:22:37,,True,admin
391,JB00130,Employee,شركة معامل النسر للتقطير,,,current,2025-02-01 08:43:18,,True,admin
137,JB00049,Lab Analyst,Philip Morris International,,,current,2025-01-31 11:14:57,,True,admin
263,JB00091,Accountant,شركة الموارس الزراعيّة,,,current,2025-01-31 11:17:16,,True,admin
611,JB00150,Office Manager,شركة نفاع للمحاماة,,,current,2025-02-02 10:18:23,,True,admin
1982,JB00275,Secretary,شركة جوهرة إبن النفيس,,,current,2025-03-22 19:04:27,,True,admin
163,JB00058,Data Entry & Photographer,مكتب معالي الدكتور صخر دودين للاستشارات الهندسيّة,,,current,2025-01-31 11:15:20,,True,admin
705,JB00156,Daily Wage Worker,,,,current,2025-02-03 14:23:56,,True,admin
233,JB00079,Business Owner,,,,current,2025-01-31 11:16:28,,True,admin
223,JB00076,Restaurant Manager,Buffalo Wings and Rings,,,previous,2025-01-31 11:16:16,,True,admin
223,JB00363,Training Manager,Chixter & Pizza Maker,,,previous,2025-01-31 11:16:16,,True,admin
2304,JB00291,Senior Associate Trade Finance,كابيتال بنك,,,current,2025-04-28 18:12:07,,True,admin
1400,JB00244,Full Stack Developer & DevOps,ESKADENIA Software,,,current,2025-03-11 11:25:56,,True,admin
1400,JB00364,Full Stack Developer and Technical Support Engineer,ESKADENIA Software,,,previous,2025-03-11 11:25:56,,True,admin
1256,JB00365,Barista,Qahwa BLK,,,previous,2025-03-01 14:46:42,,True,admin
966,JB00180,Finance Department Intern,الجامعة الأمريكيّة في مادبا,,,current,2025-02-18 13:31:59,,True,admin
124,JB00044,Back Bar,Romero Group,,,current,2025-01-31 11:14:47,,True,admin
278,JB00096,Senior CNC Machine Technician,المركز الأردني للتصميم والتطوير - JODDB,,,current,2025-01-31 11:18:02,,True,admin
1569,JB00256,Planning Engineer,مياهنا,,,current,2025-03-14 12:41:23,,True,admin
59,JB00022,Senior Accountant,Berlitz Language Center,,,current,2025-01-31 11:13:46,,True,admin
267,JB00094,Senior Operations Manager,MCS Mada Cargo Services,,,current,2025-01-31 11:17:21,,True,admin
267,JB00366,Operations Manager,MCS Mada Cargo Services,,,previous,2025-01-31 11:17:21,,True,admin
1308,JB00367,Daily Wage Worker,,,,previous,2025-03-09 20:05:01,,True,admin
318,JB00110,Secretary,روضة وهبة تماري,,,current,2025-01-31 11:23:15,,True,admin
965,JB00353,Logistics Senior Officer,الشركة المركزيّة للتجارة والمركبات,,,current,2025-02-18 13:29:59,,True,admin
313,JB00107,Content Moderator,CsMena,,,current,2025-01-31 11:21:26,,True,admin
253,JB00087,Chief Intellectual Property Officer,طلال ابو غزالة للملكيّة الفكريّة,,,current,2025-01-31 11:17:01,,True,admin
918,JB00179,Executive Operations Manager,Estarta,,,current,2025-02-16 15:32:27,,True,admin
918,JB00368,Tech Incident Management,,,,previous,2025-02-16 15:32:27,,True,admin
138,JB00050,Marketing Manager,شركة أنكل أوساكا للحلويات,,,current,2025-01-31 11:14:58,,True,admin
211,JB00369,,Amazon,,,previous,2025-01-31 11:16:02,,True,admin
211,JB00370,,Smart Buy,,,previous,2025-01-31 11:16:02,,True,admin
2537,JB00302,Sales Representative,مجموعة نقل,,,current,2025-06-19 15:42:54,,True,admin
3077,JB00343,Patents Administrator,Saba & Co. Intellectual Property,,,current,2026-01-26 16:51:49,,True,admin
948,JB00360,Artificial Intelligence Associate,كابيتال بنك,2025-07-01,,current,2025-02-17 13:17:50,,True,admin
948,JB00361,Data Science Intern,مدفوعاتكم,2024-06-30,2025-02-28,previous,2025-02-17 13:17:50,,True,admin
3184,JB00372,Energy Engineer,قعوار للطاقة,,,current,2026-05-28 20:23:50,,True,admin
3188,JB00373,Operations Manager,البنك العربي,,,current,2026-05-29 13:40:34,,True,admin
1126,JB00374,Customer Service Supervisor,Advanced Company,,,current,2026-05-29 15:07:13,,True,admin
1281,JB00351,Senior Operations Executive,International Beverages Consultancy,,,current,2026-05-29 15:27:05,,True,admin
1347,JB00236,Pharmacist,Adatco,,,current,2026-05-29 15:27:35,,True,admin
3238,JB00375,Technical Support Engineer,Microsoft,,,current,2026-07-07 09:53:25,,True,admin
3239,JB00376,Sales Representative,المركز العربي للبصريات,,,current,2026-07-07 09:56:35,,True,admin
3240,JB00377,Customer Service Officer,البنك الأردني الكويتي,,,current,2026-07-07 09:59:17,,True,admin
3241,JB00378,Accountant,Integrated Wood Industry,,,current,2026-07-07 10:02:24,,True,admin
3242,JB00379,Business Development,A2A,,,current,2026-07-07 10:05:35,,True,admin
1304,JB00380,Programmer,Access to Arabia,,,current,2026-07-07 10:08:12,,True,admin
807,JB00381,,Biolab,,,current,2026-07-07 10:10:04,,True,admin
2375,JB00382,Community Manager,Memac Ogilvy,,,current,2026-07-07 10:15:05,,True,admin
680,JB00355,Retail & Store Manager,ملح وزيت,,,current,2026-07-07 10:16:50,,True,admin
680,JB00383,Data Analyst,Ro'ya Media Group,,,current,2026-07-07 10:16:50,,True,admin
680,JB00355,Retail & Store Manager,ملح وزيت,,,current,2025-02-03 02:09:11,2026-07-07 10:16:50,False,admin
1347,JB00236,Pharmacist,,,,current,2025-03-10 15:59:32,2026-05-29 15:27:35,False,admin
1281,JB00351,Senior Operations Executive,IBC,,,current,2025-03-05 08:22:07,2026-05-29 15:27:05,False,admin
3184,JB00372,,قعوار للطاقة,,,current,2026-05-28 13:46:22,2026-05-28 20:23:50,False,admin
3093,JB00371,,قعوار للطاقة,,,current,2026-05-28 13:46:08,2026-05-28 13:46:23,False,admin
