person_youth_group_record_id,age_group,start_date,end_date,scd_active_from,scd_active_to,scd_currently_active_flag,scd_changed_by_user
PRYG000790,الثانوي,,,2025-02-12 22:46:25,,True,admin
PRYG000791,الثانوي,,,2025-02-12 22:52:32,,True,admin
PRYG000792,الثانوي,,,2025-02-12 22:55:43,,True,admin
PRYG000793,العاملة,,,2025-02-12 22:57:23,,True,admin
PRYG000794,الثانوي,,,2025-02-12 22:57:51,,True,admin
PRYG000795,الثانوي,,,2025-02-12 23:09:34,,True,admin
PRYG000796,الثانوي,,,2025-02-12 23:15:02,,True,admin
PRYG000796,الإعدادي,,,2025-02-12 23:15:02,,True,admin
PRYG000797,الثانوي,,,2025-02-12 23:16:47,,True,admin
PRYG000797,الإعدادي,,,2025-02-12 23:16:47,,True,admin
PRYG000797,البراعم,,,2025-02-12 23:16:47,,True,admin
PRYG000798,الثانوي,,,2025-02-12 23:18:26,,True,admin
PRYG000799,البراعم,,,2025-02-13 13:27:32,,True,admin
PRYG000800,الجامعيّة,,,2025-02-13 15:59:30,,True,admin
PRYG000801,الجامعيّة,,,2025-02-13 16:02:45,,True,admin
PRYG000802,الجامعيّة,,,2025-02-13 16:03:29,,True,admin
PRYG000803,الجامعيّة,,,2025-02-13 16:03:40,,True,admin
PRYG000804,الجامعيّة,,,2025-02-13 18:20:11,,True,admin
PRYG000805,الجامعيّة,,,2025-02-13 18:31:07,,True,admin
PRYG000806,البراعم,,,2025-02-15 12:22:06,,True,admin
PRYG000807,البراعم,,,2025-02-15 12:23:31,,True,admin
PRYG000808,البراعم,,,2025-02-15 12:26:18,,True,admin
PRYG000809,البراعم,,,2025-02-15 12:27:11,,True,admin
PRYG000810,البراعم,,,2025-02-15 12:29:18,,True,admin
PRYG000811,البراعم,,,2025-02-15 12:31:02,,True,admin
PRYG000812,البراعم,,,2025-02-15 12:32:21,,True,admin
PRYG000813,البراعم,,,2025-02-15 12:33:14,,True,admin
PRYG000814,البراعم,,,2025-02-15 12:33:40,,True,admin
PRYG000815,الثانوي,,,2025-02-15 12:51:49,,True,admin
PRYG000816,الثانوي,,,2025-02-15 12:55:26,,True,admin
PRYG000817,البراعم,,,2025-02-15 13:05:08,,True,admin
PRYG000818,البراعم,,,2025-02-15 13:11:55,,True,admin
PRYG000819,البراعم,,,2025-02-15 13:15:50,,True,admin
PRYG000820,الثانوي,,,2025-02-15 13:19:45,,True,admin
PRYG000821,البراعم,,,2025-02-15 13:38:35,,True,admin
PRYG000822,الثانوي,,,2025-02-15 14:50:54,,True,admin
PRYG000823,البراعم,,,2025-02-15 15:26:22,,True,admin
PRYG000824,البراعم,,,2025-02-15 15:28:07,,True,admin
PRYG000825,الثانوي,,,2025-02-15 17:11:32,,True,admin
PRYG000826,الثانوي,,,2025-02-15 17:19:35,,True,admin
PRYG000827,الثانوي,,,2025-02-15 17:21:23,,True,admin
PRYG000828,الثانوي,,,2025-02-15 17:30:51,,True,admin
PRYG000829,الثانوي,,,2025-02-15 18:38:58,,True,admin
PRYG000830,البراعم,,,2025-02-15 18:59:41,,True,admin
PRYG000831,البراعم,,,2025-02-15 19:01:05,,True,admin
PRYG000832,الثانوي,,,2025-02-15 19:05:12,,True,admin
PRYG000833,البراعم,,,2025-02-15 19:34:17,,True,admin
PRYG000834,الثانوي,,,2025-02-15 20:20:24,,True,admin
PRYG000835,الثانوي,,,2025-02-15 20:28:54,,True,admin
PRYG000836,الثانوي,,,2025-02-15 20:49:32,,True,admin
PRYG000837,الثانوي,,,2025-02-15 20:51:14,,True,admin
PRYG000838,الثانوي,,,2025-02-15 20:56:17,,True,admin
PRYG000839,الثانوي,,,2025-02-15 21:01:43,,True,admin
PRYG000840,البراعم,,,2025-02-16 08:39:42,,True,admin
PRYG000841,الثانوي,,,2025-02-16 10:39:38,,True,admin
PRYG000842,البراعم,,,2025-02-16 10:42:01,,True,admin
PRYG000843,الثانوي,,,2025-02-16 15:04:50,,True,admin
PRYG000844,العاملة,,,2025-02-16 15:32:27,,True,admin
PRYG000845,البراعم,,,2025-02-16 16:17:48,,True,admin
PRYG000846,الإعدادي,,,2025-02-16 22:19:52,,True,admin
PRYG000847,الإعدادي,,,2025-02-16 22:22:17,,True,admin
PRYG000848,الإعدادي,,,2025-02-16 22:28:04,,True,admin
PRYG000849,الإعدادي,,,2025-02-16 22:31:46,,True,admin
PRYG000850,الإعدادي,,,2025-02-16 22:34:36,,True,admin
PRYG000851,الإعدادي,,,2025-02-16 22:38:01,,True,admin
PRYG000852,الإعدادي,,,2025-02-16 22:41:41,,True,admin
PRYG000853,الإعدادي,,,2025-02-16 23:00:12,,True,admin
PRYG000854,الإعدادي,,,2025-02-16 23:01:54,,True,admin
PRYG000855,الإعدادي,,,2025-02-16 23:03:25,,True,admin
PRYG000856,الإعدادي,,,2025-02-16 23:05:38,,True,admin
PRYG000857,الإعدادي,,,2025-02-16 23:07:31,,True,admin
PRYG000858,الإعدادي,,,2025-02-16 23:07:35,,True,admin
PRYG000859,الإعدادي,,,2025-02-16 23:09:17,,True,admin
PRYG000860,الإعدادي,,,2025-02-16 23:11:33,,True,admin
PRYG000861,الإعدادي,,,2025-02-16 23:11:37,,True,admin
PRYG000862,الإعدادي,,,2025-02-16 23:13:36,,True,admin
PRYG000863,الإعدادي,,,2025-02-16 23:14:19,,True,admin
PRYG000864,الإعدادي,,,2025-02-16 23:16:18,,True,admin
PRYG000865,الإعدادي,,,2025-02-16 23:17:02,,True,admin
PRYG000866,الإعدادي,,,2025-02-16 23:17:59,,True,admin
PRYG000867,الإعدادي,,,2025-02-16 23:19:41,,True,admin
PRYG000868,الإعدادي,,,2025-02-16 23:24:53,,True,admin
PRYG000869,الإعدادي,,,2025-02-16 23:28:21,,True,admin
PRYG000870,الإعدادي,,,2025-02-16 23:30:48,,True,admin
PRYG000871,الإعدادي,,,2025-02-16 23:32:38,,True,admin
PRYG000872,الإعدادي,,,2025-02-16 23:34:41,,True,admin
PRYG000873,الإعدادي,,,2025-02-16 23:36:28,,True,admin
PRYG000874,الإعدادي,,,2025-02-17 15:16:36,,True,admin
PRYG000875,الإعدادي,,,2025-02-17 15:26:05,,True,admin
PRYG000876,الإعدادي,,,2025-02-17 15:28:31,,True,admin
PRYG000877,الإعدادي,,,2025-02-17 15:30:42,,True,admin
PRYG000878,الإعدادي,,,2025-02-17 15:32:25,,True,admin
PRYG000879,الإعدادي,,,2025-02-17 15:34:07,,True,admin
PRYG000880,الإعدادي,,,2025-02-17 15:36:16,,True,admin
PRYG000881,الإعدادي,,,2025-02-17 15:39:54,,True,admin
PRYG000882,الإعدادي,,,2025-02-17 15:41:47,,True,admin
PRYG000883,الإعدادي,,,2025-02-17 15:45:46,,True,admin
PRYG000884,البراعم,,,2025-02-18 12:54:47,,True,admin
PRYG000885,البراعم,,,2025-02-18 12:56:46,,True,admin
PRYG000886,البراعم,,,2025-02-18 13:05:30,,True,admin
PRYG000887,البراعم,,,2025-02-18 13:15:55,,True,admin
PRYG000888,البراعم,,,2025-02-18 13:18:05,,True,admin
PRYG000889,البراعم,,,2025-02-18 13:20:23,,True,admin
PRYG000890,العاملة,,,2025-02-18 13:31:59,,True,admin
PRYG000891,الجامعيّة,,,2025-02-18 13:32:13,,True,admin
PRYG000892,العاملة,,,2025-02-18 13:33:25,,True,admin
PRYG000893,الجامعيّة,,,2025-02-18 13:33:48,,True,admin
PRYG000894,الجامعيّة,,,2025-02-18 13:33:58,,True,admin
PRYG000895,الجامعيّة,,,2025-02-18 13:35:20,,True,admin
PRYG000896,البراعم,,,2025-02-18 13:36:11,,True,admin
PRYG000897,العاملة,,,2025-02-18 13:36:21,,True,admin
PRYG000898,البراعم,,,2025-02-18 13:37:37,,True,admin
PRYG000899,العاملة,,,2025-02-18 13:46:02,,True,admin
PRYG000900,الجامعيّة,,,2025-02-18 13:50:10,,True,admin
PRYG000901,الجامعيّة,,,2025-02-18 13:57:23,,True,admin
PRYG000902,الجامعيّة,,,2025-02-18 14:04:17,,True,admin
PRYG000903,الجامعيّة,,,2025-02-18 14:06:50,,True,admin
PRYG000904,الجامعيّة,,,2025-02-18 14:26:08,,True,admin
PRYG000905,الجامعيّة,,,2025-02-18 14:56:45,,True,admin
PRYG000906,الجامعيّة,,,2025-02-18 15:02:57,,True,admin
PRYG000907,الجامعيّة,,,2025-02-18 15:07:07,,True,admin
PRYG000908,الجامعيّة,,,2025-02-18 15:07:25,,True,admin
PRYG000909,العاملة,,,2025-02-18 15:08:05,,True,admin
PRYG000910,الجامعيّة,,,2025-02-18 15:09:34,,True,admin
PRYG000911,الجامعيّة,,,2025-02-18 15:51:38,,True,admin
PRYG000912,الجامعيّة,,,2025-02-18 18:08:19,,True,admin
PRYG000913,الجامعيّة,,,2025-02-18 19:13:12,,True,admin
PRYG000914,العاملة,,,2025-02-18 19:16:15,,True,admin
PRYG000915,الجامعيّة,,,2025-02-18 19:49:42,,True,admin
PRYG000916,الجامعيّة,,,2025-02-18 20:25:53,,True,admin
PRYG000917,الثانوي,,,2025-02-18 20:34:49,,True,admin
PRYG000918,البراعم,,,2025-02-18 20:48:07,,True,admin
PRYG000919,البراعم,,,2025-02-18 20:50:31,,True,admin
PRYG000920,الجامعيّة,,,2025-02-18 20:53:52,,True,admin
PRYG000921,الثانوي,,,2025-02-18 21:04:53,,True,admin
PRYG000922,الجامعيّة,,,2025-02-18 22:37:54,,True,admin
PRYG000923,الجامعيّة,,,2025-02-19 14:20:19,,True,admin
PRYG000924,البراعم,,,2025-02-19 21:36:11,,True,admin
PRYG000925,البراعم,,,2025-02-19 21:50:57,,True,admin
PRYG000926,البراعم,,,2025-02-19 21:56:53,,True,admin
PRYG000927,البراعم,,,2025-02-19 21:57:54,,True,admin
PRYG000928,البراعم,,,2025-02-19 21:59:16,,True,admin
PRYG000929,البراعم,,,2025-02-19 21:59:56,,True,admin
PRYG000930,البراعم,,,2025-02-19 22:00:04,,True,admin
PRYG000931,البراعم,,,2025-02-19 22:02:28,,True,admin
PRYG000932,البراعم,,,2025-02-19 22:04:12,,True,admin
PRYG000933,البراعم,,,2025-02-19 22:07:07,,True,admin
PRYG000934,البراعم,,,2025-02-19 22:08:11,,True,admin
PRYG000935,البراعم,,,2025-02-19 22:10:16,,True,admin
PRYG000936,البراعم,,,2025-02-19 22:11:08,,True,admin
PRYG000937,البراعم,,,2025-02-19 22:11:23,,True,admin
PRYG000938,البراعم,,,2025-02-19 22:12:53,,True,admin
PRYG000939,البراعم,,,2025-02-19 22:14:04,,True,admin
PRYG000940,البراعم,,,2025-02-19 22:14:15,,True,admin
PRYG000941,البراعم,,,2025-02-19 22:15:52,,True,admin
PRYG000942,البراعم,,,2025-02-19 22:16:32,,True,admin
PRYG000943,البراعم,,,2025-02-19 22:16:52,,True,admin
PRYG000944,البراعم,,,2025-02-19 22:18:40,,True,admin
PRYG000945,البراعم,,,2025-02-19 22:19:09,,True,admin
PRYG000946,البراعم,,,2025-02-19 22:19:33,,True,admin
PRYG000947,البراعم,,,2025-02-19 22:21:12,,True,admin
PRYG000948,البراعم,,,2025-02-19 22:23:46,,True,admin
PRYG000949,البراعم,,,2025-02-19 22:25:05,,True,admin
PRYG000950,البراعم,,,2025-02-19 22:31:35,,True,admin
PRYG000951,البراعم,,,2025-02-19 22:33:39,,True,admin
PRYG000952,البراعم,,,2025-02-19 22:33:43,,True,admin
PRYG000953,البراعم,,,2025-02-19 22:35:34,,True,admin
PRYG000954,البراعم,,,2025-02-19 22:37:26,,True,admin
PRYG000955,البراعم,,,2025-02-19 22:41:03,,True,admin
PRYG000956,البراعم,,,2025-02-19 22:45:33,,True,admin
PRYG000957,البراعم,,,2025-02-19 23:01:19,,True,admin
PRYG000958,البراعم,,,2025-02-19 23:03:08,,True,admin
PRYG000959,البراعم,,,2025-02-19 23:05:39,,True,admin
PRYG000960,البراعم,,,2025-02-19 23:07:03,,True,admin
PRYG000961,البراعم,,,2025-02-19 23:08:18,,True,admin
PRYG000962,البراعم,,,2025-02-19 23:09:59,,True,admin
PRYG000963,البراعم,,,2025-02-20 00:02:24,,True,admin
PRYG000964,البراعم,,,2025-02-20 00:04:51,,True,admin
PRYG000965,البراعم,,,2025-02-20 00:07:28,,True,admin
PRYG000966,البراعم,,,2025-02-20 00:09:17,,True,admin
PRYG000967,البراعم,,,2025-02-20 00:11:13,,True,admin
PRYG000968,البراعم,,,2025-02-20 00:12:35,,True,admin
PRYG000969,البراعم,,,2025-02-20 00:13:57,,True,admin
PRYG000970,البراعم,,,2025-02-20 14:52:59,,True,admin
PRYG000971,البراعم,,,2025-02-20 14:55:11,,True,admin
PRYG000972,البراعم,,,2025-02-20 15:06:12,,True,admin
PRYG000973,البراعم,,,2025-02-20 15:09:37,,True,admin
PRYG000974,الثانوي,,,2025-02-20 17:55:52,,True,admin
PRYG000975,العاملة,,,2025-02-20 20:47:40,,True,admin
PRYG000976,الجامعيّة,,,2025-02-21 16:40:14,,True,admin
PRYG000977,البراعم,,,2025-02-21 16:43:02,,True,admin
PRYG000978,العاملة,,,2025-02-21 17:44:07,,True,admin
PRYG000979,العاملة,,,2025-02-21 18:26:27,,True,admin
PRYG000980,الجامعيّة,,,2025-02-21 21:17:31,,True,admin
PRYG000981,العاملة,,,2025-02-21 21:18:34,,True,admin
PRYG000982,الجامعيّة,,,2025-02-21 21:58:35,,True,admin
PRYG000983,الإعدادي,,,2025-02-21 22:03:18,,True,admin
PRYG000984,العاملة,,,2025-02-21 22:04:16,,True,admin
PRYG000985,العاملة,,,2025-02-21 22:07:23,,True,admin
PRYG000986,العاملة,,,2025-02-21 22:38:31,,True,admin
PRYG000987,العاملة,,,2025-02-21 22:59:56,,True,admin
PRYG000988,العاملة,,,2025-02-21 23:16:04,,True,admin
PRYG000989,الثانوي,,,2025-02-22 04:10:28,,True,admin
PRYG000990,الجامعيّة,,,2025-02-22 10:48:20,,True,admin
PRYG000991,الثانوي,,,2025-02-22 13:51:34,,True,admin
PRYG000992,الجامعيّة,,,2025-02-22 15:20:19,,True,admin
PRYG000993,الإعدادي,,,2025-02-22 15:35:27,,True,admin
PRYG000994,الجامعيّة,,,2025-02-22 15:41:13,,True,admin
PRYG000995,الإعدادي,,,2025-02-22 15:42:22,,True,admin
PRYG000996,الإعدادي,,,2025-02-22 15:43:08,,True,admin
PRYG000997,البراعم,,,2025-02-22 15:46:24,,True,admin
PRYG000998,البراعم,,,2025-02-22 15:48:24,,True,admin
PRYG000999,الإعدادي,,,2025-02-22 15:48:24,,True,admin
PRYG001000,الإعدادي,,,2025-02-22 15:50:05,,True,admin
PRYG001001,الإعدادي,,,2025-02-22 15:52:51,,True,admin
PRYG001002,البراعم,,,2025-02-22 15:57:48,,True,admin
PRYG001003,البراعم,,,2025-02-22 15:59:19,,True,admin
PRYG001004,البراعم,,,2025-02-22 16:03:07,,True,admin
PRYG001005,البراعم,,,2025-03-30 12:49:24,,True,admin
PRYG001006,البراعم,,,2025-02-22 16:04:46,,True,admin
PRYG001007,البراعم,,,2025-03-30 12:51:31,,True,admin
PRYG001008,البراعم,,,2025-02-22 16:05:54,,True,admin
PRYG001009,البراعم,,,2025-02-22 16:06:03,,True,admin
PRYG001010,البراعم,,,2025-02-22 16:07:38,,True,admin
PRYG001011,البراعم,,,2025-02-22 16:13:12,,True,admin
PRYG001012,الإعدادي,,,2025-02-22 16:31:54,,True,admin
PRYG001013,الإعدادي,,,2025-02-22 16:33:18,,True,admin
PRYG001014,الإعدادي,,,2025-02-22 16:34:28,,True,admin
PRYG001015,الإعدادي,,,2025-02-22 16:42:54,,True,admin
PRYG001016,البراعم,,,2025-02-22 17:01:30,,True,admin
PRYG001017,البراعم,,,2025-02-22 17:03:50,,True,admin
PRYG001018,البراعم,,,2025-02-22 17:09:38,,True,admin
PRYG001019,البراعم,,,2025-02-22 17:11:01,,True,admin
PRYG001020,البراعم,,,2025-02-22 17:16:12,,True,admin
PRYG001021,البراعم,,,2025-02-22 17:18:50,,True,admin
PRYG001022,البراعم,,,2025-02-22 17:20:18,,True,admin
PRYG001023,البراعم,,,2025-02-22 17:28:46,,True,admin
PRYG001024,الإعدادي,,,2025-02-22 17:31:07,,True,admin
PRYG001025,البراعم,,,2025-02-22 17:33:53,,True,admin
PRYG001026,البراعم,,,2025-02-22 17:57:51,,True,admin
PRYG001027,العاملة,,,2025-02-22 18:02:15,,True,admin
PRYG001028,البراعم,,,2025-02-22 18:04:24,,True,admin
PRYG001029,الإعدادي,,,2025-02-22 18:12:15,,True,admin
PRYG001030,البراعم,,,2025-02-22 18:35:37,,True,admin
PRYG001031,البراعم,,,2025-02-22 18:37:17,,True,admin
PRYG001032,البراعم,,,2025-02-22 18:39:51,,True,admin
PRYG001033,العاملة,,,2025-02-22 18:57:26,,True,admin
PRYG001034,الإعدادي,,,2025-02-22 20:17:24,,True,admin
PRYG001035,الجامعيّة,,,2025-02-22 20:44:35,,True,admin
PRYG001036,الجامعيّة,,,2025-02-22 21:21:29,,True,admin
PRYG001037,الثانوي,,,2025-02-22 22:02:30,,True,admin
PRYG001038,البراعم,,,2025-02-22 22:09:13,,True,admin
PRYG001039,البراعم,,,2025-02-22 22:10:51,,True,admin
PRYG001040,البراعم,,,2025-02-22 22:15:09,,True,admin
PRYG001041,الجامعيّة,,,2025-02-22 22:57:47,,True,admin
PRYG001042,العاملة,,,2025-02-22 23:45:55,,True,admin
PRYG001043,الجامعيّة,,,2025-02-22 23:57:41,,True,admin
PRYG001044,الإعدادي,,,2025-02-23 09:41:48,,True,admin
PRYG001045,العاملة,,,2025-02-23 10:49:17,,True,admin
PRYG001046,الجامعيّة,,,2025-02-23 11:22:23,,True,admin
PRYG001047,البراعم,,,2025-02-23 13:00:39,,True,admin
PRYG001048,البراعم,,,2025-02-23 14:43:51,,True,admin
PRYG001049,الجامعيّة,,,2025-02-23 14:49:10,,True,admin
PRYG001050,العاملة,,,2025-02-23 14:49:46,,True,admin
PRYG001051,البراعم,,,2025-02-23 14:51:06,,True,admin
PRYG001052,البراعم,,,2025-02-23 14:51:16,,True,admin
PRYG001053,العاملة,,,2025-02-23 14:55:49,,True,admin
PRYG001054,الجامعيّة,,,2025-02-23 14:58:17,,True,admin
PRYG001055,العاملة,,,2025-02-23 15:06:49,,True,admin
PRYG001056,العاملة,,,2025-02-23 15:12:18,,True,admin
PRYG001057,البراعم,,,2025-02-23 15:17:00,,True,admin
PRYG001058,البراعم,,,2025-02-23 15:19:50,,True,admin
PRYG001059,البراعم,,,2025-02-23 15:23:37,,True,admin
PRYG001060,الجامعيّة,,,2025-02-23 15:25:04,,True,admin
PRYG001061,البراعم,,,2025-02-23 16:08:48,,True,admin
PRYG001062,الإعدادي,,,2025-02-23 16:47:25,,True,admin
PRYG001063,الإعدادي,,,2025-02-23 16:48:07,,True,admin
PRYG001064,الإعدادي,,,2025-02-23 16:48:58,,True,admin
PRYG001065,الإعدادي,,,2025-02-23 16:48:59,,True,admin
PRYG001066,البراعم,,,2025-02-23 16:50:44,,True,admin
PRYG001067,الإعدادي,,,2025-02-23 16:51:55,,True,admin
PRYG001068,البراعم,,,2025-02-23 16:52:11,,True,admin
PRYG001069,الإعدادي,,,2025-02-23 16:54:06,,True,admin
PRYG001070,الإعدادي,,,2025-02-23 16:54:10,,True,admin
PRYG001071,الإعدادي,,,2025-02-23 17:01:28,,True,admin
PRYG001072,العاملة,,,2025-02-23 17:07:15,,True,admin
PRYG001073,الإعدادي,,,2025-02-23 17:08:27,,True,admin
PRYG001074,الجامعيّة,,,2025-02-23 17:12:12,,True,admin
PRYG001075,الإعدادي,,,2025-02-23 17:34:58,,True,admin
PRYG001076,الثانوي,,,2025-02-23 19:23:16,,True,admin
PRYG001077,الإعدادي,,,2025-02-23 19:25:01,,True,admin
PRYG001078,العاملة,,,2025-02-23 19:27:20,,True,admin
PRYG001079,الإعدادي,,,2025-02-23 19:27:22,,True,admin
PRYG001080,الثانوي,,,2025-02-23 19:27:46,,True,admin
PRYG001081,الثانوي,,,2025-02-23 19:27:54,,True,admin
PRYG001082,الثانوي,,,2025-02-23 19:29:26,,True,admin
PRYG001083,الثانوي,,,2025-02-23 19:29:31,,True,admin
PRYG001084,الثانوي,,,2025-02-23 19:30:23,,True,admin
PRYG001085,الثانوي,,,2025-02-23 19:30:44,,True,admin
PRYG001086,الثانوي,,,2025-02-23 19:35:32,,True,admin
PRYG001087,الثانوي,,,2025-02-23 19:37:14,,True,admin
PRYG001088,الإعدادي,,,2025-02-23 19:42:54,,True,admin
PRYG001089,الثانوي,,,2025-02-23 19:44:22,,True,admin
PRYG001090,الثانوي,,,2025-02-23 19:48:35,,True,admin
PRYG001091,الإعدادي,,,2025-02-23 20:07:22,,True,admin
PRYG001092,الإعدادي,,,2025-02-23 20:08:59,,True,admin
PRYG001093,الإعدادي,,,2025-02-23 20:10:50,,True,admin
PRYG001094,الإعدادي,,,2025-02-23 20:21:29,,True,admin
PRYG001095,البراعم,,,2025-02-23 20:23:57,,True,admin
PRYG001096,الثانوي,,,2025-02-23 20:31:32,,True,admin
PRYG001097,الإعدادي,,,2025-02-23 20:37:15,,True,admin
PRYG001098,الثانوي,,,2025-02-23 20:38:52,,True,admin
PRYG001099,البراعم,,,2025-02-23 21:25:41,,True,admin
PRYG001100,البراعم,,,2025-02-23 21:33:02,,True,admin
PRYG001101,الإعدادي,,,2025-02-23 21:39:02,,True,admin
PRYG001102,الثانوي,,,2025-02-23 22:46:56,,True,admin
PRYG001103,الجامعيّة,,,2025-02-23 22:47:43,,True,admin
PRYG001104,الثانوي,,,2025-02-23 23:17:52,,True,admin
PRYG001105,الإعدادي,,,2025-02-23 23:21:10,,True,admin
PRYG001106,الإعدادي,,,2025-02-23 23:23:27,,True,admin
PRYG001107,الإعدادي,,,2025-02-24 06:35:03,,True,admin
PRYG001108,الثانوي,,,2025-02-24 07:13:32,,True,admin
PRYG001109,العاملة,,,2025-02-24 10:19:23,,True,admin
PRYG001110,الثانوي,,,2025-02-24 11:15:23,,True,admin
PRYG001111,الإعدادي,,,2025-02-24 14:22:58,,True,admin
PRYG001112,الثانوي,,,2025-02-24 14:53:59,,True,admin
PRYG001113,الثانوي,,,2025-02-24 15:10:53,,True,admin
PRYG001114,الإعدادي,,,2025-02-24 15:22:28,,True,admin
PRYG001115,العاملة,,,2025-02-24 15:35:46,,True,admin
PRYG001116,الثانوي,,,2025-02-24 15:51:36,,True,admin
PRYG001117,الثانوي,,,2025-02-24 17:58:10,,True,admin
PRYG001118,الجامعيّة,,,2025-02-24 18:57:34,,True,admin
PRYG001119,الجامعيّة,,,2025-02-24 19:28:12,,True,admin
PRYG001120,العاملة,,,2025-02-24 20:50:30,,True,admin
PRYG001121,العاملة,,,2025-02-24 21:06:24,,True,admin
PRYG001122,الإعدادي,,,2025-02-24 21:13:12,,True,admin
PRYG001123,الإعدادي,,,2025-02-24 21:13:28,,True,admin
PRYG001124,الإعدادي,,,2025-02-24 21:14:37,,True,admin
PRYG001125,الإعدادي,,,2025-02-24 21:15:22,,True,admin
PRYG001126,الإعدادي,,,2025-02-24 21:36:34,,True,admin
PRYG001127,الإعدادي,,,2025-02-24 23:51:46,,True,admin
PRYG001128,العاملة,,,2025-02-25 00:56:23,,True,admin
PRYG001129,العاملة,,,2025-02-25 10:20:48,,True,admin
PRYG001130,الثانوي,,,2025-02-25 16:37:19,,True,admin
PRYG001131,الإعدادي,,,2025-02-25 16:38:45,,True,admin
PRYG001132,البراعم,,,2025-02-25 16:40:35,,True,admin
PRYG001133,الإعدادي,,,2025-02-25 17:25:36,,True,admin
PRYG001134,الإعدادي,,,2025-02-25 17:28:01,,True,admin
PRYG001135,الإعدادي,,,2025-02-25 20:28:35,,True,admin
PRYG001136,الإعدادي,,,2025-02-25 21:24:17,,True,admin
PRYG001137,الإعدادي,,,2025-02-25 21:27:02,,True,admin
PRYG001138,الإعدادي,,,2025-02-25 21:29:01,,True,admin
PRYG001139,الإعدادي,,,2025-02-25 22:51:43,,True,admin
PRYG001140,العاملة,,,2025-02-26 14:00:52,,True,admin
PRYG001141,الثانوي,,,2025-02-26 14:45:08,,True,admin
PRYG001142,الإعدادي,,,2025-02-26 22:27:22,,True,admin
PRYG001143,الجامعيّة,,,2025-02-27 00:16:10,,True,admin
PRYG001144,الجامعيّة,,,2025-02-27 01:09:45,,True,admin
PRYG001145,البراعم,,,2025-02-27 12:33:59,,True,admin
PRYG001146,الجامعيّة,,,2025-02-27 14:19:35,,True,admin
PRYG001147,الإعدادي,,,2025-02-27 15:13:03,,True,admin
PRYG001148,الإعدادي,,,2025-02-27 15:43:20,,True,admin
PRYG001149,الإعدادي,,,2025-03-14 12:56:03,,True,admin
PRYG001150,البراعم,,,2025-02-27 15:54:48,,True,admin
PRYG001151,البراعم,,,2025-02-27 15:56:33,,True,admin
PRYG001152,الجامعيّة,,,2025-02-27 17:08:53,,True,admin
PRYG001153,الجامعيّة,,,2025-02-27 17:13:25,,True,admin
PRYG001154,الإعدادي,,,2025-02-27 18:03:13,,True,admin
PRYG001155,الإعدادي,,,2025-02-27 18:03:49,,True,admin
PRYG001156,الإعدادي,,,2025-02-27 18:03:49,,True,admin
PRYG001157,الإعدادي,,,2025-02-27 18:04:03,,True,admin
PRYG001158,الإعدادي,,,2025-02-27 18:04:19,,True,admin
PRYG001159,الإعدادي,,,2025-02-27 18:05:19,,True,admin
PRYG001160,الإعدادي,,,2025-02-27 18:05:53,,True,admin
PRYG001161,الإعدادي,,,2025-02-27 18:06:53,,True,admin
PRYG001162,الإعدادي,,,2025-02-27 18:07:05,,True,admin
PRYG001163,الإعدادي,,,2025-02-27 18:08:07,,True,admin
PRYG001164,الثانوي,,,2025-03-13 14:47:32,,True,admin
PRYG001165,الإعدادي,,,2025-02-27 18:09:04,,True,admin
PRYG001166,الإعدادي,,,2025-02-27 19:58:09,,True,admin
PRYG001167,الثانوي,,,2025-02-27 21:19:22,,True,admin
PRYG001168,الجامعيّة,,,2025-02-28 03:21:59,,True,admin
PRYG001169,البراعم,,,2025-02-28 10:24:26,,True,admin
PRYG001170,الإعدادي,,,2025-02-28 11:58:58,,True,admin
PRYG001171,الإعدادي,,,2025-02-28 12:02:07,,True,admin
PRYG001172,البراعم,,,2025-02-28 12:05:35,,True,admin
PRYG001173,الجامعيّة,,,2025-02-28 19:29:06,,True,admin
PRYG001174,الجامعيّة,,,2025-02-28 20:13:47,,True,admin
PRYG001175,الثانوي,,,2025-03-01 11:14:08,,True,admin
PRYG001176,الثانوي,,,2025-03-01 13:37:50,,True,admin
PRYG001177,الجامعيّة,,,2025-03-01 14:46:42,,True,admin
PRYG001178,الإعدادي,,,2025-03-01 15:01:24,,True,admin
PRYG001179,البراعم,,,2025-03-01 16:20:56,,True,admin
PRYG001180,الجامعيّة,,,2025-03-01 16:33:30,,True,admin
PRYG001181,الثانوي,,,2025-03-01 18:30:19,,True,admin
PRYG001182,العاملة,,,2025-03-01 18:53:40,,True,admin
PRYG001183,الثانوي,,,2025-03-01 19:22:23,,True,admin
PRYG001184,الثانوي,,,2025-03-01 19:23:29,,True,admin
PRYG001185,العاملة,,,2025-03-01 19:41:21,,True,admin
PRYG001186,البراعم,,,2025-03-01 20:50:31,,True,admin
PRYG001187,البراعم,,,2025-03-01 20:52:06,,True,admin
PRYG001188,الإعدادي,,,2025-03-01 21:04:08,,True,admin
PRYG001189,البراعم,,,2025-03-03 08:22:43,,True,admin
PRYG001190,الجامعيّة,,,2025-03-04 11:53:22,,True,admin
PRYG001191,العاملة,,,2025-03-04 12:17:03,,True,admin
PRYG001192,العاملة,,,2025-03-04 12:56:36,,True,admin
PRYG001193,الثانوي,,,2025-03-04 13:38:27,,True,admin
PRYG001194,الجامعيّة,,,2025-03-04 14:06:58,,True,admin
