school_record_id,grade,scd_active_from,scd_active_to,scd_currently_active_flag,scd_changed_by_user
SC000458,الصف الرابع,2025-02-18 13:36:11,,True,admin
SC000458,الصف الخامس,2025-02-18 13:36:11,,True,admin
SC000459,الروضة الكبرى (KG2),2025-02-18 13:37:37,,True,admin
SC000459,الصف الأول,2025-02-18 13:37:37,,True,admin
SC000460,الصف العاشر,2025-02-18 20:34:49,,True,admin
SC000460,الصف الحادي عشر (الأول ثانوي),2025-02-18 20:34:49,,True,admin
SC000461,الصف الثالث,2025-02-18 20:48:07,,True,admin
SC000461,الصف الرابع,2025-02-18 20:48:07,,True,admin
SC000462,الصف الأول,2025-02-18 20:50:31,,True,admin
SC000462,الصف الثاني,2025-02-18 20:50:31,,True,admin
SC000463,الصف العاشر,2025-02-18 21:04:53,,True,admin
SC000463,الصف الحادي عشر (الأول ثانوي),2025-02-18 21:04:53,,True,admin
SC000464,الروضة الكبرى (KG2),2025-02-19 21:36:11,,True,admin
SC000464,الصف الأول,2025-02-19 21:36:11,,True,admin
SC000465,الصف الثاني,2025-02-19 21:50:57,,True,admin
SC000465,الصف الثالث,2025-02-19 21:50:57,,True,admin
SC000466,الصف الخامس,2025-02-19 21:56:53,,True,admin
SC000466,الصف السادس,2025-02-19 21:56:53,,True,admin
SC000467,الصف الثالث,2025-02-19 21:57:54,,True,admin
SC000467,الصف الرابع,2025-02-19 21:57:54,,True,admin
SC000468,الصف الخامس,2025-02-19 21:59:16,,True,admin
SC000468,الصف السادس,2025-02-19 21:59:16,,True,admin
SC000469,الصف الرابع,2025-02-19 21:59:56,,True,admin
SC000469,الصف الخامس,2025-02-19 21:59:56,,True,admin
SC000470,الصف الأول,2025-02-19 22:00:04,,True,admin
SC000470,الصف الثاني,2025-02-19 22:00:04,,True,admin
SC000471,الصف الثاني,2025-02-19 22:02:28,,True,admin
SC000471,الصف الثالث,2025-02-19 22:02:28,,True,admin
SC000472,الصف الرابع,2025-02-19 22:04:12,,True,admin
SC000472,الصف الخامس,2025-02-19 22:04:12,,True,admin
SC000473,الصف الثاني,2025-02-19 22:07:07,,True,admin
SC000473,الصف الثالث,2025-02-19 22:07:07,,True,admin
SC000474,الصف الثالث,2025-02-19 22:08:11,,True,admin
SC000474,الصف الرابع,2025-02-19 22:08:11,,True,admin
SC000475,الصف الثالث,2025-02-19 22:10:16,,True,admin
SC000475,الصف الرابع,2025-02-19 22:10:16,,True,admin
SC000476,الروضة الصغرى (KG1),2025-02-19 22:11:08,,True,admin
SC000477,الصف الثاني,2025-02-19 22:11:23,,True,admin
SC000477,الصف الثالث,2025-02-19 22:11:23,,True,admin
SC000478,الروضة الكبرى (KG2),2025-02-19 22:12:53,,True,admin
SC000478,الصف الأول,2025-02-19 22:12:53,,True,admin
SC000479,الروضة الكبرى (KG2),2025-02-19 22:14:04,,True,admin
SC000479,الصف الأول,2025-02-19 22:14:04,,True,admin
SC000480,الصف الثالث,2025-02-19 22:14:15,,True,admin
SC000480,الصف الرابع,2025-02-19 22:14:15,,True,admin
SC000481,الصف الرابع,2025-02-19 22:15:52,,True,admin
SC000481,الصف الخامس,2025-02-19 22:15:52,,True,admin
SC000482,الصف الأول,2025-02-19 22:16:32,,True,admin
SC000482,الصف الثاني,2025-02-19 22:16:32,,True,admin
SC000483,الصف الثاني,2025-02-19 22:16:52,,True,admin
SC000483,الصف الثالث,2025-02-19 22:16:52,,True,admin
SC000484,الصف الثاني,2025-02-19 22:18:40,,True,admin
SC000484,الصف الثالث,2025-02-19 22:18:40,,True,admin
SC000485,الصف الثاني,2025-02-19 22:19:09,,True,admin
SC000485,الصف الثالث,2025-02-19 22:19:09,,True,admin
SC000486,الصف الثاني,2025-02-19 22:19:33,,True,admin
SC000486,الصف الثالث,2025-02-19 22:19:33,,True,admin
SC000487,الروضة الكبرى (KG2),2025-02-19 22:21:12,,True,admin
SC000487,الصف الأول,2025-02-19 22:21:12,,True,admin
SC000488,الصف الثالث,2025-02-19 22:23:46,,True,admin
SC000488,الصف الرابع,2025-02-19 22:23:46,,True,admin
SC000489,الصف الثالث,2025-02-19 22:25:05,,True,admin
SC000489,الصف الرابع,2025-02-19 22:25:05,,True,admin
SC000490,الروضة الكبرى (KG2),2025-02-19 22:31:35,,True,admin
SC000490,الصف الأول,2025-02-19 22:31:35,,True,admin
SC000491,الروضة الصغرى (KG1),2025-02-19 22:33:39,,True,admin
SC000492,الصف الأول,2025-02-19 22:33:43,,True,admin
SC000492,الصف الثاني,2025-02-19 22:33:43,,True,admin
SC000493,الروضة الكبرى (KG2),2025-02-19 22:35:34,,True,admin
SC000493,الصف الأول,2025-02-19 22:35:34,,True,admin
SC000494,الصف الأول,2025-02-19 22:37:26,,True,admin
SC000494,الصف الثاني,2025-02-19 22:37:26,,True,admin
SC000495,الصف الأول,2025-02-19 22:41:03,,True,admin
SC000495,الصف الثاني,2025-02-19 22:41:03,,True,admin
SC000496,الروضة الكبرى (KG2),2025-02-19 22:45:33,,True,admin
SC000496,الصف الأول,2025-02-19 22:45:33,,True,admin
SC000497,الروضة الصغرى (KG1),2025-02-19 23:01:19,,True,admin
SC000497,الروضة الكبرى (KG2),2025-02-19 23:01:19,,True,admin
SC000498,الصف الأول,2025-02-19 23:03:08,,True,admin
SC000498,الصف الثاني,2025-02-19 23:03:08,,True,admin
SC000499,الصف الأول,2025-02-19 23:05:39,,True,admin
SC000499,الصف الثاني,2025-02-19 23:05:39,,True,admin
SC000500,الصف الثالث,2025-02-19 23:07:03,,True,admin
SC000500,الصف الرابع,2025-02-19 23:07:03,,True,admin
SC000501,الروضة الصغرى (KG1),2025-02-19 23:08:18,,True,admin
SC000501,الروضة الكبرى (KG2),2025-02-19 23:08:18,,True,admin
SC000502,الصف الثالث,2025-02-19 23:09:59,,True,admin
SC000502,الصف الرابع,2025-02-19 23:09:59,,True,admin
SC000503,الروضة الكبرى (KG2),2025-02-20 00:02:24,,True,admin
SC000503,الصف الأول,2025-02-20 00:02:24,,True,admin
SC000504,الصف الثاني,2025-02-20 00:04:51,,True,admin
SC000504,الصف الثالث,2025-02-20 00:04:51,,True,admin
SC000505,الصف الأول,2025-02-20 00:07:28,,True,admin
SC000505,الصف الثاني,2025-02-20 00:07:28,,True,admin
SC000506,الصف الرابع,2025-02-20 00:09:17,,True,admin
SC000506,الصف الخامس,2025-02-20 00:09:17,,True,admin
SC000507,الصف الرابع,2025-02-20 00:11:13,,True,admin
SC000507,الصف الخامس,2025-02-20 00:11:13,,True,admin
SC000508,الصف الثالث,2025-02-20 00:12:35,,True,admin
SC000508,الصف الرابع,2025-02-20 00:12:35,,True,admin
SC000509,الصف الأول,2025-02-20 00:13:57,,True,admin
SC000509,الصف الثاني,2025-02-20 00:13:57,,True,admin
SC000510,الروضة الكبرى (KG2),2025-02-20 14:52:59,,True,admin
SC000510,الصف الأول,2025-02-20 14:52:59,,True,admin
SC000511,الصف الثاني,2025-02-20 14:55:11,,True,admin
SC000511,الصف الثالث,2025-02-20 14:55:11,,True,admin
SC000512,الصف الخامس,2025-02-20 15:06:12,,True,admin
SC000512,الصف السادس,2025-02-20 15:06:12,,True,admin
SC000513,الصف الثالث,2025-02-20 15:09:37,,True,admin
SC000513,الصف الرابع,2025-02-20 15:09:37,,True,admin
SC000514,الصف الثاني عشر (التوجيهي),2025-02-20 17:55:52,,True,admin
SC000515,الصف الأول,2025-02-21 16:43:02,,True,admin
SC000515,الصف الثاني,2025-02-21 16:43:02,,True,admin
SC000517,الصف السابع,2025-02-21 22:03:18,,True,admin
SC000517,الصف الثامن,2025-02-21 22:03:18,,True,admin
SC000518,الصف الحادي عشر (الأول ثانوي),2025-02-22 04:10:28,,True,admin
SC000518,الصف الثاني عشر (التوجيهي),2025-02-22 04:10:28,,True,admin
SC000519,الصف الثاني عشر (التوجيهي),2025-02-22 13:51:34,,True,admin
SC000520,الصف السادس,2025-02-22 15:35:27,,True,admin
SC000520,الصف السابع,2025-02-22 15:35:27,,True,admin
SC000521,الصف السابع,2025-02-22 15:42:22,,True,admin
SC000521,الصف الثامن,2025-02-22 15:42:22,,True,admin
SC000522,الصف السادس,2025-02-22 15:43:08,,True,admin
SC000522,الصف السابع,2025-02-22 15:43:08,,True,admin
SC000523,الصف الرابع,2025-02-22 15:46:24,,True,admin
SC000523,الصف الخامس,2025-02-22 15:46:24,,True,admin
SC000524,الصف الثاني,2025-02-22 15:48:24,,True,admin
SC000524,الصف الثالث,2025-02-22 15:48:24,,True,admin
SC000525,الصف الثامن,2025-02-22 15:48:24,,True,admin
SC000525,الصف التاسع,2025-02-22 15:48:24,,True,admin
SC000526,الصف السادس,2025-02-22 15:50:05,,True,admin
SC000526,الصف السابع,2025-02-22 15:50:05,,True,admin
SC000527,الصف السابع,2025-02-22 15:52:51,,True,admin
SC000527,الصف الثامن,2025-02-22 15:52:51,,True,admin
SC000528,الصف الأول,2025-02-22 15:57:48,,True,admin
SC000528,الصف الثاني,2025-02-22 15:57:48,,True,admin
SC000529,الصف الثالث,2025-02-22 15:59:19,,True,admin
SC000529,الصف الرابع,2025-02-22 15:59:19,,True,admin
SC000530,الصف الخامس,2025-02-22 16:03:07,,True,admin
SC000530,الصف السادس,2025-02-22 16:03:07,,True,admin
SC000531,الصف الثالث,2025-02-22 16:04:46,,True,admin
SC000531,الصف الرابع,2025-02-22 16:04:46,,True,admin
SC000532,الصف الثاني,2025-02-22 16:05:54,,True,admin
SC000532,الصف الثالث,2025-02-22 16:05:54,,True,admin
SC000533,الصف الخامس,2025-02-22 16:06:03,,True,admin
SC000533,الصف السادس,2025-02-22 16:06:03,,True,admin
SC000534,الروضة الصغرى (KG1),2025-02-22 16:07:38,,True,admin
SC000535,الصف الخامس,2025-02-22 16:13:12,,True,admin
SC000535,الصف السادس,2025-02-22 16:13:12,,True,admin
SC000536,الصف الثامن,2025-02-22 16:31:54,,True,admin
SC000536,الصف التاسع,2025-02-22 16:31:54,,True,admin
SC000537,الصف السادس,2025-02-22 16:33:18,,True,admin
SC000537,الصف السابع,2025-02-22 16:33:18,,True,admin
SC000538,الصف السادس,2025-02-22 16:34:28,,True,admin
SC000538,الصف السابع,2025-02-22 16:34:28,,True,admin
SC000539,الصف السادس,2025-02-22 16:42:54,,True,admin
SC000539,الصف السابع,2025-02-22 16:42:54,,True,admin
SC000540,الصف الخامس,2025-02-22 17:01:30,,True,admin
SC000540,الصف السادس,2025-02-22 17:01:30,,True,admin
SC000541,الصف الرابع,2025-02-22 17:03:50,,True,admin
SC000541,الصف الخامس,2025-02-22 17:03:50,,True,admin
SC000542,الصف الخامس,2025-02-22 17:09:38,,True,admin
SC000542,الصف السادس,2025-02-22 17:09:38,,True,admin
SC000543,الصف الرابع,2025-02-22 17:11:01,,True,admin
SC000543,الصف الخامس,2025-02-22 17:11:01,,True,admin
SC000544,الصف الأول,2025-02-22 17:16:12,,True,admin
SC000544,الصف الثاني,2025-02-22 17:16:12,,True,admin
SC000545,الصف الخامس,2025-02-22 17:18:50,,True,admin
SC000545,الصف السادس,2025-02-22 17:18:50,,True,admin
SC000546,الصف الخامس,2025-02-22 17:20:18,,True,admin
SC000546,الصف السادس,2025-02-22 17:20:18,,True,admin
SC000547,الروضة الصغرى (KG1),2025-02-22 17:28:46,,True,admin
SC000547,الروضة الكبرى (KG2),2025-02-22 17:28:46,,True,admin
SC000548,الصف السابع,2025-02-22 17:31:07,,True,admin
SC000548,الصف الثامن,2025-02-22 17:31:07,,True,admin
SC000549,الصف الرابع,2025-02-22 17:33:53,,True,admin
SC000549,الصف الخامس,2025-02-22 17:33:53,,True,admin
SC000550,الصف الرابع,2025-02-22 17:57:51,,True,admin
SC000550,الصف الخامس,2025-02-22 17:57:51,,True,admin
SC000551,الصف الخامس,2025-02-22 18:04:24,,True,admin
SC000551,الصف السادس,2025-02-22 18:04:24,,True,admin
SC000552,الصف السابع,2025-02-22 18:12:15,,True,admin
SC000552,الصف الثامن,2025-02-22 18:12:15,,True,admin
SC000553,الروضة الكبرى (KG2),2025-02-22 18:35:37,,True,admin
SC000553,الصف الأول,2025-02-22 18:35:37,,True,admin
SC000554,الروضة الكبرى (KG2),2025-02-22 18:37:17,,True,admin
SC000554,الصف الأول,2025-02-22 18:37:17,,True,admin
SC000555,الروضة الكبرى (KG2),2025-02-22 18:39:51,,True,admin
SC000555,الصف الأول,2025-02-22 18:39:51,,True,admin
SC000556,الصف السابع,2025-02-22 20:17:24,,True,admin
SC000556,الصف الثامن,2025-02-22 20:17:24,,True,admin
SC000557,الصف العاشر,2025-02-22 22:02:30,,True,admin
SC000557,الصف الحادي عشر (الأول ثانوي),2025-02-22 22:02:30,,True,admin
SC000558,الصف الأول,2025-02-22 22:09:13,,True,admin
SC000558,الصف الثاني,2025-02-22 22:09:13,,True,admin
SC000559,الصف الثاني,2025-02-22 22:10:51,,True,admin
SC000559,الصف الثالث,2025-02-22 22:10:51,,True,admin
SC000560,الصف الأول,2025-02-22 22:15:09,,True,admin
SC000560,الصف الثاني,2025-02-22 22:15:09,,True,admin
SC000561,الصف السابع,2025-02-23 09:41:48,,True,admin
SC000561,الصف الثامن,2025-02-23 09:41:48,,True,admin
SC000562,الصف الثالث,2025-02-23 13:00:39,,True,admin
SC000562,الصف الرابع,2025-02-23 13:00:39,,True,admin
SC000563,الروضة الصغرى (KG1),2025-02-23 14:43:51,,True,admin
SC000563,الروضة الكبرى (KG2),2025-02-23 14:43:51,,True,admin
SC000564,الروضة الصغرى (KG1),2025-02-23 14:51:06,,True,admin
SC000564,الروضة الكبرى (KG2),2025-02-23 14:51:06,,True,admin
SC000565,الصف الثالث,2025-02-23 14:51:16,,True,admin
SC000565,الصف الرابع,2025-02-23 14:51:16,,True,admin
SC000566,الصف الثالث,2025-02-23 15:17:00,,True,admin
SC000566,الصف الرابع,2025-02-23 15:17:00,,True,admin
SC000567,الصف الرابع,2025-02-23 15:19:50,,True,admin
SC000567,الصف الخامس,2025-02-23 15:19:50,,True,admin
SC000568,الصف الثاني,2025-02-23 15:23:37,,True,admin
SC000568,الصف الثالث,2025-02-23 15:23:37,,True,admin
SC000569,الصف الثاني,2025-02-23 16:08:48,,True,admin
SC000569,الصف الثالث,2025-02-23 16:08:48,,True,admin
SC000570,الصف السابع,2025-02-23 16:47:25,,True,admin
SC000570,الصف الثامن,2025-02-23 16:47:25,,True,admin
SC000571,الصف الثامن,2025-02-23 16:48:07,,True,admin
SC000571,الصف التاسع,2025-02-23 16:48:07,,True,admin
SC000574,الصف الخامس,2025-02-23 16:50:44,,True,admin
SC000574,الصف السادس,2025-02-23 16:50:44,,True,admin
SC000575,الصف السابع,2025-02-23 16:51:55,,True,admin
SC000575,الصف الثامن,2025-02-23 16:51:55,,True,admin
SC000576,الصف الرابع,2025-02-23 16:52:11,,True,admin
SC000576,الصف الخامس,2025-02-23 16:52:11,,True,admin
SC000577,الصف السادس,2025-02-23 16:54:06,,True,admin
SC000577,الصف السابع,2025-02-23 16:54:06,,True,admin
SC000578,الصف السابع,2025-02-23 16:54:10,,True,admin
SC000578,الصف الثامن,2025-02-23 16:54:10,,True,admin
SC000579,الصف السابع,2025-02-23 17:01:28,,True,admin
SC000579,الصف الثامن,2025-02-23 17:01:28,,True,admin
SC000580,الصف الثامن,2025-02-23 17:08:27,,True,admin
SC000580,الصف التاسع,2025-02-23 17:08:27,,True,admin
SC000581,الصف السابع,2025-02-23 17:34:58,,True,admin
SC000581,الصف الثامن,2025-02-23 17:34:58,,True,admin
SC000582,الصف التاسع,2025-02-23 19:23:16,,True,admin
SC000582,الصف العاشر,2025-02-23 19:23:16,,True,admin
SC000583,الصف السابع,2025-02-23 19:25:01,,True,admin
SC000583,الصف الثامن,2025-02-23 19:25:01,,True,admin
SC000584,الصف السابع,2025-02-23 19:27:22,,True,admin
SC000584,الصف الثامن,2025-02-23 19:27:22,,True,admin
SC000585,الصف الثاني عشر (التوجيهي),2025-02-23 19:27:46,,True,admin
SC000586,الصف التاسع,2025-02-23 19:27:54,,True,admin
SC000586,الصف العاشر,2025-02-23 19:27:54,,True,admin
SC000587,الصف العاشر,2025-02-23 19:29:26,,True,admin
SC000587,الصف الحادي عشر (الأول ثانوي),2025-02-23 19:29:26,,True,admin
SC000588,الصف الحادي عشر (الأول ثانوي),2025-02-23 19:29:31,,True,admin
SC000588,الصف الثاني عشر (التوجيهي),2025-02-23 19:29:31,,True,admin
SC000589,الصف العاشر,2025-02-23 19:30:23,,True,admin
SC000589,الصف الحادي عشر (الأول ثانوي),2025-02-23 19:30:23,,True,admin
SC000590,الصف التاسع,2025-02-23 19:30:44,,True,admin
SC000590,الصف العاشر,2025-02-23 19:30:44,,True,admin
SC000592,الصف الثاني عشر (التوجيهي),2025-02-23 19:37:14,,True,admin
SC000593,الصف السابع,2025-02-23 19:42:54,,True,admin
SC000593,الصف الثامن,2025-02-23 19:42:54,,True,admin
SC000594,الصف الثاني عشر (التوجيهي),2025-02-23 19:44:22,,True,admin
SC000595,الصف العاشر,2025-02-23 19:48:35,,True,admin
SC000595,الصف الحادي عشر (الأول ثانوي),2025-02-23 19:48:35,,True,admin
SC000596,الصف السابع,2025-02-23 20:07:22,,True,admin
SC000596,الصف الثامن,2025-02-23 20:07:22,,True,admin
SC000597,الصف السادس,2025-02-23 20:08:59,,True,admin
SC000597,الصف السابع,2025-02-23 20:08:59,,True,admin
SC000598,الصف السادس,2025-02-23 20:10:50,,True,admin
SC000598,الصف السابع,2025-02-23 20:10:50,,True,admin
SC000599,الصف السابع,2025-02-23 20:21:29,,True,admin
SC000599,الصف الثامن,2025-02-23 20:21:29,,True,admin
SC000600,الصف الخامس,2025-02-23 20:23:57,,True,admin
SC000600,الصف السادس,2025-02-23 20:23:57,,True,admin
SC000601,الصف التاسع,2025-02-23 20:31:32,,True,admin
SC000601,الصف العاشر,2025-02-23 20:31:32,,True,admin
SC000602,الصف الثامن,2025-02-23 20:37:15,,True,admin
SC000602,الصف التاسع,2025-02-23 20:37:15,,True,admin
SC000603,الصف الحادي عشر (الأول ثانوي),2025-02-23 20:38:52,,True,admin
SC000603,الصف الثاني عشر (التوجيهي),2025-02-23 20:38:52,,True,admin
SC000604,الصف الخامس,2025-02-23 21:25:41,,True,admin
SC000604,الصف السادس,2025-02-23 21:25:41,,True,admin
SC000605,الروضة الكبرى (KG2),2025-02-23 21:33:02,,True,admin
SC000605,الصف الأول,2025-02-23 21:33:02,,True,admin
SC000606,الصف السابع,2025-02-23 21:39:02,,True,admin
SC000606,الصف الثامن,2025-02-23 21:39:02,,True,admin
SC000607,الصف التاسع,2025-02-23 22:46:56,,True,admin
SC000607,الصف العاشر,2025-02-23 22:46:56,,True,admin
SC000608,الصف الحادي عشر (الأول ثانوي),2025-02-23 23:17:52,,True,admin
SC000608,الصف الثاني عشر (التوجيهي),2025-02-23 23:17:52,,True,admin
SC000609,الصف الثامن,2025-02-23 23:21:10,,True,admin
SC000609,الصف التاسع,2025-02-23 23:21:10,,True,admin
SC000610,الصف السابع,2025-02-23 23:23:27,,True,admin
SC000610,الصف الثامن,2025-02-23 23:23:27,,True,admin
SC000611,الصف السابع,2025-02-24 06:35:03,,True,admin
SC000611,الصف الثامن,2025-02-24 06:35:03,,True,admin
SC000613,الصف التاسع,2025-02-24 11:15:23,,True,admin
SC000613,الصف العاشر,2025-02-24 11:15:23,,True,admin
SC000614,الصف السابع,2025-02-24 14:22:58,,True,admin
SC000614,الصف الثامن,2025-02-24 14:22:58,,True,admin
SC000615,الصف التاسع,2025-02-24 14:53:59,,True,admin
SC000615,الصف العاشر,2025-02-24 14:53:59,,True,admin
SC000616,الصف التاسع,2025-02-24 15:10:53,,True,admin
SC000616,الصف العاشر,2025-02-24 15:10:53,,True,admin
SC000617,الصف السابع,2025-02-24 15:22:28,,True,admin
SC000617,الصف الثامن,2025-02-24 15:22:28,,True,admin
SC000618,الصف العاشر,2025-02-24 15:51:36,,True,admin
SC000618,الصف الحادي عشر (الأول ثانوي),2025-02-24 15:51:36,,True,admin
SC000619,الصف الثاني عشر (التوجيهي),2025-02-24 17:58:10,,True,admin
SC000621,الصف السابع,2025-02-24 21:13:28,,True,admin
SC000621,الصف الثامن,2025-02-24 21:13:28,,True,admin
SC000622,الصف الثامن,2025-02-24 21:14:37,,True,admin
SC000622,الصف التاسع,2025-02-24 21:14:37,,True,admin
SC000623,الصف التاسع,2025-02-24 21:15:22,,True,admin
SC000623,الصف العاشر,2025-02-24 21:15:22,,True,admin
SC000624,الصف الثامن,2025-02-24 21:36:34,,True,admin
SC000624,الصف التاسع,2025-02-24 21:36:34,,True,admin
SC000625,الصف السادس,2025-02-24 23:51:46,,True,admin
SC000625,الصف السابع,2025-02-24 23:51:46,,True,admin
SC000626,الصف العاشر,2025-02-25 16:37:19,,True,admin
SC000626,الصف الحادي عشر (الأول ثانوي),2025-02-25 16:37:19,,True,admin
SC000627,الصف السادس,2025-02-25 16:38:45,,True,admin
SC000627,الصف السابع,2025-02-25 16:38:45,,True,admin
SC000628,الصف الثالث,2025-02-25 16:40:35,,True,admin
SC000628,الصف الرابع,2025-02-25 16:40:35,,True,admin
SC000629,الصف الثامن,2025-02-25 17:25:36,,True,admin
SC000629,الصف التاسع,2025-02-25 17:25:36,,True,admin
SC000630,الصف السابع,2025-02-25 17:28:01,,True,admin
SC000630,الصف الثامن,2025-02-25 17:28:01,,True,admin
SC000632,الصف الثامن,2025-02-25 21:24:17,,True,admin
SC000632,الصف التاسع,2025-02-25 21:24:17,,True,admin
SC000633,الصف السادس,2025-02-25 21:27:02,,True,admin
SC000633,الصف السابع,2025-02-25 21:27:02,,True,admin
SC000634,الصف السادس,2025-02-25 21:29:01,,True,admin
SC000634,الصف السابع,2025-02-25 21:29:01,,True,admin
SC000635,الصف العاشر,2025-02-25 22:51:43,,True,admin
SC000635,الصف الحادي عشر (الأول ثانوي),2025-02-25 22:51:43,,True,admin
SC000636,الصف العاشر,2025-02-26 14:45:08,,True,admin
SC000636,الصف الحادي عشر (الأول ثانوي),2025-02-26 14:45:08,,True,admin
SC000637,الصف السابع,2025-02-26 22:27:22,,True,admin
SC000637,الصف الثامن,2025-02-26 22:27:22,,True,admin
SC000638,الصف الرابع,2025-02-27 12:33:59,,True,admin
SC000638,الصف الخامس,2025-02-27 12:33:59,,True,admin
SC000639,الصف السابع,2025-02-27 15:13:03,,True,admin
SC000639,الصف الثامن,2025-02-27 15:13:03,,True,admin
SC000640,الصف السابع,2025-02-27 15:43:20,,True,admin
SC000640,الصف الثامن,2025-02-27 15:43:20,,True,admin
SC000641,الصف الأول,2025-02-27 15:54:48,,True,admin
SC000641,الصف الثاني,2025-02-27 15:54:48,,True,admin
SC000642,الروضة الصغرى (KG1),2025-02-27 15:56:33,,True,admin
SC000642,الروضة الكبرى (KG2),2025-02-27 15:56:33,,True,admin
SC000644,الصف التاسع,2025-02-27 18:03:49,,True,admin
SC000644,الصف العاشر,2025-02-27 18:03:49,,True,admin
SC000645,الصف الثامن,2025-02-27 18:03:49,,True,admin
SC000645,الصف التاسع,2025-02-27 18:03:49,,True,admin
SC000646,الصف الثامن,2025-02-27 18:04:03,,True,admin
SC000646,الصف التاسع,2025-02-27 18:04:03,,True,admin
SC000647,الصف السادس,2025-02-27 18:04:19,,True,admin
SC000647,الصف السابع,2025-02-27 18:04:19,,True,admin
SC000648,الصف الثامن,2025-02-27 18:05:19,,True,admin
SC000648,الصف التاسع,2025-02-27 18:05:19,,True,admin
SC000649,الصف السادس,2025-02-27 18:05:53,,True,admin
SC000649,الصف السابع,2025-02-27 18:05:53,,True,admin
SC000650,الصف الثامن,2025-02-27 18:06:53,,True,admin
SC000650,الصف التاسع,2025-02-27 18:06:53,,True,admin
SC000651,الصف السادس,2025-02-27 18:07:05,,True,admin
SC000651,الصف السابع,2025-02-27 18:07:05,,True,admin
SC000652,الصف الثامن,2025-02-27 18:08:07,,True,admin
SC000652,الصف التاسع,2025-02-27 18:08:07,,True,admin
SC000653,الصف السادس,2025-02-27 18:09:04,,True,admin
SC000653,الصف السابع,2025-02-27 18:09:04,,True,admin
SC000654,الصف السادس,2025-02-27 19:58:09,,True,admin
SC000654,الصف السابع,2025-02-27 19:58:09,,True,admin
SC000656,الصف الثالث,2025-02-28 10:24:26,,True,admin
SC000656,الصف الرابع,2025-02-28 10:24:26,,True,admin
SC000657,الصف السابع,2025-02-28 11:58:58,,True,admin
SC000657,الصف الثامن,2025-02-28 11:58:58,,True,admin
SC000658,الصف السادس,2025-02-28 12:02:07,,True,admin
SC000658,الصف السابع,2025-02-28 12:02:07,,True,admin
SC000659,الصف الثاني,2025-02-28 12:05:35,,True,admin
SC000659,الصف الثالث,2025-02-28 12:05:35,,True,admin
SC000660,الصف التاسع,2025-03-01 11:14:08,,True,admin
SC000660,الصف العاشر,2025-03-01 11:14:08,,True,admin
SC000661,الصف الثاني عشر (التوجيهي),2025-03-01 13:37:50,,True,admin
SC000662,الصف الثامن,2025-03-01 15:01:24,,True,admin
SC000662,الصف التاسع,2025-03-01 15:01:24,,True,admin
SC000663,الصف الرابع,2025-03-01 16:20:56,,True,admin
SC000663,الصف الخامس,2025-03-01 16:20:56,,True,admin
SC000664,الصف الثاني عشر (التوجيهي),2025-03-01 18:30:19,,True,admin
SC000665,الصف الثاني عشر (التوجيهي),2025-03-01 19:22:23,,True,admin
SC000666,الصف الحادي عشر (الأول ثانوي),2025-03-01 19:23:29,,True,admin
SC000666,الصف الثاني عشر (التوجيهي),2025-03-01 19:23:29,,True,admin
SC000667,الصف الثاني,2025-03-01 20:50:31,,True,admin
SC000667,الصف الثالث,2025-03-01 20:50:31,,True,admin
SC000668,الروضة الكبرى (KG2),2025-03-01 20:52:06,,True,admin
SC000668,الصف الأول,2025-03-01 20:52:06,,True,admin
SC000669,الصف الثامن,2025-03-01 21:04:08,,True,admin
SC000669,الصف التاسع,2025-03-01 21:04:08,,True,admin
SC000670,الصف الثالث,2025-03-03 08:22:43,,True,admin
SC000670,الصف الرابع,2025-03-03 08:22:43,,True,admin
SC000672,الصف الثامن,2025-03-04 15:54:56,,True,admin
SC000672,الصف التاسع,2025-03-04 15:54:56,,True,admin
SC000673,الصف التاسع,2025-03-07 16:17:19,,True,admin
SC000673,الصف العاشر,2025-03-07 16:17:19,,True,admin
SC000674,الصف الثاني عشر (التوجيهي),2025-03-09 12:43:27,,True,admin
SC000675,الروضة الصغرى (KG1),2025-03-09 15:30:53,,True,admin
SC000675,الروضة الكبرى (KG2),2025-03-09 15:30:53,,True,admin
SC000676,الصف الأول,2025-03-09 15:32:58,,True,admin
SC000676,الصف الثاني,2025-03-09 15:32:58,,True,admin
SC000677,الصف الثاني,2025-03-09 15:34:26,,True,admin
SC000677,الصف الثالث,2025-03-09 15:34:26,,True,admin
SC000678,الصف الخامس,2025-03-09 15:45:22,,True,admin
SC000678,الصف السادس,2025-03-09 15:45:22,,True,admin
SC000679,الصف الأول,2025-03-09 15:46:31,,True,admin
SC000679,الصف الثاني,2025-03-09 15:46:31,,True,admin
SC000680,الروضة الكبرى (KG2),2025-03-09 15:51:15,,True,admin
SC000680,الصف الأول,2025-03-09 15:51:15,,True,admin
SC000681,الصف الثالث,2025-03-09 15:54:19,,True,admin
SC000681,الصف الرابع,2025-03-09 15:54:19,,True,admin
SC000682,الروضة الكبرى (KG2),2025-03-09 15:56:52,,True,admin
SC000682,الصف الأول,2025-03-09 15:56:52,,True,admin
SC000683,الصف التاسع,2025-03-09 16:30:38,,True,admin
SC000683,الصف العاشر,2025-03-09 16:30:38,,True,admin
SC000684,الصف الثاني عشر (التوجيهي),2025-03-10 15:26:37,,True,admin
SC000685,الصف العاشر,2025-03-10 15:26:44,,True,admin
SC000685,الصف الحادي عشر (الأول ثانوي),2025-03-10 15:26:44,,True,admin
